Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/13/2020 	_x86_64_	(32 CPU)

11:29:58 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:30:01 AM  all    2.73    0.00    3.11    0.06    0.00    0.28    0.00    0.00    0.00   93.82
11:30:01 AM    0    2.39    0.00    1.71    0.00    0.00    0.34    0.00    0.00    0.00   95.56
11:30:01 AM    1    1.68    0.00    3.37    0.34    0.00    0.00    0.00    0.00    0.00   94.61
11:30:01 AM    2    5.80    0.00    3.07    0.68    0.00    0.34    0.00    0.00    0.00   90.10
11:30:01 AM    3    2.72    0.00    3.40    0.00    0.00    0.00    0.00    0.00    0.00   93.88
11:30:01 AM    4    2.10    0.00    2.80    0.35    0.00    0.35    0.00    0.00    0.00   94.41
11:30:01 AM    5    2.37    0.00    3.05    0.00    0.00    0.34    0.00    0.00    0.00   94.24
11:30:01 AM    6    3.07    0.00    2.73    0.00    0.00    0.68    0.00    0.00    0.00   93.52
11:30:01 AM    7    2.36    0.00    2.69    0.00    0.00    1.01    0.00    0.00    0.00   93.94
11:30:01 AM    8    3.42    0.00    3.42    0.00    0.00    0.34    0.00    0.00    0.00   92.81
11:30:01 AM    9    3.37    0.00    4.04    0.00    0.00    0.34    0.00    0.00    0.00   92.26
11:30:01 AM   10    3.09    0.00    2.75    0.00    0.00    0.69    0.00    0.00    0.00   93.47
11:30:01 AM   11    3.37    0.00    3.03    0.34    0.00    0.67    0.00    0.00    0.00   92.59
11:30:01 AM   12    1.72    0.00    1.72    0.00    0.00    0.34    0.00    0.00    0.00   96.22
11:30:01 AM   13    3.02    0.00    3.36    0.00    0.00    0.34    0.00    0.00    0.00   93.29
11:30:01 AM   14    2.41    0.00    2.76    0.34    0.00    0.34    0.00    0.00    0.00   94.14
11:30:01 AM   15    2.68    0.00    4.36    0.00    0.00    0.67    0.00    0.00    0.00   92.28
11:30:01 AM   16    2.40    0.00    1.71    0.34    0.00    0.34    0.00    0.00    0.00   95.21
11:30:01 AM   17    3.37    0.00    3.70    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:30:01 AM   18    2.05    0.00    1.37    0.00    0.00    0.34    0.00    0.00    0.00   96.25
11:30:01 AM   19    3.37    0.00    4.04    0.00    0.00    0.34    0.00    0.00    0.00   92.26
11:30:01 AM   20    1.71    0.00    1.71    0.00    0.00    0.34    0.00    0.00    0.00   96.23
11:30:01 AM   21    2.72    0.00    7.48    0.00    0.00    0.00    0.00    0.00    0.00   89.80
11:30:01 AM   22    2.38    0.00    1.70    0.00    0.00    0.34    0.00    0.00    0.00   95.58
11:30:01 AM   23    2.46    0.00    3.86    0.00    0.00    0.35    0.00    0.00    0.00   93.33
11:30:01 AM   24    1.73    0.00    2.42    0.00    0.00    0.00    0.00    0.00    0.00   95.85
11:30:01 AM   25    3.36    0.00    4.03    0.00    0.00    0.34    0.00    0.00    0.00   92.28
11:30:01 AM   26    2.05    0.00    1.37    0.00    0.00    0.00    0.00    0.00    0.00   96.58
11:30:01 AM   27    3.34    0.00    6.02    0.00    0.00    0.33    0.00    0.00    0.00   90.30
11:30:01 AM   28    2.74    0.00    1.37    0.00    0.00    0.34    0.00    0.00    0.00   95.55
11:30:01 AM   29    2.35    0.00    4.03    0.00    0.00    0.34    0.00    0.00    0.00   93.29
11:30:01 AM   30    2.05    0.00    1.37    0.00    0.00    0.34    0.00    0.00    0.00   96.23
11:30:01 AM   31    3.33    0.00    3.67    0.00    0.00    0.33    0.00    0.00    0.00   92.67

11:30:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:30:04 AM  all    3.45    0.00    4.60    0.26    0.00    0.30    0.00    0.00    0.00   91.40
11:30:04 AM    0    4.15    0.00    7.61    4.84    0.00    0.69    0.00    0.00    0.00   82.70
11:30:04 AM    1    3.07    0.00    6.14    0.34    0.00    0.00    0.00    0.00    0.00   90.44
11:30:04 AM    2    2.75    0.00    3.78    0.69    0.00    0.34    0.00    0.00    0.00   92.44
11:30:04 AM    3    4.38    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   90.57
11:30:04 AM    4    1.71    0.00    2.40    0.68    0.00    0.00    0.00    0.00    0.00   95.21
11:30:04 AM    5    4.76    0.00    6.12    0.00    0.00    0.34    0.00    0.00    0.00   88.78
11:30:04 AM    6    2.41    0.00    3.10    0.00    0.00    0.34    0.00    0.00    0.00   94.14
11:30:04 AM    7    3.73    0.00    4.75    0.34    0.00    0.34    0.00    0.00    0.00   90.85
11:30:04 AM    8    4.47    0.00    5.50    0.00    0.00    0.69    0.00    0.00    0.00   89.35
11:30:04 AM    9    4.04    0.00    6.73    0.34    0.00    0.67    0.00    0.00    0.00   88.22
11:30:04 AM   10    2.75    0.00    3.44    0.00    0.00    0.34    0.00    0.00    0.00   93.47
11:30:04 AM   11    2.70    0.00    5.74    0.00    0.00    0.68    0.00    0.00    0.00   90.88
11:30:04 AM   12    3.77    0.00    4.11    0.00    0.00    0.34    0.00    0.00    0.00   91.78
11:30:04 AM   13    2.03    0.00    5.41    0.00    0.00    0.68    0.00    0.00    0.00   91.89
11:30:04 AM   14    3.78    0.00    3.44    0.00    0.00    0.34    0.00    0.00    0.00   92.44
11:30:04 AM   15    3.73    0.00    6.78    0.00    0.00    0.00    0.00    0.00    0.00   89.49
11:30:04 AM   16    3.77    0.00    3.42    0.00    0.00    0.34    0.00    0.00    0.00   92.47
11:30:04 AM   17    3.37    0.00    5.72    0.00    0.00    0.34    0.00    0.00    0.00   90.57
11:30:04 AM   18    2.75    0.00    3.44    0.69    0.00    0.34    0.00    0.00    0.00   92.78
11:30:04 AM   19    3.70    0.00    4.71    0.00    0.00    0.00    0.00    0.00    0.00   91.58
11:30:04 AM   20    3.78    0.00    2.75    0.00    0.00    0.34    0.00    0.00    0.00   93.13
11:30:04 AM   21    3.70    0.00    4.04    0.00    0.00    0.34    0.00    0.00    0.00   91.92
11:30:04 AM   22    4.11    0.00    2.40    0.00    0.00    0.00    0.00    0.00    0.00   93.49
11:30:04 AM   23    3.47    0.00    6.60    0.00    0.00    0.35    0.00    0.00    0.00   89.58
11:30:04 AM   24    4.76    0.00    4.08    0.00    0.00    0.34    0.00    0.00    0.00   90.82
11:30:04 AM   25    3.37    0.00    4.71    0.00    0.00    0.00    0.00    0.00    0.00   91.92
11:30:04 AM   26    2.73    0.00    2.39    0.00    0.00    0.34    0.00    0.00    0.00   94.54
11:30:04 AM   27    4.08    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   88.78
11:30:04 AM   28    2.41    0.00    3.44    0.00    0.00    0.00    0.00    0.00    0.00   94.16
11:30:04 AM   29    4.04    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   90.91
11:30:04 AM   30    2.72    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   94.22
11:30:04 AM   31    3.37    0.00    5.39    0.00    0.00    0.00    0.00    0.00    0.00   91.25

11:30:04 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:30:07 AM  all    6.49    0.00    3.80    0.57    0.00    0.37    0.00    0.00    0.00   88.77
11:30:07 AM    0   13.10    0.00    5.52    0.00    0.00    0.69    0.00    0.00    0.00   80.69
11:30:07 AM    1    3.05    0.00    5.42    0.68    0.00    0.00    0.00    0.00    0.00   90.85
11:30:07 AM    2    2.43    0.00    3.12    0.69    0.00    0.35    0.00    0.00    0.00   93.40
11:30:07 AM    3    2.70    0.00    4.39    0.00    0.00    0.34    0.00    0.00    0.00   92.57
11:30:07 AM    4   10.51    0.00    1.69    1.36    0.00    0.00    0.00    0.00    0.00   86.44
11:30:07 AM    5    3.46    0.00    4.50    0.69    0.00    1.04    0.00    0.00    0.00   90.31
11:30:07 AM    6    3.42    0.00    2.40    0.68    0.00    0.34    0.00    0.00    0.00   93.15
11:30:07 AM    7    3.74    0.00    3.40    0.00    0.00    1.02    0.00    0.00    0.00   91.84
11:30:07 AM    8    3.07    0.00    2.39    0.00    0.00    0.34    0.00    0.00    0.00   94.20
11:30:07 AM    9    3.70    0.00    4.71    0.34    0.00    0.34    0.00    0.00    0.00   90.91
11:30:07 AM   10    3.78    0.00    2.06    0.00    0.00    1.03    0.00    0.00    0.00   93.13
11:30:07 AM   11    3.72    0.00    4.05    0.34    0.00    0.34    0.00    0.00    0.00   91.55
11:30:07 AM   12    2.40    0.00    1.71    0.00    0.00    0.00    0.00    0.00    0.00   95.89
11:30:07 AM   13    4.07    0.00    5.08    0.00    0.00    0.68    0.00    0.00    0.00   90.17
11:30:07 AM   14    4.11    0.00    3.42    0.00    0.00    0.34    0.00    0.00    0.00   92.12
11:30:07 AM   15    2.69    0.00    3.03    0.00    0.00    0.34    0.00    0.00    0.00   93.94
11:30:07 AM   16    3.42    0.00    3.42    4.11    0.00    0.68    0.00    0.00    0.00   88.36
11:30:07 AM   17    1.68    0.00    3.03    0.00    0.00    0.34    0.00    0.00    0.00   94.95
11:30:07 AM   18    3.82    0.00    2.78    2.08    0.00    0.35    0.00    0.00    0.00   90.97
11:30:07 AM   19   22.30    0.00    6.08    0.00    0.00    0.34    0.00    0.00    0.00   71.28
11:30:07 AM   20    7.27    0.00    7.61    0.35    0.00    0.00    0.00    0.00    0.00   84.78
11:30:07 AM   21    4.44    0.00    2.05    0.68    0.00    0.68    0.00    0.00    0.00   92.15
11:30:07 AM   22   13.70    0.00    2.74    1.03    0.00    0.00    0.00    0.00    0.00   82.53
11:30:07 AM   23    5.24    0.00    3.85    0.00    0.00    0.35    0.00    0.00    0.00   90.56
11:30:07 AM   24    7.85    0.00    4.10    0.00    0.00    0.00    0.00    0.00    0.00   88.05
