procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 3  0      0 5741652  17160 4098604    0    0  3336 11182   23   12  4  7 86  4  0 2020-02-08 10:26:55
 2  0      0 5476132  17160 4098888    0    0    77   147 2361 15411  6  8 86  0  0 2020-02-08 10:26:58
 2  0      0 5425356  17160 4099268    0    0   342   781 3118 14884  6  6 87  1  0 2020-02-08 10:27:01
12  8      0 5411524  17160 4099728    0    0 85278  9326 29731 45960 13 38 17 31  0 2020-02-08 10:27:04
15 12      0 5408804  17160 4099744    0    0 98539  8732 31810 47799 14 42 11 33  0 2020-02-08 10:27:07
12  4      0 5409452  17160 4099724    0    0 99255  7797 31036 46718 13 39 12 36  0 2020-02-08 10:27:10
20  8      0 5404160  17160 4099724    0    0 92105 18743 31056 46687 13 40 11 36  0 2020-02-08 10:27:13
13 14      0 5401916  17160 4099880    0    0 97931  8625 31816 47931 15 43 10 32  0 2020-02-08 10:27:16
 7  6      0 5402712  17160 4099848    0    0 94809 14203 31095 46483 13 39 12 36  0 2020-02-08 10:27:19
10  9      0 5402424  17160 4099856    0    0 101000  9209 32833 48785 16 44 10 30  0 2020-02-08 10:27:22
14  9      0 5401172  17160 4099892    0    0 92585 14208 31093 46769 15 42 12 31  0 2020-02-08 10:27:25
 9  9      0 5391848  16996 4098648    0    0 100773  8616 31275 50116 16 46 10 27  0 2020-02-08 10:27:28
11  9      0 5389876  17160 4099528    0    0 94772 14246 30282 47556 16 43 10 31  0 2020-02-08 10:27:31
14  6      0 5386108  17160 4100076    0    0 71442 49482 29314 42641 16 38 17 30  0 2020-02-08 10:27:34
 4  4      0 5387740  17160 4100084    0    0 81823 35901 30009 44352 17 41 14 28  0 2020-02-08 10:27:37
11 12      0 5386928  17160 4100108    0    0 78647 36324 29720 43686 19 40 10 31  0 2020-02-08 10:27:40
 0  5      0 5387196  17160 4100248    0    0 83104 30786 28893 44452 13 37 15 35  0 2020-02-08 10:27:43
 7  7      0 5374300  17160 4100308    0    0 83891 31356 30022 44924 15 41 13 31  0 2020-02-08 10:27:46
 7  8      0 5390964  17160 4100308    0    0 78387 34483 28923 44158 14 37 15 34  0 2020-02-08 10:27:49
 1 10      0 5390512  17160 4100320    0    0 85791 28271 30624 46604 14 40 14 32  0 2020-02-08 10:27:52
 7  3      0 5384736  17160 4100336    0    0 75965 40166 29445 43928 14 41 16 29  0 2020-02-08 10:27:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
12  5      0 5381404  17160 4100528    0    0 81651 33309 30539 45499 14 40 15 31  0 2020-02-08 10:27:58
15 10      0 5384128  17160 4100468    0    0 77230 38095 30238 45274 14 39 14 33  0 2020-02-08 10:28:01
13  8      0 5432204  17160 4100464    0    0 82519 32211 30580 46009 13 37 17 33  0 2020-02-08 10:28:04
11  2      0 5433108  17160 4100492    0    0 78264 32800 29303 44354 15 41 15 29  0 2020-02-08 10:28:07
17  6      0 5432188  17160 4100492    0    0 64089 32980 28707 43634 13 36 18 34  0 2020-02-08 10:28:10
 6  4      0 5430960  17160 4100516    0    0 64673 33980 26857 42105 12 34 19 36  0 2020-02-08 10:28:13
 3  9      0 5422420  17160 4100544    0    0 57248 41088 26895 41869 13 35 25 27  0 2020-02-08 10:28:16
 2  8      0 5423024  17160 4100552    0    0 70589 31708 27549 42381 11 34 16 40  0 2020-02-08 10:28:19
 6 11      0 5422924  17160 4100644    0    0 76053 35617 28727 44410 13 36 14 37  0 2020-02-08 10:28:22
10  9      0 5422260  17160 4100676    0    0 68013 35359 27695 42322 13 36 16 35  0 2020-02-08 10:28:25
10  9      0 5402416  17188 4100848    0    0 66658 33706 27806 43289 13 37 15 36  0 2020-02-08 10:28:28
 4  8      0 5418704  17160 4100848    0    0 62239 31740 26416 43179 14 37 16 32  0 2020-02-08 10:28:31
12  5      0 5419384  17160 4100852    0    0 66751 31394 27439 43184 12 34 18 36  0 2020-02-08 10:28:34
 7  9      0 5418308  17160 4100872    0    0 63575 36466 25728 40917 11 32 17 39  0 2020-02-08 10:28:37
 4 12      0 5417248  17160 4100888    0    0 73161 28451 28548 44236 12 34 13 40  0 2020-02-08 10:28:40
 0  6      0 5418780  17160 4100920    0    0 63800 35058 26481 41823 11 30 18 41  0 2020-02-08 10:28:43
11 11      0 5405264  17160 4101076    0    0 65698 29780 28524 44044 14 37 17 32  0 2020-02-08 10:28:46
 7  8      0 5418608  17160 4101068    0    0 59576 32877 25694 40189 11 30 18 41  0 2020-02-08 10:28:49
 6  8      0 5401052  17160 4101108    0    0 52479 36020 25663 41194 12 33 24 31  0 2020-02-08 10:28:52
13  8      0 5400188  17160 4101128    0    0 57283 32183 24492 39535 10 29 18 43  0 2020-02-08 10:28:55
 2 11      0 5392032  17160 4101328    0    0 60873 30059 28411 43864 14 38 15 34  0 2020-02-08 10:28:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
14  8      0 5395008  17160 4101268    0    0 58576 30624 24615 40274 10 30 18 42  0 2020-02-08 10:29:01
 6 10      0 5395468  17160 4101292    0    0 59314 27797 27383 42999 12 33 18 37  0 2020-02-08 10:29:04
 9 12      0 5389412  17160 4101368    0    0 52463 33729 25225 40440 11 32 18 38  0 2020-02-08 10:29:07
 2 11      0 5389528  17160 4101360    0    0 64176 28982 26153 42132 11 30 16 43  0 2020-02-08 10:29:10
 0  7      0 5388880  17160 4101388    0    0 61915 30774 25925 41204 10 29 16 45  0 2020-02-08 10:29:13
 2  5      0 5389648  17160 4101408    0    0 55061 27211 24734 39322 12 31 19 38  0 2020-02-08 10:29:16
 0  9      0 5388952  17160 4101520    0    0 50904 32247 23081 37844 12 26 28 34  0 2020-02-08 10:29:19
 3 12      0 5388732  17160 4101532    0    0 64596 28937 22997 39818 10 27 16 47  0 2020-02-08 10:29:22
 1  7      0 5388428  17160 4101648    0    0 62302 32985 24261 39886 11 30 16 43  0 2020-02-08 10:29:25
 4 10      0 5384348  17160 4101824    0    0 64548 29133 23600 40177 10 28 16 46  0 2020-02-08 10:29:28
 0  9      0 5384248  17160 4101776    0    0 63504 31279 21647 39723 11 29 15 45  0 2020-02-08 10:29:31
 1 10      0 5384276  17160 4101784    0    0 62129 30779 23318 39248 11 29 20 41  0 2020-02-08 10:29:34
 1  9      0 5384348  17160 4101800    0    0 56927 34305 21903 37357 10 28 17 45  0 2020-02-08 10:29:37
 4 10      0 5384500  17160 4101832    0    0 64287 26598 22721 39439 12 29 16 42  0 2020-02-08 10:29:40
 2  6      0 5385012  17160 4101848    0    0 58152 33566 21987 37756 10 28 18 44  0 2020-02-08 10:29:43
 2 10      0 5371000  17160 4101880    0    0 66304 25658 21972 38480 12 29 15 45  0 2020-02-08 10:29:46
 7  9      0 5384984  17160 4101884    0    0 56240 35227 21957 37618 10 27 18 44  0 2020-02-08 10:29:49
 0 13      0 5378100  17160 4102036    0    0 64493 26080 21736 38319 10 26 16 48  0 2020-02-08 10:29:52
 1 11      0 5376476  17160 4102084    0    0 59918 32465 23018 39468 11 29 18 42  0 2020-02-08 10:29:55
 2  6      0 5372868  17160 4102296    0    0 62338 29451 22856 39301 11 28 19 42  0 2020-02-08 10:29:58
 3  8      0 5364704  17160 4102228    0    0 59744 33970 21931 38160 10 29 17 44  0 2020-02-08 10:30:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 0 11      0 5363184  17160 4104144    0    0 59232 30410 23880 39840 12 30 20 38  0 2020-02-08 10:30:04
 0  6      0 5362944  17160 4104160    0    0 57442 30055 21399 37542 11 29 20 40  0 2020-02-08 10:30:07
 1  9      0 5362468  17160 4104188    0    0 59196 30144 23485 39590 11 29 19 40  0 2020-02-08 10:30:10
 3  3      0 5334628  17160 4104300    0    0 55479 29319 21668 37327 11 26 20 43  0 2020-02-08 10:30:13
 1 10      0 5375140  17160 4104284    0    0 59328 32404 22391 38938 12 31 21 37  0 2020-02-08 10:30:16
 0  9      0 5376772  17160 4104168    0    0 60640 30062 21798 37871  9 25 19 46  0 2020-02-08 10:30:19
 0 14      0 5372788  17160 4104196    0    0 67293 26589 23981 42418 13 30 14 43  0 2020-02-08 10:30:22
 0 11      0 5371464  17160 4104284    0    0 60795 33986 21234 36969 10 26 16 49  0 2020-02-08 10:30:25
 1 15      0 5367304  17160 4104476    0    0 61943 31727 22348 38367 10 27 16 48  0 2020-02-08 10:30:28
 2 11      0 5365352  17160 4104508    0    0 66779 29794 22241 40074 11 29 13 47  0 2020-02-08 10:30:31
 4 12      0 5370768  17160 4104532    0    0 62378 32219 23015 38896 10 28 17 45  0 2020-02-08 10:30:34
 0 10      0 5372508  17160 4104540    0    0 56767 31951 21583 37433 10 27 18 46  0 2020-02-08 10:30:37
 5  9      0 5370932  17160 4104552    0    0 64741 28595 22936 38851 10 28 17 44  0 2020-02-08 10:30:40
 0 11      0 5371420  17160 4104540    0    0 54064 34400 22241 38305  9 26 20 45  0 2020-02-08 10:30:43
 3 12      0 5356484  17160 4104604    0    0 55716 28729 23317 39097 12 32 18 39  0 2020-02-08 10:30:46
 2 11      0 5371816  17160 4104604    0    0 57224 33430 21258 36717 11 26 16 47  0 2020-02-08 10:30:49
 1  9      0 5370936  17160 4104736    0    0 64064 28243 23032 39542 10 27 16 47  0 2020-02-08 10:30:52
 0  7      0 5370240  17160 4104764    0    0 58048 32639 21836 37426 10 27 18 46  0 2020-02-08 10:30:55
 0 10      0 5367492  17160 4104936    0    0 62339 29228 23588 39872 11 29 18 42  0 2020-02-08 10:30:58
 5 11      0 5369140  17160 4104880    0    0 54129 30239 22012 38232 10 28 20 42  0 2020-02-08 10:31:01
 0 10      0 5369164  17160 4104900    0    0 60732 30565 23243 39615 10 28 17 44  0 2020-02-08 10:31:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 3 11      0 5368968  17160 4104948    0    0 61323 26577 21652 38046 11 28 19 43  0 2020-02-08 10:31:07
 1 12      0 5369964  17160 4104948    0    0 63086 30026 23379 40118 10 28 17 44  0 2020-02-08 10:31:10
 1 10      0 5369260  17160 4104976    0    0 49375 32405 22525 38495  9 26 20 45  0 2020-02-08 10:31:13
 6 13      0 5271992  17160 4105024    0    0 58987 29310 23919 39779 18 35 18 29  0 2020-02-08 10:31:16
 2  4      0 5251856  17160 4105032    0    0 53726 38201 22644 38538 22 31 14 33  0 2020-02-08 10:31:19
 4 11      0 5248528  17160 4105048    0    0 64460 27071 23677 40695 26 35 12 27  0 2020-02-08 10:31:22
 4  9      0 5143084  17160 4105088    0    0 59232 31486 21814 37716 23 32 11 33  0 2020-02-08 10:31:25
 3  6      0 5244588  17160 4105176    0    0 57126 27858 22315 38249 23 33 14 30  0 2020-02-08 10:31:28
 7 30      0 5352824   9664 4104988    0    0 58583 27864 23014 40897 24 36 14 27  0 2020-02-08 10:31:31
 4  7      0 5357592  17160 4105356    0    0 58153 32850 24161 41748 13 33 22 32  0 2020-02-08 10:31:34
 2 11      0 5362040  17160 4105412    0    0 57323 32872 21022 37255 11 28 18 43  0 2020-02-08 10:31:37
 1 10      0 5363388  17160 4105424    0    0 63131 29954 22419 38847 10 26 17 47  0 2020-02-08 10:31:40
 2  9      0 5362332  17160 4105452    0    0 60109 34081 22153 38642  9 26 16 48  0 2020-02-08 10:31:43
 6 12      0 5347392  17160 4105440    0    0 66139 27947 22238 38750 11 29 16 43  0 2020-02-08 10:31:46
 6  7      0 5362508  17160 4105460    0    0 55776 34192 22390 38033 11 27 18 44  0 2020-02-08 10:31:49
 2 14      0 5366096  17160 4104500    0    0 62815 27595 23613 40237 11 30 16 43  0 2020-02-08 10:31:52
