Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/11/2020 	_x86_64_	(32 CPU)

02/11/2020 12:29:08 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.51    0.00    7.16   14.58    0.00   74.75

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.01    0.00     0.00     0.00    56.15     0.00    0.18    0.18    0.00   0.13   0.00
sdc               0.03     0.08    1.78   20.44     0.07     0.21    26.07     0.36   16.10    3.49   17.20   1.72   3.82
sde               0.00     0.00   17.40   58.58     0.58     0.86    38.81     0.35    4.66    0.15    6.00   2.22  16.84
sdd               0.00     0.00   35.69    2.35     0.14     0.00     7.66     0.01    0.30    0.11    3.23   0.29   1.12
sdf               0.00     0.00   16.41   57.24     0.59     0.86    40.24     0.36    4.86    0.15    6.21   2.30  16.97
sdh               0.00     0.00  988.39  331.12     7.75     2.74    16.29     5.93    4.50    4.49    4.51   0.32  41.80
sdg               0.00     0.00   32.67   57.73     0.67     0.85    34.47     0.36    3.93    0.13    6.08   1.88  17.01
sdi               0.00     0.00   17.61    0.33     0.08     0.00     9.25     0.04    2.35    2.33    3.24   2.30   4.12
sdj               0.00     0.00  984.46  331.54     7.72     2.74    16.28     5.75    4.37    4.37    4.37   0.32  42.09
sdl               0.00     0.00   17.65    0.33     0.08     0.00     9.25     0.04    2.34    2.32    3.17   2.16   3.89
sdk               0.00     0.00 1238.26  375.58    10.10     3.16    16.82     5.77    3.57    3.53    3.71   0.10  16.76
sdm               0.00     0.00  977.08  331.08     7.68     2.75    16.33     6.08    4.65    4.65    4.64   0.32  42.39
sdq               0.00     0.00  995.02  331.21     7.80     2.74    16.27     6.03    4.55    4.55    4.56   0.31  41.59
sdn               0.00     0.00  983.02  330.76     7.71     2.73    16.28     5.93    4.52    4.54    4.44   0.32  41.83
sdp               0.00     0.00  987.26  331.48     7.74     2.74    16.29     5.91    4.48    4.49    4.44   0.32  41.78
sdo               0.00     0.00  983.29  330.75     7.72     2.74    16.31     5.76    4.38    4.38    4.39   0.32  42.02
sdr               0.00     0.00  991.48  332.50     7.80     2.76    16.32     5.99    4.53    4.54    4.49   0.32  42.27
sda               0.00     0.06    2.52    7.23     0.04     0.07    22.77     0.24   24.47    3.78   31.69   3.15   3.07
dm-0              0.00     0.00    1.84   20.51     0.07     0.21    25.91     0.36   16.15    3.52   17.28   1.71   3.81
sds               0.00     0.00    0.50  183.56     0.01     1.53    17.12     1.36    7.41    6.28    7.41   0.21   3.93
dm-1              0.00     0.00    0.38  183.56     0.00     1.53    17.13     3.15   17.13    6.26   17.15   0.21   3.87
sdt               0.00     0.00    0.19    0.00     0.00     0.00     8.00     0.00    1.29    1.29    0.00   1.25   0.02
dm-2              0.00     0.00    0.08    0.00     0.00     0.00     8.00     0.00    1.48    1.48    0.00   1.48   0.01
sdu               0.00     0.00    0.71    0.00     0.00     0.00     8.00     0.00    1.17    1.17    0.00   1.16   0.08
dm-3              0.00     0.00    0.59    0.00     0.00     0.00     8.00     0.00    1.28    1.28    0.00   1.25   0.07
sdv               0.00     0.00    0.25    0.00     0.00     0.00     6.43     0.00    8.68    8.68    3.00   8.47   0.21
dm-4              0.00     0.00    0.13    0.00     0.00     0.00     4.98     0.00    7.70    7.70    3.00   7.70   0.10
sdw               0.00     0.00    2.43    0.99     0.00     0.00     2.35     0.01    2.13    1.21    4.41   2.12   0.72
dm-5              0.00     0.00    2.31    0.99     0.00     0.00     2.14     0.01    2.32    1.36    4.57   2.29   0.75
sdx               0.00     0.00    0.19  148.44     0.00     1.23    16.95     2.45   16.50    7.27   16.51   0.77  11.45
dm-6              0.00     0.00    0.07  148.44     0.00     1.23    16.96     3.85   25.92    7.40   25.93   0.81  11.96
sdy               0.00     0.00    0.19    0.00     0.00     0.00     8.00     0.00    1.31    1.31    0.00   1.27   0.02
dm-7              0.00     0.00    0.07    0.00     0.00     0.00     8.00     0.00    1.39    1.39    0.00   1.39   0.01
sdz               0.00     0.00    0.19  148.87     0.00     1.23    16.91     2.33   15.65    7.17   15.66   0.76  11.26
dm-8              0.00     0.00    0.07  148.87     0.00     1.23    16.92     3.69   24.76    6.92   24.77   0.79  11.82
sdaa              0.00     0.00    0.19  148.13     0.00     1.23    16.93     2.51   16.91    6.99   16.93   0.78  11.60
dm-9              0.00     0.00    0.07  148.13     0.00     1.23    16.93     3.96   26.72    7.22   26.73   0.82  12.15
sdab              0.00     0.00    0.19  149.04     0.00     1.23    16.92     2.39   15.98   11.61   15.99   0.78  11.68
dm-10             0.00     0.00    0.07  149.04     0.00     1.23    16.92     3.66   24.58   22.99   24.58   0.81  12.05
sdac              0.00     0.00    0.19  149.01     0.00     1.23    16.96     2.43   16.27    6.54   16.28   0.77  11.48
dm-11             0.00     0.00    0.07  149.01     0.00     1.23    16.97     3.71   24.89    6.85   24.89   0.79  11.85
sdad              0.00     0.00    0.19  149.63     0.00     1.24    16.93     2.45   16.33    7.33   16.34   0.77  11.48
dm-12             0.00     0.00    0.07  149.63     0.00     1.24    16.93     3.73   24.90    8.37   24.91   0.79  11.77
sdae              0.00     0.00    0.22  148.89     0.00     1.24    16.99     2.40   16.13    8.22   16.14   0.79  11.79
dm-13             0.00     0.00    0.10  148.89     0.00     1.24    17.00     3.56   23.91   10.11   23.92   0.81  12.06
sdaf              0.00     0.00    0.19    0.00     0.00     0.00     8.00     0.00    6.62    6.62    4.00   6.33   0.12
dm-14             0.00     0.00    0.07    0.00     0.00     0.00     8.00     0.00    7.74    7.75    4.00   7.74   0.06
sdag              0.00     0.00    2.42    0.99     0.00     0.00     2.72     0.01    2.88    1.93    5.21   2.80   0.95
dm-15             0.00     0.00    2.30    0.99     0.00     0.00     2.53     0.01    3.06    2.07    5.37   2.97   0.98
sdah              0.00     0.00    0.19   27.17     0.00     0.39    29.29     0.19    7.01    2.50    7.04   3.71  10.16
dm-16             0.00     0.00    0.07   27.17     0.00     0.39    29.38     0.20    7.18    2.83    7.19   3.77  10.26
sdai              0.00     0.00    0.19   27.20     0.00     0.39    29.38     0.19    6.90    3.86    6.92   3.68  10.08
dm-17             0.00     0.00    0.07   27.20     0.00     0.39    29.47     0.19    7.08    6.47    7.09   3.74  10.20
