procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 4  0      0 124696544  37624 3541556    0    0  2490  1357   23   62  4  7 75 15  0 2020-02-11 12:29:08
 2  1      0 123940552  37600 3539264    0    0  8989   255 7020 29578  6  6 84  4  0 2020-02-11 12:29:11
 2  0      0 123754464  37624 3542036    0    0   107   397 2337 16076  1  2 97  0  0 2020-02-11 12:29:14
16 31      0 123640528  37624 3542612    0    0  8113  6064 9519 22139  3  4 91  3  0 2020-02-11 12:29:17
10 23      0 123477616  37624 3545136    0    0 103005 24732 71023 89302  8 18 38 36  0 2020-02-11 12:29:20
 6 24      0 123618480  37624 3545304    0    0 99584 24645 70230 89592  7 18 42 34  0 2020-02-11 12:29:23
 9 31      0 123623152  37624 3545604    0    0 102368 27574 69480 90182  5 16 40 38  0 2020-02-11 12:29:26
19 30      0 123620272  37624 3545772    0    0 106348 25554 68804 90718  6 16 41 38  0 2020-02-11 12:29:29
12 29      0 123608616  37624 3546052    0    0 108144 22855 68350 92739  9 19 36 36  0 2020-02-11 12:29:32
 7 24      0 123615104  37624 3546072    0    0 110739 24723 71669 94036  6 17 38 38  0 2020-02-11 12:29:35
 9 31      0 123611312  37624 3546200    0    0 97772 29070 66919 88316  5 15 45 35  0 2020-02-11 12:29:38
 9 32      0 123611936  37624 3546500    0    0 104520 53076 67110 89338  9 18 33 41  0 2020-02-11 12:29:41
 0 50      0 123604896  37624 3546680    0    0 103135 64289 69189 91175  6 18 32 43  0 2020-02-11 12:29:44
12 38      0 123597768  37624 3546724    0    0 100170 47828 64851 86915  5 16 37 42  0 2020-02-11 12:29:47
12 14      0 123436624  37624 3546884    0    0 98531 55732 65420 86274  8 17 32 43  0 2020-02-11 12:29:50
 1 35      0 123575104  37624 3547060    0    0 95324 53631 66655 88392  7 19 36 38  0 2020-02-11 12:29:53
 0 45      0 123572944  37624 3547348    0    0 101360 56614 67620 88645  6 18 32 44  0 2020-02-11 12:29:56
 3 30      0 123593952  37624 3547384    0    0 95444 49791 65693 86314  6 16 39 39  0 2020-02-11 12:29:59
 0 47      0 123583328  37624 3549908    0    0 101735 55517 69459 92225 10 20 32 39  0 2020-02-11 12:30:02
 0 44      0 123582752  37624 3550192    0    0 97184 49497 65877 86654  5 16 41 38  0 2020-02-11 12:30:05
 6 38      0 123584592  37624 3550308    0    0 102353 51868 66586 88617  6 16 34 44  0 2020-02-11 12:30:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
20 35      0 123527056  35216 3548356    0    0 105768 57526 69511 94004 10 20 32 39  0 2020-02-11 12:30:11
 5 46      0 123532224  37624 3550708    0    0 102833 54624 66796 87904  7 17 32 43  0 2020-02-11 12:30:14
14 34      0 123575488  37624 3550764    0    0 99220 55297 67749 88174  6 17 35 42  0 2020-02-11 12:30:17
18 19      0 123412680  37624 3550904    0    0 94327 59351 65092 85149  8 16 39 36  0 2020-02-11 12:30:20
 3 30      0 123569680  37624 3551380    0    0 103012 52165 66677 87795  7 18 33 43  0 2020-02-11 12:30:23
 2 18      0 123574144  37624 3551600    0    0 99567 53290 67182 88168  5 16 35 43  0 2020-02-11 12:30:26
 6 34      0 123575832  37624 3551856    0    0 97374 50725 65950 86031  5 16 40 39  0 2020-02-11 12:30:29
14 30      0 123563888  37624 3551968    0    0 107328 55021 69707 92917 10 20 28 43  0 2020-02-11 12:30:32
12 27      0 123566288  37624 3552176    0    0 92389 49571 65267 83433  5 16 40 39  0 2020-02-11 12:30:35
19 21      0 123570144  37624 3552240    0    0 100987 54345 66132 87094  5 16 36 43  0 2020-02-11 12:30:38
 6 27      0 123572488  37624 3552544    0    0 103326 51653 66910 88779  9 17 35 39  0 2020-02-11 12:30:41
19 28      0 123572432  37624 3552620    0    0 90148 51439 63398 81986  5 15 44 35  0 2020-02-11 12:30:44
10 22      0 123565224  37624 3552732    0    0 89668 56208 64387 84218  5 16 42 37  0 2020-02-11 12:30:47
20 32      0 123399984  37624 3552824    0    0 103340 55659 67240 87435  8 18 32 42  0 2020-02-11 12:30:50
11 20      0 123556704  37624 3552972    0    0 109127 51010 68995 93006  7 19 31 43  0 2020-02-11 12:30:53
 7 12      0 123559728  37624 3553252    0    0 99017 54144 66701 86628  6 17 36 41  0 2020-02-11 12:30:56
14 35      0 123560704  37624 3553652    0    0 35857 33911 46069 53013  2  9 75 14  0 2020-02-11 12:30:59
 9 18      0 123553472  37624 3553752    0    0 101781 51514 69551 89744 10 19 31 40  0 2020-02-11 12:31:02
12 27      0 123558672  37624 3554088    0    0 100079 55477 66968 86628  6 16 40 38  0 2020-02-11 12:31:05
12 32      0 123559576  37624 3554208    0    0 100121 50591 66462 87582  5 16 40 39  0 2020-02-11 12:31:08
11 35      0 123543360  36316 3551208    0    0 103596 49325 68208 91193  9 19 34 38  0 2020-02-11 12:31:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
13 22      0 123543568  37624 3554504    0    0 102819 56890 68137 88622  6 17 34 43  0 2020-02-11 12:31:14
 8 19      0 123549288  37624 3554632    0    0 100603 52116 66194 87362  5 16 37 42  0 2020-02-11 12:31:17
20 27      0 123383328  37624 3554744    0    0 102757 48002 66860 87075  8 17 35 39  0 2020-02-11 12:31:20
 1 46      0 123549920  37624 3555028    0    0 102430 54790 67171 87422  6 18 30 46  0 2020-02-11 12:31:23
 9 31      0 123552080  37624 3555252    0    0 100210 62002 69730 92749  6 17 37 40  0 2020-02-11 12:31:26
10 21      0 123547504  37624 3555500    0    0 97931 52457 66311 86933  5 16 40 38  0 2020-02-11 12:31:29
 3 46      0 123538000  37624 3555700    0    0 108683 51939 70418 94075 10 20 32 38  0 2020-02-11 12:31:32
 6 42      0 123541512  37624 3555864    0    0 102351 53255 67250 88069  6 17 33 44  0 2020-02-11 12:31:35
 2 42      0 123541576  37624 3555976    0    0 90428 51221 64112 83343  5 15 42 38  0 2020-02-11 12:31:38
 5 14      0 123542016  37624 3556296    0    0 99083 49766 65659 85864  9 17 34 40  0 2020-02-11 12:31:41
 1 35      0 123450880  37624 3556424    0    0 92365 51601 64908 83857  6 16 42 36  0 2020-02-11 12:31:44
16 29      0 123422720  37624 3556500    0    0 100348 53337 72394 99402  9 19 34 38  0 2020-02-11 12:31:47
 9 29      0 123222584  37624 3556648    0    0 96834 51594 72004 97453 12 20 34 35  0 2020-02-11 12:31:50
 5 20      0 123353320  37624 3556772    0    0 89667 47363 65755 89856  9 18 41 32  0 2020-02-11 12:31:53
 9 27      0 123316768  37624 3557096    0    0 83560 46616 68477 90557  8 16 44 32  0 2020-02-11 12:31:56
 2 12      0 123533600  37624 3557188    0    0 87049 51552 68620 89294  6 16 43 34  0 2020-02-11 12:31:59
 6 27      0 123517856  37624 3557324    0    0 93302 62187 69588 89239  9 18 38 34  0 2020-02-11 12:32:02
10 26      0 123518896  37624 3557540    0    0 89216 45012 69215 87480  5 16 45 35  0 2020-02-11 12:32:05
 5 27      0 123516752  37624 3557676    0    0 94660 51215 70045 90096  5 16 43 36  0 2020-02-11 12:32:08
 9 29      0 123502840  35312 3554872    0    0 102444 52591 69430 91427  9 18 35 37  0 2020-02-11 12:32:11
 4 37      0 123507168  37624 3557992    0    0 100529 54259 69415 89020  6 17 37 40  0 2020-02-11 12:32:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
12 25      0 123518792  37624 3558060    0    0 96617 51311 67365 87477  5 15 42 38  0 2020-02-11 12:32:17
17 31      0 123351888  37624 3558116    0    0 102193 54891 68306 88123  8 17 34 41  0 2020-02-11 12:32:20
 9 21      0 123512936  37624 3558312    0    0 99448 51638 67798 88659  6 18 34 42  0 2020-02-11 12:32:23
 9 32      0 123517864  37624 3558764    0    0 96733 54466 66267 87596  5 16 40 39  0 2020-02-11 12:32:26
 9 28      0 123518816  37624 3558900    0    0 99339 49519 67078 88675  6 16 40 38  0 2020-02-11 12:32:29
12 33      0 123503856  37624 3558564    0    0 111207 51763 69097 92753 10 20 29 42  0 2020-02-11 12:32:32
 4 41      0 123507904  37624 3559044    0    0 100629 55227 65299 85434  6 16 33 45  0 2020-02-11 12:32:35
13 37      0 123508912  37624 3559196    0    0 101439 54440 66785 88526  5 16 38 41  0 2020-02-11 12:32:38
 7 23      0 123509408  37624 3559520    0    0 102711 50141 66910 87580  9 18 34 39  0 2020-02-11 12:32:41
10 33      0 123507280  37624 3559672    0    0 92127 50027 64772 84132  5 15 46 34  0 2020-02-11 12:32:44
11 15      0 123508400  37624 3559892    0    0 89763 53734 64066 82591  5 14 47 34  0 2020-02-11 12:32:47
16 28      0 123336392  37624 3560000    0    0 103664 50448 67223 87394  8 17 33 41  0 2020-02-11 12:32:50
12 31      0 123491648  37624 3560192    0    0 108631 63625 70775 95256  8 20 28 44  0 2020-02-11 12:32:53
 6 28      0 123501096  37624 3560496    0    0 101899 55804 66451 87781  6 16 33 45  0 2020-02-11 12:32:56
16 19      0 123502752  37624 3560664    0    0 100816 52600 66416 87828  5 16 36 42  0 2020-02-11 12:32:59
16 26      0 123495376  37624 3560812    0    0 103376 53934 68405 89708  9 19 31 41  0 2020-02-11 12:33:02
11 37      0 123498192  37624 3560940    0    0 97493 50182 65167 85802  5 15 41 38  0 2020-02-11 12:33:05
14 32      0 123484304  37624 3558628    0    0 106612 54094 69124 94441  6 17 37 39  0 2020-02-11 12:33:08
 8 26      0 123486120  37624 3561436    0    0 94291 51261 65362 85703  9 17 36 38  0 2020-02-11 12:33:11
18 23      0 123487112  37624 3561556    0    0 100575 53137 67041 88097  6 17 36 42  0 2020-02-11 12:33:14
11 28      0 123483152  37624 3561696    0    0 102629 54354 66969 88768  5 16 36 43  0 2020-02-11 12:33:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
11 46      0 123296304  37624 3561808    0    0 100963 53193 68020 88038  8 17 34 41  0 2020-02-11 12:33:20
13 31      0 123470600  37624 3562004    0    0 108714 53283 70289 94640  7 19 33 41  0 2020-02-11 12:33:23
 4 29      0 123479416  37624 3562312    0    0 99495 62726 68361 88427  5 16 39 40  0 2020-02-11 12:33:26
 5 45      0 123477520  37624 3562448    0    0 101269 56151 68847 90821  6 17 36 42  0 2020-02-11 12:33:29
 8 25      0 123476784  37624 3562704    0    0 96015 51131 65700 86093  8 17 37 37  0 2020-02-11 12:33:32
 7 31      0 123473608  37624 3562836    0    0 101771 58814 68011 88862  6 17 38 39  0 2020-02-11 12:33:35
 3 34      0 123474256  37624 3563080    0    0 101816 50754 67059 88474  5 16 35 44  0 2020-02-11 12:33:38
17 37      0 123297904  36016 3560572    0    0 107341 53909 69754 93634  9 18 32 41  0 2020-02-11 12:33:41
 4 45      0 123458688  37624 3563588    0    0 103610 54118 68024 89489  6 17 34 43  0 2020-02-11 12:33:44
 3 45      0 123462608  37624 3563696    0    0 92489 52537 65044 85027  5 15 42 38  0 2020-02-11 12:33:47
 8 41      0 123277536  37624 3563800    0    0 105791 52108 69467 89960  8 18 30 44  0 2020-02-11 12:33:50
 2 35      0 123455792  37624 3564136    0    0 93183 60803 65347 85075  6 16 39 39  0 2020-02-11 12:33:53
 0 35      0 123453648  37624 3564356    0    0 103669 51177 68331 92580  6 17 38 39  0 2020-02-11 12:33:56
 0 29      0 123452296  37624 3564600    0    0 97582 53495 66488 86908  5 16 41 38  0 2020-02-11 12:33:59
 0 43      0 123450240  37624 3564560    0    0 102481 54413 67222 88177  9 18 30 43  0 2020-02-11 12:34:02
 3 50      0 123454208  37624 3564728    0    0 91113 50430 63843 83275  5 15 45 36  0 2020-02-11 12:34:05
 3 31      0 123453488  37624 3564864    0    0 95941 53021 65895 86503  5 15 42 37  0 2020-02-11 12:34:08
25 36      0 123442936  36300 3560308    0    0 109636 50569 69377 92738  9 19 30 42  0 2020-02-11 12:34:11
10 42      0 123443984  37624 3565172    0    0 95224 54720 65992 85218  5 16 38 40  0 2020-02-11 12:34:14
 4 47      0 123447280  37624 3565252    0    0 101861 49178 66556 86893  5 16 34 45  0 2020-02-11 12:34:17
15 21      0 123271024  37624 3565396    0    0 101242 53041 67833 87563  8 17 31 44  0 2020-02-11 12:34:20
