procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 4  0      0 531721216  48044 3514436    0    0  2480   235   77  121  2  4 89  5  0 2020-02-17 08:54:25
 2  0      0 531015328  48044 3514832    0    0  2840   386 4529 22998  1  2 97  0  0 2020-02-17 08:54:28
 1  0      0 530200512  48044 3516984    0    0  1656   335 4763 23819  2  2 96  0  0 2020-02-17 08:54:31
 1  0      0 529754336  48044 3518404    0    0  2919   320 3175 20168  1  1 98  0  0 2020-02-17 08:54:34
 1  0      0 529754496  48044 3520444    0    0  2864   205 1265 16622  0  0 99  0  0 2020-02-17 08:54:37
43 38      0 529258400  48044 3526332    0    0 460747  7373 103869 196842 14 21 41 24  0 2020-02-17 08:54:40
61 57      0 529107648  48044 3526556    0    0 645107  4925 154506 280979 17 30 18 34  0 2020-02-17 08:54:43
95 72      0 529068672  48044 3527384    0    0 652962  5342 148046 239331 17 31 14 38  0 2020-02-17 08:54:46
45 79      0 529015232  48044 3527484    0    0 650476  5028 144794 220238 15 29 14 42  0 2020-02-17 08:54:49
52 55      0 528973152  48044 3527048    0    0 652588  4846 147052 222802 16 29 13 41  0 2020-02-17 08:54:52
51 76      0 529185728  48044 3527608    0    0 652815  4230 146321 220868 15 29 13 42  0 2020-02-17 08:54:55
17 115      0 529186080  48044 3527972    0    0 650385  4281 144824 219023 13 28 15 44  0 2020-02-17 08:54:58
49 87      0 529103488  48072 3527992    0    0 652707  3883 145687 217063 14 29 11 45  0 2020-02-17 08:55:01
38 110      0 529164736  48044 3528016    0    0 645874  3352 147630 217396 14 30 11 45  0 2020-02-17 08:55:04
 4 93      0 529172192  48044 3527948    0    0 604399  3146 138144 205203 12 24 24 40  0 2020-02-17 08:55:07
42 89      0 529166464  48044 3527956    0    0 644479  3804 147605 215394 13 28 16 42  0 2020-02-17 08:55:10
40 91      0 529159712  48044 3528712    0    0 638890  4014 145500 213887 14 28 15 42  0 2020-02-17 08:55:13
32 73      0 529166688  48044 3529516    0    0 652324  5775 145406 216740 14 29 12 45  0 2020-02-17 08:55:16
52 81      0 529205824  48044 3529436    0    0 655332  5383 144664 217332 14 27 16 43  0 2020-02-17 08:55:19
38 99      0 529207232  48044 3515856    0    0 647238  3759 144720 216762 15 30 12 44  0 2020-02-17 08:55:22
47 68      0 529206304  48044 3531044    0    0 651676  4079 146518 217271 14 29 12 45  0 2020-02-17 08:55:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
