Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/10/2020 	_x86_64_	(8 CPU)

03:43:37 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:43:40 PM  all    8.83    0.00    8.30    0.35    0.00    0.61    0.00    0.00    0.00   81.91
03:43:40 PM    0    7.47    0.00    7.83    0.36    0.00    0.71    0.00    0.00    0.00   83.63
03:43:40 PM    1    8.65    0.00    7.27    0.00    0.00    0.69    0.00    0.00    0.00   83.39
03:43:40 PM    2    7.17    0.00    8.60    0.00    0.00    0.36    0.00    0.00    0.00   83.87
03:43:40 PM    3    6.60    0.00   10.07    0.69    0.00    0.35    0.00    0.00    0.00   82.29
03:43:40 PM    4    6.41    0.00    8.19    0.71    0.00    0.71    0.00    0.00    0.00   83.99
03:43:40 PM    5    9.28    0.00    7.22    0.69    0.00    0.34    0.00    0.00    0.00   82.47
03:43:40 PM    6   17.89    0.00    8.42    0.00    0.00    0.70    0.00    0.00    0.00   72.98
03:43:40 PM    7    6.92    0.00    7.96    0.00    0.00    0.69    0.00    0.00    0.00   84.43

03:43:40 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:43:43 PM  all    5.80    0.00    2.96    0.39    0.00    0.04    0.00    0.00    0.00   90.81
03:43:43 PM    0   10.99    0.00    4.96    0.71    0.00    0.35    0.00    0.00    0.00   82.98
03:43:43 PM    1    1.03    0.00    1.38    0.34    0.00    0.00    0.00    0.00    0.00   97.24
03:43:43 PM    2   10.18    0.00    4.21    0.00    0.00    0.35    0.00    0.00    0.00   85.26
03:43:43 PM    3    1.03    0.00    1.38    0.69    0.00    0.00    0.00    0.00    0.00   96.90
03:43:43 PM    4   10.56    0.00    4.23    1.06    0.00    0.00    0.00    0.00    0.00   84.15
03:43:43 PM    5    5.78    0.00    2.04    0.34    0.00    0.34    0.00    0.00    0.00   91.50
03:43:43 PM    6    3.23    0.00    3.94    0.00    0.00    0.00    0.00    0.00    0.00   92.83
03:43:43 PM    7    3.75    0.00    2.39    0.00    0.00    0.00    0.00    0.00    0.00   93.86

03:43:43 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:43:46 PM  all   18.36    0.00   23.50   42.63    0.00   10.15    0.00    0.00    0.00    5.37
03:43:46 PM    0   13.52    0.00   32.03   34.16    0.00   12.46    0.00    0.00    0.00    7.83
03:43:46 PM    1   14.49    0.00   19.93   51.09    0.00    7.97    0.00    0.00    0.00    6.52
03:43:46 PM    2   21.94    0.00   23.74   42.09    0.00    7.19    0.00    0.00    0.00    5.04
03:43:46 PM    3   16.42    0.00   21.90   45.62    0.00    9.49    0.00    0.00    0.00    6.57
03:43:46 PM    4   16.19    0.00   26.26   36.33    0.00   13.31    0.00    0.00    0.00    7.91
