procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 4  0      0 5542604  17160 4349356    0    0  3345 10543   11   24  4  7 86  4  0 2020-02-08 14:20:04
 1  0      0 5304600  17160 4349508    0    0   126   160 2480 15528  6  8 86  0  0 2020-02-08 14:20:07
 7  0      0 5265584  17160 4349784    0    0   243   591 2568 14165  5  5 89  1  0 2020-02-08 14:20:10
13  5      0 5258552  17160 4350392    0    0 113938 12928 25986 39915 12 34 17 38  0 2020-02-08 14:20:13
12  1      0 5261424  17160 4350356    0    0 125649  8691 19502 37569 12 32 13 43  0 2020-02-08 14:20:16
12  5      0 5263684  17160 4350376    0    0 125132  9183 21794 37836 11 30 16 43  0 2020-02-08 14:20:19
12  6      0 5263620  17160 4350396    0    0 123764 11285 22293 37771 12 31 15 42  0 2020-02-08 14:20:22
15  4      0 5263180  17160 4350408    0    0 123866 11126 19774 36363 12 31 16 41  0 2020-02-08 14:20:25
17  8      0 5262952  17160 4350416    0    0 121779 10431 22241 37648 11 30 15 44  0 2020-02-08 14:20:28
12  5      0 5263692  17160 4350368    0    0 121004  9927 20822 37016 11 29 15 44  0 2020-02-08 14:20:31
19  9      0 5255284  17060 4349532    0    0 110016 33463 21228 37068 11 30 11 49  0 2020-02-08 14:20:34
 7  2      0 5257272  17160 4350492    0    0 108468 44290 21679 36645 11 31 14 44  0 2020-02-08 14:20:37
 9  8      0 5244404  17160 4350784    0    0 108833 40219 21425 37239 12 31 11 45  0 2020-02-08 14:20:40
 6  8      0 5248088  17160 4350932    0    0 106300 46741 22239 37076 13 33 10 43  0 2020-02-08 14:20:43
13  8      0 5225444  17160 4350948    0    0 106505 46291 22546 36851 14 33 11 43  0 2020-02-08 14:20:46
15  7      0 5246872  17160 4350960    0    0 109815 39393 20897 35239 13 29 14 44  0 2020-02-08 14:20:49
15  9      0 5232052  17160 4350964    0    0 109227 41509 21151 35398 14 31 11 43  0 2020-02-08 14:20:52
13  3      0 5260100  17160 4350952    0    0 107716 43745 21579 35717 14 33 11 43  0 2020-02-08 14:20:55
16  4      0 5265304  17160 4350968    0    0 107056 44857 21854 36122 10 28 14 48  0 2020-02-08 14:20:58
 1 11      0 5265100  17160 4350972    0    0 110692 39479 20852 36223 10 29 14 47  0 2020-02-08 14:21:01
 7 11      0 5252040  17160 4351044    0    0 111316 37256 20272 34884 12 29 11 48  0 2020-02-08 14:21:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 2 12      0 5252240  17160 4351132    0    0 108700 42254 20539 34521 16 33 14 38  0 2020-02-08 14:21:07
 5 13      0 5241840  17160 4351312    0    0 105927 46034 22395 37014 11 31 12 46  0 2020-02-08 14:21:10
 3 11      0 5244704  17160 4351244    0    0 110631 38830 19991 35492 12 30 12 46  0 2020-02-08 14:21:13
 6 14      0 5132752  17160 4351380    0    0 110929 37505 21566 38276 21 36  9 35  0 2020-02-08 14:21:16
 9 13      0 5113164  17160 4351360    0    0 110473 38909 21582 37103 26 35  7 32  0 2020-02-08 14:21:19
 5 13      0 5105580  17160 4351372    0    0 106764 45905 23088 38465 25 36  7 33  0 2020-02-08 14:21:22
 7 12      0 5012872  17160 4351392    0    0 105957 47435 21817 36532 23 35  9 33  0 2020-02-08 14:21:25
 5 14      0 5090052  17160 4351368    0    0 111035 37338 19420 35162 22 30 10 39  0 2020-02-08 14:21:28
 1 14      0 5235372  17160 4351372    0    0 112745 35135 19580 36359 20 30  9 41  0 2020-02-08 14:21:31
 5 12      0 5227896  17188 4351372    0    0 99758 48852 22459 38742 10 31 13 46  0 2020-02-08 14:21:34
 1 16      0 5229992  17160 4351456    0    0 98809 46408 21473 37461 11 31 11 48  0 2020-02-08 14:21:37
 5 11      0 5231404  17160 4351740    0    0 107529 42776 20547 35445 10 28 13 48  0 2020-02-08 14:21:40
 3 16      0 5236428  17160 4351804    0    0 112228 36042 20446 36752 10 28 15 47  0 2020-02-08 14:21:43
