procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 6  0      0 125487048  37624 3129460    0    0  1650   806  219  230  3  8 73 16  0 2020-02-12 09:07:02
 4 11      0 124452384  33260 3130544    0    0  5364  1038 7054 27177  6  6 86  2  0 2020-02-12 09:07:05
 1  0      0 124526528  37624 3131160    0    0  1655   474 2423 16813  1  1 97  1  0 2020-02-12 09:07:08
 2 56      0 124400496  37624 3131512    0    0 17057  6122 8271 23444  3  4 88  5  0 2020-02-12 09:07:11
 8 38      0 124389040  37624 3133496    0    0 140484 55563 56933 80627  6 20 27 46  0 2020-02-12 09:07:14
18 29      0 124380224  37624 3133612    0    0 138947 53314 60227 84595 10 23 26 41  0 2020-02-12 09:07:17
11 38      0 124388264  37624 3134496    0    0 144372 50647 61237 84220  7 22 22 50  0 2020-02-12 09:07:20
20 30      0 124389024  37624 3134404    0    0 141807 50942 60712 82080  7 21 26 47  0 2020-02-12 09:07:23
15 29      0 124391016  37624 3134752    0    0 144175 50071 61136 81427 11 22 24 43  0 2020-02-12 09:07:26
14 41      0 124393008  37624 3134680    0    0 139033 60846 61664 81640  6 20 27 48  0 2020-02-12 09:07:29
12 33      0 124391704  37624 3134656    0    0 124732 76623 58305 80730  6 20 20 53  0 2020-02-12 09:07:32
27 32      0 124227600  37624 3134612    0    0 125264 68435 57590 79443 10 23 23 45  0 2020-02-12 09:07:35
18 18      0 124388248  37624 3134576    0    0 134418 62071 60142 86334  7 22 23 49  0 2020-02-12 09:07:38
 7 21      0 124386800  37624 3134596    0    0 129299 65031 59704 82825  6 21 23 51  0 2020-02-12 09:07:41
14 31      0 124385688  37624 3134712    0    0 127265 67870 59451 82116  7 22 20 51  0 2020-02-12 09:07:44
28 21      0 124383728  37624 3134860    0    0 128683 66668 59064 81997 11 23 19 47  0 2020-02-12 09:07:47
14 34      0 124388368  37624 3135092    0    0 130188 62054 60172 83063  7 21 23 50  0 2020-02-12 09:07:50
 7 29      0 124386624  37624 3135164    0    0 127233 68076 60145 81727  6 20 27 47  0 2020-02-12 09:07:53
16 40      0 124184496  32632 3132868    0    0 132020 63363 60869 85007 10 23 21 47  0 2020-02-12 09:07:56
 1 58      0 124380656  37624 3135400    0    0 130863 63497 59664 83092  6 21 23 50  0 2020-02-12 09:07:59
 5 43      0 124385312  37624 3135472    0    0 128272 66304 59324 82047  6 20 23 51  0 2020-02-12 09:08:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
11 14      0 124199144  37624 3135764    0    0 123919 67638 58266 80187 10 21 24 46  0 2020-02-12 09:08:05
 2 42      0 124387240  37624 3135768    0    0 126869 59234 59894 81553  7 20 31 43  0 2020-02-12 09:08:08
 6 49      0 124382576  37624 3135892    0    0 123988 72024 59910 82847  7 21 21 51  0 2020-02-12 09:08:11
 2 45      0 124370368  37624 3136076    0    0 129937 66489 62125 84080  8 22 21 49  0 2020-02-12 09:08:14
 5 52      0 124363072  37624 3133848    0    0 135074 63550 60548 86978 10 24 19 46  0 2020-02-12 09:08:17
12 28      0 124366336  37624 3136564    0    0 125632 63852 59477 82114  6 20 24 50  0 2020-02-12 09:08:20
 2 55      0 124368192  37624 3136760    0    0 127267 65848 59974 82229  7 20 27 46  0 2020-02-12 09:08:23
12 49      0 124371768  37624 3137284    0    0 129120 63103 60010 82303 11 22 20 47  0 2020-02-12 09:08:26
11 40      0 124376800  37624 3137124    0    0 127783 67874 60153 83335  7 21 20 52  0 2020-02-12 09:08:29
16 44      0 124377728  37624 3137300    0    0 127758 59998 60392 83758  6 20 28 45  0 2020-02-12 09:08:32
30 23      0 124185960  37624 3137572    0    0 126144 68348 59820 82561 10 22 22 46  0 2020-02-12 09:08:35
20 38      0 124362496  37624 3137596    0    0 135432 65066 61366 88485  7 22 21 50  0 2020-02-12 09:08:38
21 27      0 124364128  37624 3137660    0    0 127827 63747 60003 84368  6 21 21 52  0 2020-02-12 09:08:41
28 36      0 124367744  37624 3137876    0    0 130095 63649 59193 82554  6 21 22 50  0 2020-02-12 09:08:44
15 40      0 124363128  37624 3137788    0    0 127247 65561 58677 82347 10 23 19 48  0 2020-02-12 09:08:47
16 33      0 124366784  37624 3138052    0    0 125955 67082 59796 83151  6 21 22 51  0 2020-02-12 09:08:50
15 29      0 124367040  37624 3138108    0    0 126996 66198 59939 82378  6 20 24 50  0 2020-02-12 09:08:53
17 38      0 124165864  34380 3136192    0    0 138119 58667 61338 86905 10 23 21 46  0 2020-02-12 09:08:56
14 33      0 124360864  37624 3138588    0    0 113774 63649 55458 77355  6 18 25 51  0 2020-02-12 09:08:59
 6 50      0 124363112  37624 3138672    0    0 129571 63537 60887 84573  6 20 24 50  0 2020-02-12 09:09:02
31 29      0 124177520  37624 3138748    0    0 128680 63939 59574 82669  9 22 24 45  0 2020-02-12 09:09:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
10 51      0 124367216  37624 3138804    0    0 125469 66574 60338 83434  6 20 26 48  0 2020-02-12 09:09:08
21 16      0 124364928  37624 3138840    0    0 127524 64681 59590 82788  6 20 23 51  0 2020-02-12 09:09:11
 1 47      0 124361376  37624 3138872    0    0 132095 60283 60962 83345  6 21 21 51  0 2020-02-12 09:09:14
 2 54      0 124354112  37624 3137272    0    0 132081 65156 59080 85504 10 24 19 47  0 2020-02-12 09:09:17
 2 53      0 124357744  37624 3139588    0    0 127016 67806 58950 81592  6 20 22 52  0 2020-02-12 09:09:20
 3 43      0 124359544  37624 3140292    0    0 130476 61085 60576 81991  6 20 25 49  0 2020-02-12 09:09:23
 7 47      0 124363192  37624 3140100    0    0 126414 66836 58698 79676 10 21 27 43  0 2020-02-12 09:09:26
 1 47      0 124369952  37624 3140128    0    0 130554 60513 59538 82329  6 20 27 47  0 2020-02-12 09:09:29
 3 51      0 124368672  37624 3140196    0    0 125514 65531 58439 81714  6 19 34 42  0 2020-02-12 09:09:32
 5 54      0 124166472  37624 3140128    0    0 125404 65819 59509 82343 10 22 21 46  0 2020-02-12 09:09:35
18 39      0 124362928  37624 3140156    0    0 135658 63854 59595 86998  7 22 22 49  0 2020-02-12 09:09:38
14 27      0 124366864  37624 3140220    0    0 126056 63164 61358 84975  6 19 30 45  0 2020-02-12 09:09:41
 7 41      0 124366744  37624 3140244    0    0 131351 62624 62191 85051  6 22 24 48  0 2020-02-12 09:09:44
18 24      0 124363688  37624 3140492    0    0 124155 65113 59482 82170 10 22 21 47  0 2020-02-12 09:09:47
16 28      0 124369000  37624 3140592    0    0 129975 62490 59520 82105  6 20 22 51  0 2020-02-12 09:09:50
16 33      0 124363888  37624 3140452    0    0 126732 66598 58298 80189  6 20 26 48  0 2020-02-12 09:09:53
27 44      0 124163248  34656 3138816    0    0 134786 59869 60011 84806 10 21 26 43  0 2020-02-12 09:09:56
17 39      0 124357552  37624 3140772    0    0 127425 68052 61052 85277  7 21 23 49  0 2020-02-12 09:09:59
17 43      0 124360624  37624 3141352    0    0 129070 62820 61169 85194  7 21 25 47  0 2020-02-12 09:10:02
29 28      0 124175968  37624 3142024    0    0 125831 64308 59577 80940 10 21 25 44  0 2020-02-12 09:10:05
37 27      0 124368576  37624 3142308    0    0 127487 67317 60754 82845  6 20 26 48  0 2020-02-12 09:10:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
21 33      0 124368208  37624 3142340    0    0 129436 63831 59589 83082  6 20 22 52  0 2020-02-12 09:10:11
21 41      0 124371640  37624 3142496    0    0 130157 63004 60527 84075  6 21 22 51  0 2020-02-12 09:10:14
15 30      0 124363120  37624 3142156    0    0 134343 64702 60139 86292 11 24 18 47  0 2020-02-12 09:10:17
19 23      0 124370160  37624 3142776    0    0 128016 63234 60915 83159  6 20 24 50  0 2020-02-12 09:10:20
25 29      0 124373168  37624 3142900    0    0 125479 65086 57985 80158  6 19 29 46  0 2020-02-12 09:10:23
11 52      0 124375328  37624 3143096    0    0 130121 62925 59227 82341 10 22 22 46  0 2020-02-12 09:10:26
10 50      0 124377120  37624 3143084    0    0 127801 65215 59804 82888  6 20 25 50  0 2020-02-12 09:10:29
 2 50      0 124376504  37624 3143140    0    0 127517 62511 59835 84346  6 20 30 45  0 2020-02-12 09:10:32
10 15      0 124164688  37624 3143120    0    0 126473 67619 59942 82491 10 23 20 47  0 2020-02-12 09:10:35
11 25      0 124365360  37624 3143228    0    0 134662 63375 61659 89078  7 21 23 49  0 2020-02-12 09:10:38
 1 53      0 124368440  37624 3143328    0    0 127464 65984 60560 84240  6 19 26 49  0 2020-02-12 09:10:41
 5 49      0 124369408  37624 3143356    0    0 127404 60005 58936 82868  6 21 25 48  0 2020-02-12 09:10:44
 6 57      0 124275472  37624 3143564    0    0 123115 65228 60544 85794 13 23 21 42  0 2020-02-12 09:10:47
 7 57      0 124276840  37624 3143716    0    0 128346 63354 63244 89921 10 23 23 43  0 2020-02-12 09:10:50
 5 41      0 124248192  37624 3143432    0    0 126476 65225 62806 88937 10 22 23 45  0 2020-02-12 09:10:53
11 63      0 124011576  36532 3143044    0    0 136067 61166 62034 87362 14 24 20 43  0 2020-02-12 09:10:56
15 35      0 124191008  37624 3143972    0    0 125560 68360 60892 85500  9 22 20 49  0 2020-02-12 09:10:59
19 40      0 124382144  37624 3144100    0    0 129222 60536 61178 87378  8 22 25 44  0 2020-02-12 09:11:02
20 28      0 124228416  37624 3144296    0    0 128743 67188 57678 79684 10 22 25 43  0 2020-02-12 09:11:05
22 45      0 124374608  37624 3144288    0    0 134157 63192 60221 86507  6 22 22 50  0 2020-02-12 09:11:08
19 35      0 124377656  37624 3144452    0    0 129199 63170 59137 82209  6 19 25 49  0 2020-02-12 09:11:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
19 32      0 124379200  37624 3144500    0    0 124068 67939 59173 81311  6 21 23 50  0 2020-02-12 09:11:14
13 39      0 124376264  37624 3144640    0    0 129499 61111 59961 82491 10 22 20 48  0 2020-02-12 09:11:17
10 16      0 124382264  37624 3144776    0    0 127307 64572 59493 81550  6 20 25 49  0 2020-02-12 09:11:20
15 43      0 124381808  37624 3144940    0    0 128036 66038 58518 80319  6 19 30 45  0 2020-02-12 09:11:23
21 43      0 124175944  35912 3145032    0    0 129823 60432 57987 81087 10 22 26 42  0 2020-02-12 09:11:26
 8 26      0 124375968  37624 3145240    0    0 127215 65323 59164 80022  6 19 26 49  0 2020-02-12 09:11:29
10 27      0 124380432  37624 3145288    0    0 127939 64472 58308 79622  6 19 30 45  0 2020-02-12 09:11:32
23 42      0 124226608  37624 3145416    0    0 122116 60223 55770 75571 10 21 28 42  0 2020-02-12 09:11:35
