Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/08/2020 	_x86_64_	(8 CPU)

09:33:19 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:33:22 AM  all    2.11    0.00    3.65    0.26    0.00    0.40    0.00    0.00    0.00   93.57
09:33:22 AM    0    5.96    0.00    5.61    0.70    0.00    0.35    0.00    0.00    0.00   87.37
09:33:22 AM    1    1.72    0.00    4.83    0.34    0.00    0.34    0.00    0.00    0.00   92.76
09:33:22 AM    2    1.79    0.00    4.29    0.36    0.00    0.71    0.00    0.00    0.00   92.86
09:33:22 AM    3    1.38    0.00    2.77    0.35    0.00    0.00    0.00    0.00    0.00   95.50
09:33:22 AM    4    2.15    0.00    3.94    0.00    0.00    0.36    0.00    0.00    0.00   93.55
09:33:22 AM    5    1.05    0.00    3.15    0.35    0.00    0.70    0.00    0.00    0.00   94.76
09:33:22 AM    6    1.78    0.00    1.78    0.00    0.00    0.36    0.00    0.00    0.00   96.09
09:33:22 AM    7    1.40    0.00    3.85    0.00    0.00    0.00    0.00    0.00    0.00   94.76

09:33:22 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:33:25 AM  all    2.33    0.00    5.27    0.26    0.00    0.61    0.00    0.00    0.00   91.52
09:33:25 AM    0    2.15    0.00    3.94    0.00    0.00    0.72    0.00    0.00    0.00   93.19
09:33:25 AM    1    2.05    0.00    5.14    0.68    0.00    0.34    0.00    0.00    0.00   91.78
09:33:25 AM    2    2.52    0.00    7.19    0.36    0.00    0.72    0.00    0.00    0.00   89.21
09:33:25 AM    3    1.37    0.00    2.74    0.34    0.00    0.34    0.00    0.00    0.00   95.21
09:33:25 AM    4    3.20    0.00    6.76    0.00    0.00    1.07    0.00    0.00    0.00   88.97
09:33:25 AM    5    3.12    0.00    5.56    0.35    0.00    1.04    0.00    0.00    0.00   89.93
09:33:25 AM    6    1.79    0.00    3.58    0.36    0.00    0.72    0.00    0.00    0.00   93.55
09:33:25 AM    7    2.08    0.00    6.94    0.00    0.00    0.35    0.00    0.00    0.00   90.62

09:33:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:33:28 AM  all    1.85    0.00    3.35    0.35    0.00    0.62    0.00    0.00    0.00   93.83
09:33:28 AM    0    2.14    0.00    3.57    0.36    0.00    0.36    0.00    0.00    0.00   93.57
09:33:28 AM    1    2.07    0.00    4.48    0.34    0.00    0.34    0.00    0.00    0.00   92.76
09:33:28 AM    2    2.55    0.00    5.09    0.73    0.00    1.09    0.00    0.00    0.00   90.55
09:33:28 AM    3    2.41    0.00    4.83    0.34    0.00    0.00    0.00    0.00    0.00   92.41
09:33:28 AM    4    3.20    0.00    3.91    0.36    0.00    1.78    0.00    0.00    0.00   90.75
09:33:28 AM    5    0.71    0.00    1.06    0.35    0.00    0.71    0.00    0.00    0.00   97.17
09:33:28 AM    6    1.79    0.00    2.86    0.36    0.00    0.36    0.00    0.00    0.00   94.64
09:33:28 AM    7    0.34    0.00    1.03    0.00    0.00    0.34    0.00    0.00    0.00   98.28

09:33:28 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:33:31 AM  all    3.84    0.00    6.40    7.77    0.00    1.10    0.00    0.00    0.00   80.87
09:33:31 AM    0    3.28    0.00    6.20   10.95    0.00    0.36    0.00    0.00    0.00   79.20
09:33:31 AM    1    2.44    0.00    7.32    4.88    0.00    0.35    0.00    0.00    0.00   85.02
09:33:31 AM    2    4.64    0.00    7.14   10.36    0.00    1.07    0.00    0.00    0.00   76.79
09:33:31 AM    3    4.18    0.00    6.97    4.88    0.00    0.35    0.00    0.00    0.00   83.62
09:33:31 AM    4    7.14    0.00    5.71    5.71    0.00    3.57    0.00    0.00    0.00   77.86
09:33:31 AM    5    2.81    0.00    6.67    9.12    0.00    2.46    0.00    0.00    0.00   78.95
09:33:31 AM    6    3.21    0.00    5.00   11.43    0.00    0.71    0.00    0.00    0.00   79.64
09:33:31 AM    7    2.76    0.00    6.55    4.83    0.00    0.00    0.00    0.00    0.00   85.86

09:33:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:33:34 AM  all    1.76    0.00    3.73    0.26    0.00    0.53    0.00    0.00    0.00   93.73
09:33:34 AM    0    2.13    0.00    3.19    0.71    0.00    0.00    0.00    0.00    0.00   93.97
09:33:34 AM    1    1.05    0.00    3.83    0.70    0.00    0.35    0.00    0.00    0.00   94.08
09:33:34 AM    2    2.50    0.00    5.36    0.36    0.00    1.07    0.00    0.00    0.00   90.71
09:33:34 AM    3    1.72    0.00    3.45    0.34    0.00    0.00    0.00    0.00    0.00   94.48
09:33:34 AM    4    1.43    0.00    3.58    0.00    0.00    0.72    0.00    0.00    0.00   94.27
09:33:34 AM    5    0.71    0.00    2.12    0.35    0.00    0.71    0.00    0.00    0.00   96.11
09:33:34 AM    6    2.47    0.00    3.18    0.00    0.00    0.35    0.00    0.00    0.00   93.99
09:33:34 AM    7    2.05    0.00    4.78    0.00    0.00    0.68    0.00    0.00    0.00   92.49

09:33:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:33:37 AM  all    2.72    0.00    4.86    0.26    0.00    0.66    0.00    0.00    0.00   91.50
