procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 3  0      0 5419540  17160 4443428    0    0  3301 10308    1    4  4  7 86  4  0 2020-02-08 15:54:39
 0  0      0 5185508  17160 4443568    0    0    52   253 2298 15209  5  6 88  0  0 2020-02-08 15:54:42
 6  0      0 5134464  17160 4443864    0    0   562   619 3009 14195  6  7 86  0  0 2020-02-08 15:54:45
10  9      0 5124376  17160 4444444    0    0 110334 28459 31385 47211 18 45  9 27  0 2020-02-08 15:54:48
12  8      0 5122212  17160 4443808    0    0 110437 27375 31548 48025 16 45  8 31  0 2020-02-08 15:54:51
11  7      0 5124916  17160 4444500    0    0 113655 29004 30824 45776 15 42 10 33  0 2020-02-08 15:54:54
13  6      0 5126720  17160 4444532    0    0 109841 30746 31136 46222 16 45  9 30  0 2020-02-08 15:54:57
17  9      0 5127136  17160 4444560    0    0 113335 28898 31155 46062 15 42 10 33  0 2020-02-08 15:55:00
13  7      0 5126528  17160 4444676    0    0 112112 29822 30193 46061 15 41 10 34  0 2020-02-08 15:55:03
13  9      0 5126520  17160 4444712    0    0 110761 33875 28995 44029 15 40 10 35  0 2020-02-08 15:55:06
10  7      0 5134712  17160 4438620    0    0 106237 40757 29207 43657 14 37  9 40  0 2020-02-08 15:55:09
 8  9      0 5133696  17160 4438624    0    0 100335 56020 28081 42584 13 37  9 41  0 2020-02-08 15:55:12
13 11      0 5110328  17160 4438620    0    0 93088 63394 26099 42245 15 40  7 38  0 2020-02-08 15:55:15
16  5      0 5117476  17160 4438780    0    0 91951 72706 26980 41217 15 37  7 41  0 2020-02-08 15:55:18
13  9      0 5115476  17160 4438804    0    0 92617 71444 27093 41072 14 36  8 42  0 2020-02-08 15:55:21
 6  8      0 5131108  17160 4437948    0    0 92830 70820 27101 41406 18 36  8 39  0 2020-02-08 15:55:24
 5  8      0 5126716  17160 4445116    0    0 92231 74292 24564 39871 16 35 10 39  0 2020-02-08 15:55:27
 6  2      0 5134444  17160 4437924    0    0 84927 71269 26779 41892 12 34 14 39  0 2020-02-08 15:55:30
 4  4      0 5137644  17160 4437708    0    0 72596 64763 28700 46416 12 34 24 30  0 2020-02-08 15:55:33
 2  2      0 5136256  17160 4437884    0    0 44728 60908 24410 39360 10 27 37 26  0 2020-02-08 15:55:36
 3  5      0 5135200  17160 4437908    0    0 39389 62342 24312 37383 13 25 36 26  0 2020-02-08 15:55:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
15 10      0 5118484  17160 4437820    0    0 45670 57286 25033 40209 14 30 28 28  0 2020-02-08 15:55:42
 6  3      0 5116540  17160 4437932    0    0 40472 59629 24913 38256 11 27 36 26  0 2020-02-08 15:55:45
 6  5      0 5120180  17160 4438084    0    0 38208 61534 25205 38817 10 26 38 26  0 2020-02-08 15:55:48
 0  7      0 5121232  17160 4438112    0    0 42566 58999 24304 38326  8 24 39 29  0 2020-02-08 15:55:51
 8  6      0 5121772  17160 4438116    0    0 46959 60136 25373 39089 10 25 36 29  0 2020-02-08 15:55:54
 9  1      0 5122612  17160 4438128    0    0 47874 59520 25517 39989 11 28 33 28  0 2020-02-08 15:55:57
 9  3      0 5118776  17160 4438152    0    0 49119 58878 24577 39002  9 25 38 29  0 2020-02-08 15:56:00
 4  3      0 5116932  17160 4438180    0    0 49355 60247 25885 40217 10 27 35 28  0 2020-02-08 15:56:03
 3  5      0 5115648  17160 4438268    0    0 47169 61805 25741 40118 10 28 35 28  0 2020-02-08 15:56:06
 1  2      0 5117152  17160 4438284    0    0 50040 59679 25034 39318  8 25 37 29  0 2020-02-08 15:56:09
13  7      0 5116852  17160 4438292    0    0 50404 59973 25393 39910  8 26 37 29  0 2020-02-08 15:56:12
15  5      0 5094976  17160 4437692    0    0 50309 63639 26168 40864 11 30 30 29  0 2020-02-08 15:56:15
 7  4      0 5009900  17160 4438460    0    0 47247 59785 25436 40320 22 31 23 23  0 2020-02-08 15:56:18
 9  5      0 5007488  17160 4438476    0    0 44700 61034 25504 41465 22 32 24 22  0 2020-02-08 15:56:21
 3  4      0 4972168  17160 4438488    0    0 44372 59390 25370 40849 22 31 25 23  0 2020-02-08 15:56:24
 6  2      0 4955200  17160 4438604    0    0 41746 58476 25040 39955 21 31 25 23  0 2020-02-08 15:56:27
10  8      0 4937692  17160 4438612    0    0 42847 57465 24608 39125 21 29 25 25  0 2020-02-08 15:56:30
 7  5      0 5123844  17160 4438624    0    0 38745 59757 24699 40986 14 29 30 26  0 2020-02-08 15:56:33
 6  4      0 5123248  17160 4438676    0    0 43675 61220 25634 40426  8 27 36 30  0 2020-02-08 15:56:36
 0  3      0 5123556  17160 4438696    0    0 44920 59416 25412 40153  8 24 37 30  0 2020-02-08 15:56:39
 7  2      0 5122284  17160 4438704    0    0 42580 58861 24852 39795  7 25 37 31  0 2020-02-08 15:56:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 7  2      0 5117600  17160 4438780    0    0 43414 58397 25728 40319  9 26 35 30  0 2020-02-08 15:56:45
 4  2      0 5122944  17160 4438900    0    0 41094 60016 25530 40526  9 26 36 29  0 2020-02-08 15:56:48
 4 18      0 5110656  11348 4438456    0    0 42976 57063 25002 40871  8 26 35 31  0 2020-02-08 15:56:51
 0  7      0 5116588  17160 4438952    0    0 42068 58480 24529 39526  7 24 36 33  0 2020-02-08 15:56:54
 2  3      0 5120744  17160 4438964    0    0 41428 59250 25303 39966  9 26 36 29  0 2020-02-08 15:56:57
10  4      0 5121420  17160 4438976    0    0 40007 58696 24691 39179  7 23 39 31  0 2020-02-08 15:57:00
 8  1      0 5120992  17160 4439004    0    0 40680 59255 24750 39291  7 23 37 32  0 2020-02-08 15:57:03
 2  7      0 5121216  17160 4439092    0    0 39108 57200 24057 38338  8 25 38 29  0 2020-02-08 15:57:06
 1  3      0 5121604  17160 4439120    0    0 40365 58851 25383 39971  7 24 39 30  0 2020-02-08 15:57:09
 8  4      0 5122124  17160 4439108    0    0 44378 58805 25257 40645  8 24 38 31  0 2020-02-08 15:57:12
12  2      0 5117492  17160 4439120    0    0 40638 56434 24923 39440  8 25 37 29  0 2020-02-08 15:57:15
 0  4      0 5122092  17160 4439260    0    0 38980 55580 24990 39826  8 24 39 30  0 2020-02-08 15:57:18
 2  3      0 5120988  17160 4439284    0    0 38183 55121 24244 38974  8 23 40 30  0 2020-02-08 15:57:21
 3  5      0 5122428  17160 4439292    0    0 36154 55129 23948 37770  6 21 43 30  0 2020-02-08 15:57:24
 2  5      0 5120952  17160 4439308    0    0 37391 56215 24013 39023  8 24 39 28  0 2020-02-08 15:57:27
 0  1      0 5120984  17160 4439328    0    0 39911 59692 24502 38666  8 23 39 31  0 2020-02-08 15:57:30
 0  4      0 5122676  17160 4439452    0    0 41498 57498 24826 39277  7 23 40 30  0 2020-02-08 15:57:33
 4  4      0 5121504  17160 4439484    0    0 37195 56431 24809 38926  8 25 39 28  0 2020-02-08 15:57:36
