procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 7  0      0 5736556  17160 4168644    0    0  3316 11000   19   14  4  7 86  4  0 2020-02-08 11:35:44
 1  0      0 5337128  17160 4168708    0    0   124   188 3070 17505 10 12 78  0  0 2020-02-08 11:35:47
 4  0      0 5335896  17160 4168792    0    0   202   299 1781 13408  1  3 96  0  0 2020-02-08 11:35:50
 2 22      0 5237556  17160 4170296    0    0 61705 10906 25379 39205 20 35  6 40  0 2020-02-08 11:35:53
 1 23      0 5235160  17160 4170448    0    0 62156  4773 21236 34598  9 27  6 59  0 2020-02-08 11:35:56
 1 23      0 5231888  17160 4170488    0    0 63292  5616 21291 35086  9 25  4 62  0 2020-02-08 11:35:59
 5 20      0 5227784  17160 4170616    0    0 68961  8696 23034 37211 10 29  3 57  0 2020-02-08 11:36:02
 5 25      0 5230856  17160 4170620    0    0 63303  5014 21332 35181 10 27  4 59  0 2020-02-08 11:36:05
 2 26      0 5230696  17160 4170600    0    0 65728  7781 23290 37072  9 26  3 62  0 2020-02-08 11:36:08
 0 23      0 5231164  17160 4170600    0    0 69191  7172 22504 36643  9 26  3 62  0 2020-02-08 11:36:11
 8 22      0 5218292  17160 4170684    0    0 64342  5510 22508 36163  9 25  4 62  0 2020-02-08 11:36:14
 4 24      0 5134240  17160 4170684    0    0 66885  8222 23432 37385 21 33  3 43  0 2020-02-08 11:36:17
 1 21      0 5122092  17160 4170724    0    0 65220  6835 21999 35952 23 32  3 42  0 2020-02-08 11:36:20
 1 22      0 5070760  17160 4170216    0    0 66403  8742 22538 37096 24 33  3 40  0 2020-02-08 11:36:23
 1 22      0 5059376  17160 4170864    0    0 66724 11459 22558 35258 24 33  3 40  0 2020-02-08 11:36:26
 4 25      0 5033768  17160 4170848    0    0 62460  7311 21324 33895 21 28  4 46  0 2020-02-08 11:36:29
 2 22      0 5220036  17160 4171152    0    0 61328  8607 22501 36588 17 31  3 49  0 2020-02-08 11:36:32
 0 27      0 5216700  17160 4171084    0    0 57931 22172 21464 34569 12 27  4 57  0 2020-02-08 11:36:35
 1 25      0 5206252  17160 4171092    0    0 42595 36243 21132 33686 10 23  3 64  0 2020-02-08 11:36:38
 0 24      0 5205192  17160 4171248    0    0 56892 13892 20931 34075 10 24  4 63  0 2020-02-08 11:36:41
 3 21      0 5200516  17160 4171316    0    0 57029 17153 21198 34687  9 24  3 64  0 2020-02-08 11:36:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 5 25      0 5205756  17160 4171344    0    0 40015 32218 19535 33257  9 23  3 65  0 2020-02-08 11:36:47
 3 23      0 5206228  17160 4171340    0    0 42257 26442 19571 32802  6 20  5 69  0 2020-02-08 11:36:50
 0 24      0 5206032  17160 4171340    0    0 45385 21249 18766 32233  6 19  6 69  0 2020-02-08 11:36:53
 2 27      0 5205196  17160 4171332    0    0 49452 24879 21874 35062  9 26  4 61  0 2020-02-08 11:36:56
 0 19      0 5209848  17160 4171328    0    0 45751 23512 19312 32416  7 20  4 70  0 2020-02-08 11:36:59
 1 23      0 5206340  17160 4171540    0    0 41255 24443 19160 32729  7 21  5 67  0 2020-02-08 11:37:02
 0 20      0 5205340  17160 4171612    0    0 43169 25172 20395 35155 15 27  5 54  0 2020-02-08 11:37:05
 1 27      0 5206616  17160 4171644    0    0 49304 22495 20220 34031  7 21  4 68  0 2020-02-08 11:37:08
 0 25      0 5206520  17160 4171612    0    0 46660 23191 19178 33246  6 19  3 72  0 2020-02-08 11:37:11
 6 23      0 5202256  17160 4171628    0    0 40928 25396 19483 32573  6 20  5 69  0 2020-02-08 11:37:14
 0 28      0 5205688  17160 4171656    0    0 43075 25133 18826 32503  7 20  4 69  0 2020-02-08 11:37:17
 2 24      0 5206748  17160 4171672    0    0 49113 20876 19626 33205  7 20  5 67  0 2020-02-08 11:37:20
15 38      0 5198732   8960 4171692    0    0 48460 22227 19012 33741  7 20  4 69  0 2020-02-08 11:37:23
