procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 4  0      0 8197940  37516 2751352    0    0  1732   751  353  809 10 13 63 14  0 2020-02-10 20:32:26
 2  0      0 7909324  37516 2751408    0    0    79   259 2533 14604  6  7 86  0  0 2020-02-10 20:32:29
 1  0      0 7909388  37516 2752132    0    0   125   102 1651 12700  2  4 93  0  0 2020-02-10 20:32:32
10 25      0 7864724  36440 2752428    0    0 43241  2677 27219 38512 32 42  4 21  0 2020-02-10 20:32:35
 6 16      0 7871896  37516 2752664    0    0 41395  2411 29421 41389 13 35  6 46  0 2020-02-10 20:32:38
 7 15      0 7872628  37516 2752608    0    0 40783  2744 29624 41623 13 38  5 43  0 2020-02-10 20:32:41
18 12      0 7692404  37516 2752704    0    0 40722  2481 28791 38500 28 38  3 30  0 2020-02-10 20:32:44
 7 16      0 7877708  37516 2752836    0    0 41304  2674 29163 40996 14 34  6 46  0 2020-02-10 20:32:47
 5 13      0 7877388  37516 2752852    0    0 41504  2484 29905 41307 12 34  5 48  0 2020-02-10 20:32:50
 9 17      0 7803264  37516 2753096    0    0 41098  2689 29202 39897 18 37  5 41  0 2020-02-10 20:32:53
 4 15      0 7869248  37516 2753448    0    0 42990  7253 28589 41109 27 42  3 28  0 2020-02-10 20:32:56
 4 17      0 7874428  37516 2753416    0    0 41295  2632 29459 41383 12 34  5 49  0 2020-02-10 20:32:59
 7 13      0 7874072  37516 2753488    0    0 41230  2389 28664 40212 14 37  4 45  0 2020-02-10 20:33:02
 9 16      0 7860564  37516 2753492    0    0 40246  6008 28589 37686 35 42  2 21  0 2020-02-10 20:33:05
 5 17      0 7874828  37516 2753480    0    0 37671  7701 28778 40137 13 34  7 46  0 2020-02-10 20:33:08
15 12      0 7869972  37516 2753268    0    0 40250  2762 28759 40073 14 37  5 44  0 2020-02-10 20:33:11
10 12      0 7681244  37544 2753632    0    0 39357  4346 27299 37392 28 39  4 29  0 2020-02-10 20:33:14
 6 15      0 7854256  37516 2753804    0    0 46488  2731 28467 42737 18 40  5 37  0 2020-02-10 20:33:17
 2 17      0 7863624  37516 2753940    0    0 39060  4914 28226 40340 13 33  6 48  0 2020-02-10 20:33:20
15 11      0 7792672  37516 2753944    0    0 39278  2620 28374 39417 18 36  5 41  0 2020-02-10 20:33:23
 7 18      0 7865224  37516 2753948    0    0 37667  5684 27444 38108 25 36  4 34  0 2020-02-10 20:33:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 5 17      0 7864988  37516 2753984    0    0 41628  2679 29525 40937 12 31  6 51  0 2020-02-10 20:33:29
 5 18      0 7865416  37516 2754156    0    0 40108  3694 29448 40755 13 35  5 46  0 2020-02-10 20:33:32
14 20      0 7814204  37240 2753196    0    0 46263  2680 28623 40908 32 42  3 23  0 2020-02-10 20:33:35
 7 16      0 7858972  37516 2754508    0    0 38626  6968 28206 40154 12 32  7 49  0 2020-02-10 20:33:38
10 13      0 7859692  37516 2754448    0    0 41418  2787 29175 41075 14 36  5 46  0 2020-02-10 20:33:41
14 17      0 7710744  37516 2754628    0    0 40844  2454 27423 38033 29 36  3 31  0 2020-02-10 20:33:44
 9 16      0 7865000  37516 2754708    0    0 41808  2908 29402 41431 13 34  6 47  0 2020-02-10 20:33:47
10 16      0 7864912  37516 2754724    0    0 38306  7557 28043 39496 11 31  6 52  0 2020-02-10 20:33:50
10 17      0 7786516  37516 2754844    0    0 40439  3646 28532 39604 17 36  5 42  0 2020-02-10 20:33:53
 7 15      0 7858556  37516 2754948    0    0 42078  9755 27651 41085 27 40  3 30  0 2020-02-10 20:33:56
10 16      0 7863468  37516 2754924    0    0 35847  9029 27244 38862 11 30  7 52  0 2020-02-10 20:33:59
 2 19      0 7863992  37516 2754808    0    0 36320  8011 27897 39346 13 35  6 46  0 2020-02-10 20:34:02
14 18      0 7864748  37516 2754816    0    0 35043 15126 25078 35678 29 34  3 33  0 2020-02-10 20:34:05
 5 17      0 7865188  37516 2754836    0    0 35494 16610 26748 38690 10 29  7 55  0 2020-02-10 20:34:08
13 15      0 7864868  37516 2754892    0    0 33991 17711 25993 37586 12 32  6 50  0 2020-02-10 20:34:11
13 12      0 7681860  26200 2755000    0    0 34471 15944 25673 36500 26 35  4 35  0 2020-02-10 20:34:14
 9 18      0 7849284  37516 2755048    0    0 39782 19549 25870 39920 14 34  6 46  0 2020-02-10 20:34:17
 5 17      0 7866408  37516 2755120    0    0 35362 16133 26756 38149 11 30  6 54  0 2020-02-10 20:34:20
14 14      0 7785232  37516 2755388    0    0 32580 17451 26391 37240 16 33  5 46  0 2020-02-10 20:34:23
 9 12      0 7866320  37516 2755300    0    0 36014 16123 25797 37279 24 34  5 38  0 2020-02-10 20:34:26
 7 17      0 7867656  37516 2755320    0    0 34339 19134 26373 37751 10 28  6 56  0 2020-02-10 20:34:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 7 14      0 7868484  37516 2755316    0    0 34151 16998 26478 38090 12 32  7 49  0 2020-02-10 20:34:32
13 16      0 7861868  37516 2754924    0    0 40771 17799 25126 38242 29 38  3 30  0 2020-02-10 20:34:35
 2 16      0 7865920  37516 2755328    0    0 36719 16065 26008 37902 10 30  8 52  0 2020-02-10 20:34:38
15 16      0 7861308  37516 2755368    0    0 33231 20268 26404 38036 11 32  7 50  0 2020-02-10 20:34:41
11 13      0 7750420  37516 2755464    0    0 34466 17857 25129 35359 28 35  4 33  0 2020-02-10 20:34:44
 4 17      0 7867228  37516 2755628    0    0 35202 17314 25881 37949 11 30  7 52  0 2020-02-10 20:34:47
 6 17      0 7866848  37516 2755652    0    0 34336 26586 27546 38441 10 31  6 52  0 2020-02-10 20:34:50
17 17      0 7789228  37516 2755764    0    0 34255 19097 25953 36860 16 33  5 46  0 2020-02-10 20:34:53
 5 16      0 7860472  37516 2755984    0    0 41459 17057 26376 39776 25 38  4 33  0 2020-02-10 20:34:56
 7 17      0 7865480  37516 2755984    0    0 29152 15312 24474 35919  9 26  7 57  0 2020-02-10 20:34:59
 4 15      0 7871256  37516 2755992    0    0 31807 15808 26300 37386 12 32  6 50  0 2020-02-10 20:35:02
11 17      0 7871352  37516 2756032    0    0 34195 17575 25150 35759 29 34  4 33  0 2020-02-10 20:35:05
 3 16      0 7872492  37516 2756056    0    0 31982 15843 26162 37536 10 28  7 56  0 2020-02-10 20:35:08
 8 18      0 7868936  37516 2756048    0    0 32279 16175 26621 37735 11 30  6 54  0 2020-02-10 20:35:11
 8 21      0 7679524  37544 2755332    0    0 35909 16421 26066 36509 27 35  4 34  0 2020-02-10 20:35:14
 2 19      0 7860084  37516 2756268    0    0 37024 18219 26486 40301 14 34  7 45  0 2020-02-10 20:35:17
16 15      0 7877948  37516 2756280    0    0 33250 15979 26503 37330 10 28  6 56  0 2020-02-10 20:35:20
 8 18      0 7797592  37516 2756268    0    0 33183 17091 26435 36712 16 32  5 48  0 2020-02-10 20:35:23
 8 15      0 7878708  37516 2756556    0    0 34416 15725 25851 37218 22 33  5 39  0 2020-02-10 20:35:26
 2 20      0 7878016  37516 2756576    0    0 34704 18424 25901 37758 10 28  7 55  0 2020-02-10 20:35:29
 5 16      0 7877900  37516 2756772    0    0 34770 16492 26308 37794 12 32  7 50  0 2020-02-10 20:35:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 0 19      0 7871696  37516 2755800    0    0 39277 17468 25831 38717 29 39  4 28  0 2020-02-10 20:35:35
 4 18      0 7877272  37516 2756752    0    0 35543 15936 26396 38194 11 29  7 52  0 2020-02-10 20:35:38
 4 20      0 7873472  37516 2756804    0    0 35722 18859 27192 38973 12 32  5 50  0 2020-02-10 20:35:41
 5 19      0 7838384  37516 2756888    0    0 34432 17229 25387 35789 28 35  4 33  0 2020-02-10 20:35:44
 2 19      0 7882908  37516 2756900    0    0 33858 17356 26499 38384 11 31  6 52  0 2020-02-10 20:35:47
15 15      0 7880096  37516 2756920    0    0 32760 16685 26376 37771 11 31  6 53  0 2020-02-10 20:35:50
 5 20      0 7795612  37516 2757068    0    0 35186 17700 25455 36485 17 33  6 44  0 2020-02-10 20:35:53
 3 17      0 7876028  37516 2757116    0    0 39134 16181 26122 39242 25 39  4 32  0 2020-02-10 20:35:56
 1 19      0 7881480  37516 2757140    0    0 32854 17087 26206 38141 11 29  7 53  0 2020-02-10 20:35:59
 6 14      0 7881340  37516 2757248    0    0 35368 16210 26534 38489 13 33  6 48  0 2020-02-10 20:36:02
 0 20      0 7880548  37516 2757284    0    0 32780 18799 24541 35551 29 35  4 33  0 2020-02-10 20:36:05
 3 17      0 7794052  37516 2757472    0    0 33334 16576 26429 38075 22 34  5 39  0 2020-02-10 20:36:08
 8 19      0 7740528  37516 2757564    0    0 35058 16921 26200 38478 26 38  4 32  0 2020-02-10 20:36:11
17 14      0 7580060  37544 2757604    0    0 32924 16639 24718 35937 37 41  3 19  0 2020-02-10 20:36:14
 2 20      0 7671352  37516 2757636    0    0 36498 18170 25572 39162 27 39  4 31  0 2020-02-10 20:36:17
 9 19      0 7683224  37516 2757684    0    0 34774 16626 26668 37923 23 35  4 38  0 2020-02-10 20:36:20
 7 19      0 7610452  37516 2757716    0    0 33202 17242 25882 37086 28 37  4 31  0 2020-02-10 20:36:23
 1 19      0 7884276  37516 2757744    0    0 32640 16463 25233 37332 31 38  4 27  0 2020-02-10 20:36:26
 0 20      0 7884832  37516 2757772    0    0 35392 18682 25830 38136 11 28  8 53  0 2020-02-10 20:36:29
 5 13      0 7882924  37516 2757800    0    0 34324 16566 26491 38300 11 33  6 50  0 2020-02-10 20:36:32
 2 19      0 7831884  37516 2757508    0    0 39282 17316 26023 38631 30 40  2 28  0 2020-02-10 20:36:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 0 19      0 7880964  37516 2758068    0    0 35591 16905 26540 38384 11 29  7 53  0 2020-02-10 20:36:38
 0 20      0 7882664  37516 2758128    0    0 33799 18630 26241 37988 11 32  6 50  0 2020-02-10 20:36:41
 5 19      0 7768284  37516 2758268    0    0 32348 17375 25150 35375 28 36  5 31  0 2020-02-10 20:36:44
 0 19      0 7882804  37516 2758276    0    0 36294 16496 25947 38299 12 30  7 51  0 2020-02-10 20:36:47
11 14      0 7880548  37516 2758292    0    0 32933 17318 26439 38051 11 29  6 54  0 2020-02-10 20:36:50
 6 20      0 7796468  37516 2758436    0    0 32704 17344 25951 37079 17 33  6 43  0 2020-02-10 20:36:53
 0 19      0 7875980  37516 2758504    0    0 41259 18001 26603 39778 24 39  5 32  0 2020-02-10 20:36:56
 1 19      0 7881388  37516 2758512    0    0 33338 16448 26365 37770 11 29  7 53  0 2020-02-10 20:36:59
 1 18      0 7881076  37516 2758612    0    0 32368 17013 26180 37876 12 33  7 48  0 2020-02-10 20:37:02
 1 20      0 7881332  37516 2758644    0    0 35211 17443 25339 35733 28 35  5 32  0 2020-02-10 20:37:05
 2 19      0 7880984  37516 2758672    0    0 32956 17413 26266 37831 10 29  7 53  0 2020-02-10 20:37:08
 0 19      0 7881208  37516 2758744    0    0 32060 16921 27921 39577 12 35  6 47  0 2020-02-10 20:37:11
 2 18      0 7683080  37544 2758844    0    0 35341 16781 25573 35908 28 35  5 32  0 2020-02-10 20:37:14
 6 20      0 7863292  37516 2758920    0    0 37548 16495 26315 40187 14 34  6 47  0 2020-02-10 20:37:17
 9 18      0 7878612  37516 2758956    0    0 30218 17253 26375 37769 10 29  7 54  0 2020-02-10 20:37:20
 8 19      0 7797084  37516 2758992    0    0 34939 17356 26384 37351 17 32  5 46  0 2020-02-10 20:37:23
11 12      0 7880816  37516 2759148    0    0 32646 16074 25754 37040 22 33  5 40  0 2020-02-10 20:37:26
 0 20      0 7881476  37516 2759172    0    0 32622 17099 26990 38431 10 28  5 57  0 2020-02-10 20:37:29
 1 20      0 7880736  37516 2759188    0    0 34242 18592 26891 38096 11 31  5 52  0 2020-02-10 20:37:32
13 13      0 7873352  37516 2758664    0    0 40108 16981 26344 39179 30 39  3 28  0 2020-02-10 20:37:35
 3 19      0 7878584  37516 2759248    0    0 32988 21761 27319 38967 11 31  7 51  0 2020-02-10 20:37:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 9 18      0 7905700  37516 2759248    0    0 36067 17367 26468 38560 12 33  6 49  0 2020-02-10 20:37:41
 3 19      0 7866956  37516 2759384    0    0 32458 18983 25284 35179 28 36  4 32  0 2020-02-10 20:37:44
13 18      0 7905976  37516 2759408    0    0 33896 17854 26402 38428 11 30  7 52  0 2020-02-10 20:37:47
10 15      0 7903580  37516 2759432    0    0 35148 17123 26282 37759 11 29  7 53  0 2020-02-10 20:37:50
 6 20      0 7819784  37516 2759456    0    0 33904 18727 26044 37042 17 33  6 44  0 2020-02-10 20:37:53
 8 16      0 7900000  37516 2759612    0    0 38411 18579 26497 39363 23 39  4 33  0 2020-02-10 20:37:56
 8 14      0 7904708  37516 2759640    0    0 35582 17628 26362 38028 13 31  6 50  0 2020-02-10 20:37:59
 5 18      0 7904852  37516 2759688    0    0 33049 17488 26190 37756 13 33  7 47  0 2020-02-10 20:38:02
 3 19      0 7906164  37516 2759708    0    0 32040 17144 25230 35757 29 36  3 32  0 2020-02-10 20:38:05
 7 14      0 7906480  37516 2759824    0    0 33870 21887 26496 37515 10 29  6 54  0 2020-02-10 20:38:08
 1 17      0 7900248  37516 2759928    0    0 33826 18248 26572 37990 12 32  6 50  0 2020-02-10 20:38:11
 8 20      0 7710328  31348 2760520    0    0 32993 17705 25446 35706 27 37  3 33  0 2020-02-10 20:38:14
 2 20      0 7878460  37516 2760104    0    0 41703 18051 27057 41088 15 35  5 46  0 2020-02-10 20:38:17
10 18      0 7891928  37516 2760120    0    0 32060 18839 26009 37303 11 30  7 53  0 2020-02-10 20:38:20
15 15      0 7818952  37516 2760148    0    0 33090 17201 26400 37170 17 33  4 45  0 2020-02-10 20:38:23
 1 20      0 7899704  37516 2760156    0    0 34404 17736 25366 36260 22 33  4 40  0 2020-02-10 20:38:26
 7 17      0 7899176  37516 2760188    0    0 34688 18926 26891 38323 11 30  6 52  0 2020-02-10 20:38:29
 3 18      0 7899440  37516 2760204    0    0 31323 21202 26443 37498 11 32  6 51  0 2020-02-10 20:38:32
 5 14      0 7893044  37516 2760316    0    0 42091 18756 26280 38993 30 39  3 28  0 2020-02-10 20:38:35
 8 16      0 7897776  37516 2760352    0    0 33894 21410 26806 38341 11 30  7 52  0 2020-02-10 20:38:38
 8 18      0 7898892  37516 2760248    0    0 33655 21136 27045 38437 11 33  6 49  0 2020-02-10 20:38:41
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 0 19      0 7898560  37516 2760516    0    0 34427 20118 24659 34492 29 36  3 31  0 2020-02-10 20:38:44
 8 16      0 7899700  37516 2760652    0    0 33346 20017 26929 39173 10 30  7 52  0 2020-02-10 20:38:47
 8 15      0 7898052  37516 2760684    0    0 33722 17974 27054 38229 11 31  6 52  0 2020-02-10 20:38:50
 9 16      0 7814876  37516 2760708    0    0 33246 18130 26365 37023 18 34  5 44  0 2020-02-10 20:38:53
 5 14      0 7892672  37516 2760920    0    0 40676 19210 26865 39928 23 38  4 36  0 2020-02-10 20:38:56
 2 17      0 7897632  37516 2760928    0    0 34201 17728 26860 38497 11 30  6 53  0 2020-02-10 20:38:59
10 12      0 7898624  37516 2760952    0    0 32928 17344 26627 37960 13 34  6 48  0 2020-02-10 20:39:02
 4 17      0 7899620  37516 2760976    0    0 34760 17611 25287 35512 29 35  4 32  0 2020-02-10 20:39:05
 2 19      0 7899352  37516 2761000    0    0 33076 20219 26356 37853 10 29  7 53  0 2020-02-10 20:39:08
 4 16      0 7899772  37516 2761132    0    0 33450 17432 26128 38076 11 32  7 49  0 2020-02-10 20:39:11
18 18      0 7713576  24144 2761140    0    0 36411 18070 25537 36246 28 37  4 31  0 2020-02-10 20:39:14
