Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/17/2020 	_x86_64_	(64 CPU)

02/17/2020 09:17:06 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           2.82    0.00    5.74    8.15    0.00   83.28

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.03    0.00     0.00     0.00    53.27     0.00    0.22    0.22    0.00   0.16   0.00
sdd               0.00     0.00   24.21    2.36     0.10     0.00     7.70     0.02    0.82    0.51    3.98   0.79   2.11
sdc               0.01     0.09    3.23   19.74     0.15     0.26    36.39     0.31   13.70    3.37   15.39   1.86   4.28
sde               0.00     0.00 1471.76   56.12    11.45     0.46    15.96     6.08    3.98    3.84    7.50   0.21  31.39
sdg               0.00     0.00 1388.18   53.96    10.79     0.44    15.96     5.86    4.06    3.92    7.63   0.22  31.48
sdf               0.00     0.00 1491.33   59.77    11.60     0.49    15.97     5.97    3.85    3.69    7.73   0.20  31.41
sdi               0.00     0.00 1545.24   60.32    12.03     0.50    15.98     5.76    3.59    3.45    7.09   0.19  31.18
sdh               0.00     0.00 1472.41   57.91    11.45     0.48    15.96     4.95    3.24    3.09    6.97   0.20  30.30
sdj               0.00     0.00 1421.69   53.93    11.06     0.44    15.96     4.57    3.09    2.95    6.86   0.20  29.77
sdk               0.00     0.00 1498.65   57.62    11.66     0.47    15.97     5.23    3.36    3.22    6.97   0.20  30.52
sdl               0.00     0.00 1528.42   58.90    11.89     0.48    15.97     5.08    3.20    3.05    6.90   0.19  30.19
sdn               0.00     0.00 1479.78   58.88    11.50     0.48    15.95     6.40    4.15    4.01    7.66   0.21  31.77
sdp               0.00     0.00 1523.73   60.11    11.85     0.49    15.96     4.74    2.99    2.84    6.76   0.19  29.76
sdo               0.00     0.00 1508.12   52.81    11.75     0.44    15.99     4.41    2.82    2.69    6.67   0.19  29.51
sdr               0.00     0.00 1302.97   50.40    10.12     0.42    15.95     4.83    3.57    3.42    7.40   0.22  30.45
sdq               0.00     0.00 1332.30   51.99    10.36     0.43    15.96     4.78    3.45    3.31    7.20   0.22  30.44
sds               0.00     0.00 1352.35   50.75    10.51     0.42    15.96     5.80    4.13    4.00    7.75   0.22  31.54
sdv               0.00     0.00 1395.40   53.54    10.87     0.44    15.99     5.56    3.84    3.70    7.47   0.22  31.28
sdt               0.00     0.00   14.82   12.64     0.22     0.24    34.55     0.10    3.78    0.57    7.55   2.02   5.56
sdw               0.00     0.00   19.76   12.31     0.25     0.24    31.18     0.10    3.23    0.51    7.58   1.80   5.77
sdm               0.00     0.00 1434.49   55.70    11.16     0.46    15.96     5.48    3.67    3.53    7.34   0.21  31.14
sdu               0.00     0.00   15.02   12.72     0.22     0.25    35.16     0.10    3.71    0.56    7.43   2.04   5.66
sda               0.01     0.06    5.13    4.59     0.08     0.04    26.97     0.22   22.79    3.41   44.44   2.71   2.63
dm-0              0.00     0.00    3.25   19.83     0.15     0.26    36.21     0.32   13.77    3.41   15.47   1.85   4.27
sdx               0.00     0.00    0.24    0.00     0.00     0.00     8.00     0.00    0.59    0.59    0.00   0.56   0.01
dm-1              0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.69    0.69    0.00   0.69   0.01
sdy               0.00     0.00    0.24   25.12     0.00     0.21    17.12     1.19   47.08    6.70   47.48   2.16   5.48
sdz               0.00     0.00    0.75    0.00     0.00     0.00     8.00     0.00    1.09    1.09    0.00   1.07   0.08
dm-2              0.00     0.00    0.10   25.12     0.00     0.21    17.17     2.00   79.20    5.46   79.50   2.21   5.58
dm-3              0.00     0.00    0.61    0.00     0.00     0.00     8.00     0.00    1.09    1.09    0.00   1.08   0.07
sdaa              0.00     0.00    0.24   28.11     0.00     0.23    16.76     1.24   43.60    4.46   43.94   1.91   5.42
dm-4              0.00     0.00    0.10   28.11     0.00     0.23    16.80     2.24   79.36    2.72   79.63   1.96   5.52
sdab              0.00     0.00    2.51    0.97     0.00     0.00     2.59     0.01    1.79    0.79    4.38   1.76   0.61
dm-5              0.00     0.00    2.37    0.97     0.00     0.00     2.35     0.01    1.94    0.89    4.49   1.89   0.63
sdac              0.00     0.00    0.24    0.00     0.00     0.00     8.00     0.00    1.18    1.18    0.00   1.13   0.03
dm-6              0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.99    0.99    0.00   0.98   0.01
sdad              0.00     0.00    2.52    0.98     0.01     0.00     3.40     0.01    2.91    1.85    5.66   2.88   1.01
dm-7              0.00     0.00    2.38    0.98     0.00     0.00     3.21     0.01    3.07    1.96    5.77   3.02   1.01
sdae              0.00     0.00    0.24   24.86     0.00     0.21    16.83     1.18   47.15    5.28   47.56   2.13   5.35
dm-8              0.00     0.00    0.10   24.86     0.00     0.21    16.88     2.06   82.57    3.72   82.89   2.19   5.47
sdaf              0.00     0.00    0.24   28.57     0.00     0.23    16.76     1.42   49.34    6.32   49.71   2.02   5.82
dm-9              0.00     0.00    0.10   28.57     0.00     0.23    16.80     2.61   91.19    3.35   91.49   2.08   5.95
sdag              0.00     0.00    0.24   29.88     0.00     0.24    16.70     1.37   45.45    7.02   45.77   1.85   5.58
dm-10             0.00     0.00    0.10   29.88     0.00     0.24    16.75     2.49   83.16    4.02   83.43   1.92   5.75
sdah              0.00     0.00    0.24   26.03     0.00     0.22    16.98     1.24   47.15    5.29   47.54   2.12   5.58
dm-11             0.00     0.00    0.10   26.03     0.00     0.22    17.03     2.13   81.27    3.97   81.57   2.19   5.73
sdai              0.00     0.00    0.24   23.63     0.00     0.20    16.82     1.11   46.48    3.87   46.92   2.15   5.14
dm-12             0.00     0.00    0.10   23.63     0.00     0.20    16.88     1.84   77.59    3.14   77.91   2.20   5.22
sdaj              0.00     0.00    0.24   27.47     0.00     0.23    16.91     1.19   42.85    4.37   43.19   1.91   5.29
dm-13             0.00     0.00    0.10   27.47     0.00     0.23    16.95     2.12   76.72    3.37   76.99   1.96   5.41
sdak              0.00     0.00    0.24   31.76     0.00     0.26    16.62     1.39   43.58    7.24   43.86   1.77   5.66
dm-14             0.00     0.00    0.10   31.76     0.00     0.26    16.66     2.64   82.92    5.64   83.16   1.81   5.76
sdal              0.00     0.00    0.24   28.41     0.00     0.23    16.66     1.12   39.01    4.13   39.31   1.74   4.98
dm-15             0.00     0.00    0.10   28.41     0.00     0.23    16.70     1.93   67.63    3.59   67.86   1.77   5.05
sdam              0.00     0.00    0.24   28.31     0.00     0.23    16.75     1.27   44.41    5.14   44.75   1.91   5.44
dm-16             0.00     0.00    0.10   28.31     0.00     0.23    16.80     2.30   81.05    5.75   81.31   1.94   5.51
sdan              0.00     0.00    0.24   30.08     0.00     0.25    16.68     1.18   38.76    3.90   39.04   1.66   5.03
dm-17             0.00     0.00    0.10   30.08     0.00     0.25    16.72     2.12   70.34    3.47   70.56   1.69   5.11
sdao              0.00     0.00    0.24   28.55     0.00     0.23    16.68     1.26   43.66    4.83   43.99   1.87   5.40
dm-18             0.00     0.00    0.10   28.55     0.00     0.23    16.72     2.22   77.20    3.24   77.46   1.91   5.48
sdap              0.00     0.00    0.24   25.64     0.00     0.21    16.80     1.20   46.32    5.41   46.71   2.09   5.40
dm-19             0.00     0.00    0.10   25.64     0.00     0.21    16.85     2.03   78.68    3.58   78.97   2.15   5.52
sdaq              0.00     0.00    0.25   29.30     0.00     0.24    16.79     1.28   43.47    4.69   43.80   1.87   5.52
dm-20             0.00     0.00    0.10   29.30     0.00     0.24    16.84     2.30   78.24    3.26   78.50   1.90   5.60
sdar              0.00     0.00    0.24   31.04     0.00     0.26    16.78     1.42   45.43    6.21   45.74   1.83   5.74
dm-21             0.00     0.00    0.10   31.04     0.00     0.26    16.83     2.73   87.58    5.64   87.84   1.89   5.90
