procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 2  0      0 531698496  48044 3585860    0    0  2963   204   60   12  3  6 83  8  0 2020-02-17 09:17:06
 1  0      0 531043712  48044 3586144    0    0   130   153 4225 21768  1  1 97  0  0 2020-02-17 09:17:09
 1  0      0 530177472  48044 3585620    0    0  8549   342 7217 30781  2  3 95  0  0 2020-02-17 09:17:12
 3  0      0 529658784  48044 3591812    0    0   196   233 3181 20346  1  2 97  0  0 2020-02-17 09:17:15
 1  0      0 529663232  48044 3592684    0    0   149   356 1124 16611  0  0 100  0  0 2020-02-17 09:17:18
38 81      0 529035232  48044 3598448    0    0 456896 34939 84270 166220 17 21 35 28  0 2020-02-17 09:17:21
61 66      0 529083264  48044 3598608    0    0 620780 58290 122890 208890 13 25 17 45  0 2020-02-17 09:17:24
27 39      0 529083072  48044 3598876    0    0 613283 69854 135824 218142 13 26 17 44  0 2020-02-17 09:17:27
43 52      0 529082112  48044 3598912    0    0 608968 70866 135525 216707 13 26 16 45  0 2020-02-17 09:17:30
30 61      0 529071744  48044 3599044    0    0 604798 67444 131800 218508 13 26 18 43  0 2020-02-17 09:17:33
48 93      0 529083072  48044 3599092    0    0 610312 71223 131780 215645 13 26 18 44  0 2020-02-17 09:17:36
53 94      0 529084576  48044 3599108    0    0 614586 69267 138121 219925 13 26 17 43  0 2020-02-17 09:17:39
11 105      0 529086464  48044 3599128    0    0 612113 71072 132269 216671 13 26 17 44  0 2020-02-17 09:17:42
43 87      0 529079968  48044 3599172    0    0 613620 66514 131174 212544 13 26 17 44  0 2020-02-17 09:17:45
51 85      0 529086368  48044 3599480    0    0 614226 68316 135889 219277 13 26 17 44  0 2020-02-17 09:17:48
35 56      0 529009344  48044 3599520    0    0 614105 68773 130870 215255 13 26 18 44  0 2020-02-17 09:17:51
47 76      0 529069536  48044 3599620    0    0 604547 73367 134911 218534 13 28 16 44  0 2020-02-17 09:17:54
19 73      0 529075456  48044 3599640    0    0 607725 77361 136562 216391 13 26 15 45  0 2020-02-17 09:17:57
19 99      0 529075296  48044 3599672    0    0 617927 69491 132549 216620 13 25 18 44  0 2020-02-17 09:18:00
 7 126      0 529071104  48044 3599688    0    0 611127 71432 135194 218112 14 26 16 44  0 2020-02-17 09:18:03
46 66      0 529077408  48044 3599360    0    0 598655 66315 132265 213432 13 26 20 41  0 2020-02-17 09:18:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 9 113      0 529076256  48044 3599376    0    0 612124 72707 133265 216654 13 25 17 44  0 2020-02-17 09:18:09
 3 130      0 529090048  37444 3593460    0    0 610947 68906 135997 218828 14 27 15 44  0 2020-02-17 09:18:12
 7 116      0 529071296  48044 3599292    0    0 610551 68790 136892 217388 13 28 15 45  0 2020-02-17 09:18:15
 2 135      0 529099872  48044 3599884    0    0 611919 71416 135401 216972 13 26 14 47  0 2020-02-17 09:18:18
 4 102      0 529060000  48044 3599916    0    0 611572 70385 136902 219629 14 27 15 45  0 2020-02-17 09:18:21
 0 88      0 529136992  48044 3599916    0    0 611601 71627 133512 217714 13 26 16 45  0 2020-02-17 09:18:24
 6 133      0 529136224  48044 3599932    0    0 615421 67658 133003 218281 13 25 19 43  0 2020-02-17 09:18:27
57 88      0 529139200  48044 3599944    0    0 611180 67243 134342 217941 13 26 17 45  0 2020-02-17 09:18:30
69 86      0 529119648  48044 3599808    0    0 607106 69383 133877 218520 14 27 16 44  0 2020-02-17 09:18:33
51 72      0 529128224  48044 3600280    0    0 612019 74831 132276 217793 13 25 17 44  0 2020-02-17 09:18:36
31 46      0 529122208  48044 3600280    0    0 597761 63964 130238 212659 13 25 19 44  0 2020-02-17 09:18:39
68 76      0 529118880  48044 3600308    0    0 613739 71598 135049 219411 14 26 17 44  0 2020-02-17 09:18:42
15 81      0 529110560  48044 3600260    0    0 608983 62403 137550 219186 13 28 15 44  0 2020-02-17 09:18:45
52 79      0 529119264  48044 3600576    0    0 608735 77187 130390 214609 13 25 18 44  0 2020-02-17 09:18:48
38 69      0 529052032  48044 3600576    0    0 613338 69572 134044 218031 14 26 16 44  0 2020-02-17 09:18:51
53 105      0 529119136  48044 3600588    0    0 613741 69467 135536 219187 14 26 17 43  0 2020-02-17 09:18:54
39 94      0 529120896  48044 3600620    0    0 610665 71191 134513 217697 13 25 18 43  0 2020-02-17 09:18:57
30 82      0 529122304  48044 3600572    0    0 613761 66947 135927 217954 13 26 16 45  0 2020-02-17 09:19:00
27 105      0 529105984  48044 3597372    0    0 605120 70959 134966 217293 13 26 18 43  0 2020-02-17 09:19:03
24 87      0 529114144  48044 3600632    0    0 606612 70427 130357 213745 13 25 19 43  0 2020-02-17 09:19:06
24 107      0 529115040  48044 3600660    0    0 612097 71182 135374 217424 13 26 16 45  0 2020-02-17 09:19:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
30 103      0 529120672  48044 3600708    0    0 613327 70235 135520 216744 14 27 16 43  0 2020-02-17 09:19:12
37 91      0 529096128  48044 3600708    0    0 611924 72456 131758 216050 13 26 18 43  0 2020-02-17 09:19:15
27 100      0 529111648  48044 3601512    0    0 608912 66700 134042 218485 13 27 16 45  0 2020-02-17 09:19:18
64 83      0 529038528  48044 3601548    0    0 612381 69305 131402 214979 13 26 17 44  0 2020-02-17 09:19:21
 5 131      0 529108480  48044 3601740    0    0 615159 68005 133647 218940 13 26 18 43  0 2020-02-17 09:19:24
25 82      0 529109280  48044 3601764    0    0 608767 73342 135333 218276 13 25 17 45  0 2020-02-17 09:19:27
 5 118      0 529111840  48044 3601780    0    0 615428 65001 134705 215745 12 26 17 45  0 2020-02-17 09:19:30
 6 86      0 529087840  48044 3602048    0    0 605347 71441 132922 214707 14 27 16 44  0 2020-02-17 09:19:33
 6 118      0 529107072  48044 3602060    0    0 611537 70581 130364 214722 12 25 19 44  0 2020-02-17 09:19:36
 2 111      0 529106208  48044 3602088    0    0 612655 68830 133220 215041 13 25 17 46  0 2020-02-17 09:19:39
 4 115      0 529003968  48044 3602108    0    0 615031 65564 132903 216666 14 25 19 41  0 2020-02-17 09:19:42
 5 144      0 528987520  48044 3601952    0    0 610827 72312 139724 223215 15 28 15 42  0 2020-02-17 09:19:45
41 106      0 529022656  48044 3602456    0    0 611017 73353 140782 228483 15 28 14 43  0 2020-02-17 09:19:48
59 79      0 528885760  48044 3602440    0    0 617707 63664 134573 219991 15 27 15 42  0 2020-02-17 09:19:51
66 74      0 528919232  48044 3602476    0    0 601058 76357 137133 222103 15 28 15 42  0 2020-02-17 09:19:54
26 45      0 529106560  48044 3602508    0    0 616943 61363 135049 219445 14 27 17 42  0 2020-02-17 09:19:57
27 76      0 529105472  48044 3602548    0    0 611252 77450 132120 215537 13 25 18 45  0 2020-02-17 09:20:00
62 78      0 529091168  48044 3602592    0    0 614637 68752 136575 220522 14 27 15 44  0 2020-02-17 09:20:03
55 69      0 529102432  48044 3602616    0    0 612992 70124 133409 216295 13 26 17 44  0 2020-02-17 09:20:06
40 93      0 529103232  48044 3602644    0    0 615497 67935 134585 215706 12 27 14 46  0 2020-02-17 09:20:09
40 99      0 529029248  35708 3605256    0    0 612099 69829 132230 215259 13 26 18 44  0 2020-02-17 09:20:12
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
25 96      0 529087872  48044 3602700    0    0 607850 65491 133185 214538 13 28 15 45  0 2020-02-17 09:20:15
35 61      0 529101760  48044 3603416    0    0 610844 72608 133122 218028 13 25 18 44  0 2020-02-17 09:20:18
30 101      0 529030496  48044 3603440    0    0 613676 70657 137175 219777 14 27 18 41  0 2020-02-17 09:20:21
34 95      0 529097792  48044 3603572    0    0 616898 65619 134291 217321 13 27 18 43  0 2020-02-17 09:20:24
35 95      0 529099168  48044 3603592    0    0 609972 73180 134263 213550 13 26 17 45  0 2020-02-17 09:20:27
33 94      0 529098560  48044 3603620    0    0 611263 69759 136146 217216 13 25 20 42  0 2020-02-17 09:20:30
37 79      0 529086848  48044 3592884    0    0 605691 66318 135996 217068 14 28 15 44  0 2020-02-17 09:20:33
 3 148      0 529094880  48044 3603984    0    0 614716 72198 135353 215370 13 27 16 44  0 2020-02-17 09:20:36
 2 138      0 529099168  48044 3604016    0    0 614092 65124 132017 214491 13 26 17 44  0 2020-02-17 09:20:39
12 111      0 529104992  48044 3603992    0    0 609592 74389 134983 216212 13 27 16 44  0 2020-02-17 09:20:42
 3 140      0 529096512  48044 3604024    0    0 613196 68020 132639 215819 13 26 17 43  0 2020-02-17 09:20:45
 3 135      0 529099136  48044 3604344    0    0 609508 71776 136418 218089 13 26 16 45  0 2020-02-17 09:20:48
17 83      0 529025120  48044 3604372    0    0 610802 70753 134705 215312 14 27 14 45  0 2020-02-17 09:20:51
 3 124      0 529091488  48044 3604436    0    0 609176 63713 134108 218000 13 27 16 44  0 2020-02-17 09:20:54
 0 121      0 529095584  48044 3604460    0    0 609423 73391 132882 216536 13 25 18 44  0 2020-02-17 09:20:57
50 100      0 529096480  48044 3604484    0    0 614234 68786 136380 217299 13 26 17 45  0 2020-02-17 09:21:00
45 72      0 529090624  48044 3604508    0    0 612561 70316 132377 217565 14 27 17 43  0 2020-02-17 09:21:03
66 89      0 529097120  48044 3604524    0    0 611767 72181 136471 218870 13 27 16 44  0 2020-02-17 09:21:06
64 68      0 529098624  48044 3604544    0    0 613343 70632 133691 217229 13 26 17 45  0 2020-02-17 09:21:09
46 125      0 529104512  38956 3596236    0    0 609728 68831 137067 220081 14 28 15 44  0 2020-02-17 09:21:12
44 64      0 529083648  48044 3604772    0    0 609193 66725 134875 215818 13 28 14 45  0 2020-02-17 09:21:15
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
27 81      0 529095936  48044 3605064    0    0 617522 65754 136896 217640 13 27 15 45  0 2020-02-17 09:21:18
44 65      0 529024960  48044 3605396    0    0 609328 73653 130925 214714 13 24 23 40  0 2020-02-17 09:21:21
20 73      0 529099520  48044 3605412    0    0 613444 69180 132375 214943 13 26 18 44  0 2020-02-17 09:21:24
22 71      0 529095616  48044 3605444    0    0 611698 71482 135104 221297 13 27 16 44  0 2020-02-17 09:21:27
24 58      0 529096736  48044 3605496    0    0 615929 63777 133177 215386 13 25 17 45  0 2020-02-17 09:21:30
33 92      0 529082400  48044 3593328    0    0 605124 70343 134981 217651 14 27 17 42  0 2020-02-17 09:21:33
20 81      0 529094720  48044 3605676    0    0 613656 67658 136716 218832 13 27 16 44  0 2020-02-17 09:21:36
25 99      0 529099136  48044 3605664    0    0 613586 69208 131591 215343 12 24 20 44  0 2020-02-17 09:21:39
26 84      0 529100288  48044 3606024    0    0 613729 70223 134206 219955 14 26 18 42  0 2020-02-17 09:21:42
14 98      0 529096032  48044 3606048    0    0 606327 74806 136379 217719 13 27 18 43  0 2020-02-17 09:21:45
