Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/17/2020 	_x86_64_	(64 CPU)

09:17:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:09 AM  all    1.20    0.00    1.38    0.03    0.00    0.09    0.00    0.00    0.00   97.30
09:17:09 AM    0    0.68    0.00    1.01    0.34    0.00    0.00    0.00    0.00    0.00   97.97
09:17:09 AM    1    1.67    0.00    0.33    0.00    0.00    0.33    0.00    0.00    0.00   97.66
09:17:09 AM    2    3.03    0.00    2.02    0.00    0.00    0.67    0.00    0.00    0.00   94.28
09:17:09 AM    3    3.02    0.00    4.70    0.00    0.00    0.34    0.00    0.00    0.00   91.95
09:17:09 AM    4    2.03    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   96.96
09:17:09 AM    5    1.68    0.00    2.35    0.00    0.00    0.67    0.00    0.00    0.00   95.30
09:17:09 AM    6    2.68    0.00    1.68    0.67    0.00    0.00    0.00    0.00    0.00   94.97
09:17:09 AM    7    2.35    0.00    2.68    0.00    0.00    0.34    0.00    0.00    0.00   94.63
09:17:09 AM    8    2.68    0.00    1.68    0.00    0.00    0.34    0.00    0.00    0.00   95.30
09:17:09 AM    9    0.67    0.00    1.68    0.00    0.00    0.00    0.00    0.00    0.00   97.65
09:17:09 AM   10    1.68    0.00    1.68    0.00    0.00    0.34    0.00    0.00    0.00   96.30
09:17:09 AM   11    2.68    0.00    2.68    0.00    0.00    0.00    0.00    0.00    0.00   94.63
09:17:09 AM   12    1.68    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.32
09:17:09 AM   13    2.01    0.00    2.68    0.00    0.00    0.00    0.00    0.00    0.00   95.32
09:17:09 AM   14    1.35    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.64
09:17:09 AM   15    1.34    0.00    3.01    0.00    0.00    0.00    0.00    0.00    0.00   95.65
09:17:09 AM   16    1.34    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   97.99
