Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/17/2020 	_x86_64_	(64 CPU)

09:08:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:08:48 AM  all    1.30    0.00    1.72    0.03    0.00    0.14    0.00    0.00    0.00   96.81
09:08:48 AM    0    0.34    0.00    0.34    0.00    0.00    0.34    0.00    0.00    0.00   98.98
09:08:48 AM    1    2.03    0.00    1.36    0.00    0.00    0.00    0.00    0.00    0.00   96.61
09:08:48 AM    2    3.03    0.00    1.68    0.00    0.00    0.34    0.00    0.00    0.00   94.95
09:08:48 AM    3    3.37    0.00    4.71    0.34    0.00    0.34    0.00    0.00    0.00   91.25
09:08:48 AM    4    2.36    0.00    1.35    0.00    0.00    0.34    0.00    0.00    0.00   95.96
09:08:48 AM    5    3.03    0.00    2.69    0.00    0.00    0.34    0.00    0.00    0.00   93.94
09:08:48 AM    6    1.69    0.00    1.35    0.34    0.00    0.34    0.00    0.00    0.00   96.28
09:08:48 AM    7    1.34    0.00    2.35    0.00    0.00    1.01    0.00    0.00    0.00   95.30
09:08:48 AM    8    2.69    0.00    1.68    0.00    0.00    0.67    0.00    0.00    0.00   94.95
09:08:48 AM    9    0.67    0.00    0.33    0.00    0.00    0.33    0.00    0.00    0.00   98.66
09:08:48 AM   10    2.01    0.00    2.01    0.00    0.00    0.33    0.00    0.00    0.00   95.65
09:08:48 AM   11    0.67    0.00    0.67    0.00    0.00    0.33    0.00    0.00    0.00   98.33
09:08:48 AM   12    1.35    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00   96.96
09:08:48 AM   13    0.67    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.67
09:08:48 AM   14    1.68    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   97.65
09:08:48 AM   15    1.34    0.00    2.01    0.00    0.00    0.00    0.00    0.00    0.00   96.64
09:08:48 AM   16    1.01    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.32
09:08:48 AM   17    2.35    0.00    4.03    0.00    0.00    0.00    0.00    0.00    0.00   93.62
09:08:48 AM   18    1.01    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   98.65
09:08:48 AM   19    1.33    0.00    2.33    0.00    0.00    0.00    0.00    0.00    0.00   96.33
09:08:48 AM   20    1.00    0.00    0.67    0.33    0.00    0.00    0.00    0.00    0.00   97.99
09:08:48 AM   21    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
09:08:48 AM   22    1.68    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   97.64
09:08:48 AM   23    0.67    0.00    2.01    0.00    0.00    0.00    0.00    0.00    0.00   97.32
09:08:48 AM   24    1.35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.65
09:08:48 AM   25    0.67    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.33
09:08:48 AM   26    0.68    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   98.99
09:08:48 AM   27    1.33    0.00    2.33    0.00    0.00    0.00    0.00    0.00    0.00   96.33
09:08:48 AM   28    1.01    0.00    0.67    0.34    0.00    0.00    0.00    0.00    0.00   97.99
09:08:48 AM   29    1.00    0.00    1.67    0.33    0.00    0.00    0.00    0.00    0.00   97.00
09:08:48 AM   30    0.67    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   98.99
09:08:48 AM   31    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
09:08:48 AM   32    0.34    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.99
09:08:48 AM   33    0.34    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00   97.97
09:08:48 AM   34    1.37    0.00    1.71    0.00    0.00    0.00    0.00    0.00    0.00   96.92
09:08:48 AM   35    2.74    0.00    5.82    0.00    0.00    0.00    0.00    0.00    0.00   91.44
09:08:48 AM   36    2.38    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.58
09:08:48 AM   37    5.54    0.00   12.80    0.00    0.00    1.73    0.00    0.00    0.00   79.93
09:08:48 AM   38    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
09:08:48 AM   39    2.69    0.00    4.71    0.00    0.00    0.00    0.00    0.00    0.00   92.59
09:08:48 AM   40    2.36    0.00    1.01    0.00    0.00    0.34    0.00    0.00    0.00   96.28
09:08:48 AM   41    5.88    0.00   14.53    0.00    0.00    1.38    0.00    0.00    0.00   78.20
09:08:48 AM   42    2.35    0.00    1.68    0.00    0.00    0.00    0.00    0.00    0.00   95.97
09:08:48 AM   43    1.00    0.00    2.34    0.00    0.00    0.00    0.00    0.00    0.00   96.66
09:08:48 AM   44    1.69    0.00    0.68    0.00    0.00    0.00    0.00    0.00    0.00   97.63
09:08:48 AM   45    1.34    0.00    2.68    0.00    0.00    0.00    0.00    0.00    0.00   95.99
09:08:48 AM   46    1.35    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   98.31
