Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/12/2020 	_x86_64_	(32 CPU)

02/12/2020 10:13:34 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.46    0.00    7.58   15.22    0.00   73.73

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sds               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    2.00    2.00    0.00   2.00   0.07
sdt               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.01   20.00   20.00    0.00  20.00   0.67
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    2.00    2.00    0.00   2.00   0.07
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdv               0.00     0.00    2.33    1.00     0.00     0.00     1.70     0.01    2.00    1.00    4.33   2.00   0.67
dm-4              0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    2.33    1.17    4.67   2.33   0.70
sdw               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    1.00    1.00    0.00   1.00   0.03
dm-5              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdx               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.01   23.00   23.00    0.00  23.00   0.77
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdy               0.00     0.00    0.33   35.67     0.00     0.28    15.93     0.27    7.44   23.00    7.29   1.19   4.27
dm-7              0.00     0.00    0.00   35.67     0.00     0.28    16.00     0.30    8.54    0.00    8.54   1.07   3.83
sdz               0.00     0.00    0.33   42.00     0.00     0.33    16.19     0.36    8.38    3.00    8.42   0.95   4.03
dm-8              0.00     0.00    0.00   42.00     0.00     0.33    16.25     0.45   10.69    0.00   10.69   0.98   4.13
sdaa              0.00     0.00    0.33   38.67     0.00     0.35    18.26     0.38    9.77    3.00    9.83   1.14   4.43
dm-9              0.00     0.00    0.00   38.67     0.00     0.35    18.34     0.45   11.56    0.00   11.56   1.16   4.50
sdab              0.00     0.00    0.33   36.67     0.00     0.29    15.93     0.31    8.25    4.00    8.29   1.29   4.77
dm-10             0.00     0.00    0.00   36.67     0.00     0.29    16.00     0.37    9.99    0.00    9.99   1.39   5.10
sdac              0.00     0.00    0.33   42.33     0.00     0.33    15.94     0.41    9.48   39.00    9.25   1.33   5.67
dm-11             0.00     0.00    0.00   42.33     0.00     0.33    16.00     0.46   10.76    0.00   10.76   1.12   4.73
sdad              0.00     0.00    0.33   33.67     0.00     0.30    18.27     0.32    9.50    3.00    9.56   1.08   3.67
dm-12             0.00     0.00    0.00   33.67     0.00     0.30    18.38     0.39   11.59    0.00   11.59   1.16   3.90
sdae              0.00     0.00    0.33   40.00     0.00     0.32    16.33     0.48   11.86   34.00   11.68   1.32   5.33
dm-13             0.00     0.00    0.00   40.00     0.00     0.32    16.40     0.58   14.60    0.00   14.60   1.12   4.50
sdaf              0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
dm-14             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdag              0.00     0.00    2.33    1.00     0.00     0.00     1.70     0.01    1.90    1.00    4.00   1.90   0.63
dm-15             0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    2.00    1.00    4.00   2.00   0.60
sdah              0.00     0.00    0.33    1.00     0.00     0.02    26.00     0.00    3.00    1.00    3.67   3.00   0.40
dm-16             0.00     0.00    0.00    1.00     0.00     0.02    32.00     0.00    3.67    0.00    3.67   3.67   0.37
sdai              0.00     0.00    0.33    0.33     0.00     0.01    23.50     0.01    6.50    0.00   13.00  14.50   0.97
