Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/08/2020 	_x86_64_	(8 CPU)

09:53:12 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:15 AM  all    5.26    0.00    9.27    6.07    0.00    1.84    0.00    0.00    0.00   77.55
09:53:15 AM    0    4.66    0.00   10.39    4.30    0.00    0.36    0.00    0.00    0.00   80.29
09:53:15 AM    1    3.48    0.00    9.06    0.35    0.00    0.00    0.00    0.00    0.00   87.11
09:53:15 AM    2    5.00    0.00   10.36    5.36    0.00    1.07    0.00    0.00    0.00   78.21
09:53:15 AM    3    3.51    0.00   10.18    0.70    0.00    0.35    0.00    0.00    0.00   85.26
09:53:15 AM    4    4.12    0.00    5.24    0.75    0.00    7.12    0.00    0.00    0.00   82.77
09:53:15 AM    5   11.36    0.00   14.29   28.57    0.00    2.56    0.00    0.00    0.00   43.22
09:53:15 AM    6    7.19    0.00   10.79    8.99    0.00    1.44    0.00    0.00    0.00   71.58
09:53:15 AM    7    2.57    0.00    3.68    0.00    0.00    2.21    0.00    0.00    0.00   91.54

09:53:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:18 AM  all    4.26    0.00    7.50    6.06    0.00    2.02    0.00    0.00    0.00   80.16
09:53:18 AM    0    4.93    0.00   10.21    5.28    0.00    0.70    0.00    0.00    0.00   78.87
09:53:18 AM    1    2.77    0.00    6.92    0.69    0.00    0.00    0.00    0.00    0.00   89.62
09:53:18 AM    2    3.99    0.00    7.61    7.61    0.00    1.09    0.00    0.00    0.00   79.71
09:53:18 AM    3    0.72    0.00    2.87    0.00    0.00    0.72    0.00    0.00    0.00   95.70
09:53:18 AM    4    3.70    0.00    5.56    0.74    0.00    7.41    0.00    0.00    0.00   82.59
09:53:18 AM    5   10.51    0.00   13.41   26.45    0.00    2.90    0.00    0.00    0.00   46.74
09:53:18 AM    6    5.65    0.00   10.25    7.42    0.00    1.77    0.00    0.00    0.00   74.91
09:53:18 AM    7    1.81    0.00    3.26    0.72    0.00    2.17    0.00    0.00    0.00   92.03

09:53:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:21 AM  all    4.87    0.00    7.64    6.48    0.00    1.83    0.00    0.00    0.00   79.18
09:53:21 AM    0    5.30    0.00   10.95    3.18    0.00    0.71    0.00    0.00    0.00   79.86
09:53:21 AM    1    3.15    0.00    5.24    0.35    0.00    0.35    0.00    0.00    0.00   90.91
09:53:21 AM    2    6.50    0.00    8.30    8.66    0.00    1.08    0.00    0.00    0.00   75.45
09:53:21 AM    3    2.82    0.00    4.93    0.35    0.00    0.35    0.00    0.00    0.00   91.55
09:53:21 AM    4    2.94    0.00    8.46    0.00    0.00    8.09    0.00    0.00    0.00   80.51
09:53:21 AM    5   11.72    0.00   12.09   30.77    0.00    1.47    0.00    0.00    0.00   43.96
09:53:21 AM    6    5.38    0.00    7.17    7.89    0.00    1.08    0.00    0.00    0.00   78.49
09:53:21 AM    7    1.80    0.00    3.24    0.72    0.00    1.80    0.00    0.00    0.00   92.45

09:53:21 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:24 AM  all    3.89    0.00    6.89    3.04    0.00    1.52    0.00    0.00    0.00   84.65
09:53:24 AM    0    2.88    0.00    7.55    1.80    0.00    0.72    0.00    0.00    0.00   87.05
09:53:24 AM    1    1.40    0.00    4.21    0.70    0.00    0.70    0.00    0.00    0.00   92.98
09:53:24 AM    2    2.48    0.00    5.32    3.19    0.00    0.35    0.00    0.00    0.00   88.65
09:53:24 AM    3    1.05    0.00    3.50    0.00    0.00    0.00    0.00    0.00    0.00   95.45
09:53:24 AM    4    8.70    0.00   13.41    7.61    0.00    5.07    0.00    0.00    0.00   65.22
09:53:24 AM    5   10.11    0.00   14.80    9.03    0.00    2.53    0.00    0.00    0.00   63.54
09:53:24 AM    6    3.23    0.00    4.30    2.15    0.00    1.08    0.00    0.00    0.00   89.25
09:53:24 AM    7    1.82    0.00    2.55    0.36    0.00    1.45    0.00    0.00    0.00   93.82

09:53:24 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:27 AM  all    5.34    0.00   10.50    2.56    0.00    1.97    0.00    0.00    0.00   79.63
09:53:27 AM    0    3.61    0.00    6.50    0.72    0.00    1.08    0.00    0.00    0.00   88.09
09:53:27 AM    1    2.50    0.00    9.29    0.36    0.00    1.07    0.00    0.00    0.00   86.79
09:53:27 AM    2    4.29    0.00    6.43    1.07    0.00    0.71    0.00    0.00    0.00   87.50
09:53:27 AM    3    2.46    0.00    8.10    0.70    0.00    1.06    0.00    0.00    0.00   87.68
09:53:27 AM    4   10.79    0.00   16.55   10.07    0.00    4.68    0.00    0.00    0.00   57.91
09:53:27 AM    5   10.36    0.00   19.64    6.79    0.00    4.29    0.00    0.00    0.00   58.93
09:53:27 AM    6    4.64    0.00   10.00    1.07    0.00    2.14    0.00    0.00    0.00   82.14
09:53:27 AM    7    3.66    0.00    7.33    0.37    0.00    1.83    0.00    0.00    0.00   86.81

09:53:27 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:30 AM  all    5.04    0.00    8.43    2.32    0.00    1.78    0.00    0.00    0.00   82.43
09:53:30 AM    0    5.34    0.00    7.12    0.36    0.00    1.07    0.00    0.00    0.00   86.12
09:53:30 AM    1    3.11    0.00   10.73    0.35    0.00    0.69    0.00    0.00    0.00   85.12
09:53:30 AM    2    3.61    0.00    5.78    0.72    0.00    0.36    0.00    0.00    0.00   89.53
09:53:30 AM    3    2.45    0.00    6.29    0.35    0.00    0.00    0.00    0.00    0.00   90.91
09:53:30 AM    4   10.79    0.00   15.47    7.19    0.00    5.04    0.00    0.00    0.00   61.51
09:53:30 AM    5   10.22    0.00   13.87    8.03    0.00    2.92    0.00    0.00    0.00   64.96
09:53:30 AM    6    2.91    0.00    4.00    0.73    0.00    1.82    0.00    0.00    0.00   90.55
09:53:30 AM    7    2.50    0.00    5.00    0.00    0.00    1.79    0.00    0.00    0.00   90.71

09:53:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:33 AM  all    4.83    0.00    8.59    9.36    0.00    2.06    0.00    0.00    0.00   75.16
09:53:33 AM    0    2.54    0.00    5.80   14.13    0.00    0.36    0.00    0.00    0.00   77.17
09:53:33 AM    1    1.40    0.00    5.59    5.24    0.00    0.35    0.00    0.00    0.00   87.41
09:53:33 AM    2    3.23    0.00   10.75    9.32    0.00    0.72    0.00    0.00    0.00   75.99
09:53:33 AM    3    2.77    0.00    9.00    3.46    0.00    0.35    0.00    0.00    0.00   84.43
09:53:33 AM    4   10.62    0.00   12.82   14.29    0.00    6.23    0.00    0.00    0.00   56.04
09:53:33 AM    5    9.70    0.00   15.30   14.93    0.00    5.60    0.00    0.00    0.00   54.48
09:53:33 AM    6    3.23    0.00    5.38   11.11    0.00    1.08    0.00    0.00    0.00   79.21
09:53:33 AM    7    5.00    0.00    4.29    3.57    0.00    1.79    0.00    0.00    0.00   85.36

09:53:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:36 AM  all    4.94    0.00    8.67    2.27    0.00    1.69    0.00    0.00    0.00   82.43
09:53:36 AM    0    2.49    0.00    6.05    0.36    0.00    1.07    0.00    0.00    0.00   90.04
09:53:36 AM    1    2.09    0.00    7.67    0.35    0.00    0.70    0.00    0.00    0.00   89.20
09:53:36 AM    2    4.26    0.00    9.93    0.71    0.00    0.35    0.00    0.00    0.00   84.75
09:53:36 AM    3    2.78    0.00    7.29    0.35    0.00    0.35    0.00    0.00    0.00   89.24
09:53:36 AM    4   10.43    0.00   14.03    9.35    0.00    4.32    0.00    0.00    0.00   61.87
09:53:36 AM    5   11.87    0.00   16.55    6.47    0.00    3.60    0.00    0.00    0.00   61.51
09:53:36 AM    6    3.55    0.00    4.26    0.71    0.00    1.42    0.00    0.00    0.00   90.07
09:53:36 AM    7    2.53    0.00    3.61    0.36    0.00    2.17    0.00    0.00    0.00   91.34

09:53:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:53:39 AM  all    4.47    0.00    7.10    2.23    0.00    1.56    0.00    0.00    0.00   84.63
09:53:39 AM    0    2.90    0.00    5.07    0.36    0.00    0.72    0.00    0.00    0.00   90.94
09:53:39 AM    1    1.05    0.00    4.20    0.35    0.00    0.70    0.00    0.00    0.00   93.71
09:53:39 AM    2    4.26    0.00    7.45    0.35    0.00    0.35    0.00    0.00    0.00   87.59
09:53:39 AM    3    2.46    0.00    5.28    0.35    0.00    0.70    0.00    0.00    0.00   91.20
09:53:39 AM    4   11.31    0.00   16.06    7.30    0.00    4.38    0.00    0.00    0.00   60.95
09:53:39 AM    5   10.29    0.00   12.13    8.09    0.00    2.57    0.00    0.00    0.00   66.91
09:53:39 AM    6    2.49    0.00    4.27    0.71    0.00    1.07    0.00    0.00    0.00   91.46
