Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/08/2020 	_x86_64_	(8 CPU)

09:16:57 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:00 AM  all    7.57    0.00    6.96    0.79    0.00    1.31    0.00    0.00    0.00   83.38
09:17:00 AM    0    7.07    0.00    9.89    0.00    0.00    1.06    0.00    0.00    0.00   81.98
09:17:00 AM    1    5.99    0.00    6.34    0.00    0.00    4.23    0.00    0.00    0.00   83.45
09:17:00 AM    2    6.05    0.00    7.47    3.20    0.00    1.07    0.00    0.00    0.00   82.21
09:17:00 AM    3    6.87    0.00    6.53    1.37    0.00    0.69    0.00    0.00    0.00   84.54
09:17:00 AM    4    7.09    0.00    7.45    0.00    0.00    1.77    0.00    0.00    0.00   83.69
09:17:00 AM    5   13.31    0.00    5.12    0.34    0.00    1.02    0.00    0.00    0.00   80.20
09:17:00 AM    6    6.41    0.00    6.41    1.42    0.00    0.71    0.00    0.00    0.00   85.05
09:17:00 AM    7    6.83    0.00    6.83    0.00    0.00    0.68    0.00    0.00    0.00   85.67

09:17:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:03 AM  all    8.30    0.00    6.63    2.24    0.00    2.28    0.00    0.00    0.00   80.54
09:17:03 AM    0    7.83    0.00    7.47    0.36    0.00    0.71    0.00    0.00    0.00   83.63
09:17:03 AM    1    6.71    0.00    6.36    1.06    0.00    7.07    0.00    0.00    0.00   78.80
09:17:03 AM    2    9.39    0.00    7.58    2.53    0.00    1.08    0.00    0.00    0.00   79.42
09:17:03 AM    3    6.55    0.00    6.90    4.14    0.00    0.69    0.00    0.00    0.00   81.72
09:17:03 AM    4    9.57    0.00    6.03    2.84    0.00    1.77    0.00    0.00    0.00   79.79
09:17:03 AM    5   13.45    0.00    4.48    2.76    0.00    1.72    0.00    0.00    0.00   77.59
09:17:03 AM    6    5.99    0.00   11.62    1.06    0.00    1.76    0.00    0.00    0.00   79.58
09:17:03 AM    7    7.29    0.00    2.78    3.47    0.00    2.78    0.00    0.00    0.00   83.68

09:17:03 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:06 AM  all   11.58    0.00   17.65   34.62    0.00    7.33    0.00    0.00    0.00   28.82
09:17:06 AM    0   12.27    0.00   16.61   36.10    0.00    8.66    0.00    0.00    0.00   26.35
09:17:06 AM    1    7.14    0.00   13.91   31.58    0.00    8.65    0.00    0.00    0.00   38.72
09:17:06 AM    2    9.75    0.00   18.41   35.02    0.00    4.33    0.00    0.00    0.00   32.49
09:17:06 AM    3    8.52    0.00   12.22   35.19    0.00    6.67    0.00    0.00    0.00   37.41
09:17:06 AM    4   14.44    0.00   22.89   32.75    0.00    9.15    0.00    0.00    0.00   20.77
09:17:06 AM    5   15.36    0.00   18.21   42.86    0.00    9.29    0.00    0.00    0.00   14.29
09:17:06 AM    6   11.47    0.00   23.30   22.58    0.00    4.66    0.00    0.00    0.00   37.99
09:17:06 AM    7   13.48    0.00   15.25   40.07    0.00    7.80    0.00    0.00    0.00   23.40

09:17:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:09 AM  all    9.47    0.00   17.38   46.80    0.00    8.05    0.00    0.00    0.00   18.30
09:17:09 AM    0    8.52    0.00   18.52   51.48    0.00    8.52    0.00    0.00    0.00   12.96
09:17:09 AM    1    7.12    0.00   13.48   43.82    0.00   10.49    0.00    0.00    0.00   25.09
09:17:09 AM    2    9.56    0.00   13.24   55.88    0.00    4.41    0.00    0.00    0.00   16.91
09:17:09 AM    3    6.51    0.00   15.33   39.08    0.00    6.51    0.00    0.00    0.00   32.57
09:17:09 AM    4   11.68    0.00   20.80   44.89    0.00   12.41    0.00    0.00    0.00   10.22
09:17:09 AM    5   13.04    0.00   14.49   51.09    0.00   11.23    0.00    0.00    0.00   10.14
09:17:09 AM    6    9.96    0.00   31.67   35.23    0.00    3.91    0.00    0.00    0.00   19.22
09:17:09 AM    7    9.19    0.00   11.03   53.31    0.00    6.62    0.00    0.00    0.00   19.85

09:17:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:12 AM  all    9.71    0.00   17.82   46.31    0.00    8.39    0.00    0.00    0.00   17.78
09:17:12 AM    0    8.82    0.00   20.59   42.65    0.00    9.19    0.00    0.00    0.00   18.75
09:17:12 AM    1    9.52    0.00   14.29   46.52    0.00   11.36    0.00    0.00    0.00   18.32
09:17:12 AM    2    8.52    0.00   21.85   46.30    0.00    4.81    0.00    0.00    0.00   18.52
09:17:12 AM    3    7.49    0.00   12.36   56.18    0.00    6.37    0.00    0.00    0.00   17.60
09:17:12 AM    4   12.27    0.00   19.49   38.27    0.00   10.47    0.00    0.00    0.00   19.49
09:17:12 AM    5   13.45    0.00   16.00   45.45    0.00   11.64    0.00    0.00    0.00   13.45
09:17:12 AM    6    7.94    0.00   24.19   45.49    0.00    4.69    0.00    0.00    0.00   17.69
09:17:12 AM    7    9.35    0.00   12.95   50.72    0.00    8.63    0.00    0.00    0.00   18.35

09:17:12 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:15 AM  all   10.43    0.00   19.17   44.29    0.00    8.48    0.00    0.00    0.00   17.63
09:17:15 AM    0    8.66    0.00   14.08   52.71    0.00    9.03    0.00    0.00    0.00   15.52
09:17:15 AM    1    7.41    0.00   14.44   49.26    0.00    9.26    0.00    0.00    0.00   19.63
09:17:15 AM    2   10.39    0.00   31.18   32.97    0.00    2.87    0.00    0.00    0.00   22.58
09:17:15 AM    3   10.37    0.00   17.78   41.48    0.00    9.26    0.00    0.00    0.00   21.11
09:17:15 AM    4   11.87    0.00   15.83   50.00    0.00   10.79    0.00    0.00    0.00   11.51
09:17:15 AM    5   12.41    0.00   14.60   46.72    0.00   14.96    0.00    0.00    0.00   11.31
09:17:15 AM    6   10.32    0.00   30.96   35.23    0.00    4.27    0.00    0.00    0.00   19.22
09:17:15 AM    7   11.55    0.00   14.44   45.85    0.00    7.58    0.00    0.00    0.00   20.58

09:17:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:17:18 AM  all    9.41    0.00   17.91   45.68    0.00    8.36    0.00    0.00    0.00   18.64
09:17:18 AM    0    9.06    0.00   13.41   55.43    0.00    9.42    0.00    0.00    0.00   12.68
09:17:18 AM    1    5.15    0.00   13.24   46.32    0.00    9.56    0.00    0.00    0.00   25.74
