procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 2  0      0 6073020  17160 3742788    0    0  3338 11349   15   24  4  7 86  4  0 2020-02-08 09:16:57
 1  0      0 5867592  17160 3743284    0    0 122815 14394 4759 17526  8  8 83  1  0 2020-02-08 09:17:00
 6  0      0 5852088  17160 3743764    0    0 123696 14704 6329 17612  8  9 80  2  0 2020-02-08 09:17:03
10  8      0 5831500  17160 3743900    0    0 120130 16301 23716 31424 12 25 29 35  0 2020-02-08 09:17:06
 9  8      0 5830404  17160 3743980    0    0 121963 16186 26668 33935 10 25 18 47  0 2020-02-08 09:17:09
 3 11      0 5830192  17160 3743996    0    0 123532 12454 26341 33026 10 26 18 46  0 2020-02-08 09:17:12
15  8      0 5830736  17160 3744136    0    0 122957 12128 26377 32935 10 28 18 44  0 2020-02-08 09:17:15
 3 10      0 5831040  17160 3744136    0    0 125220 10704 26090 33301  9 26 19 46  0 2020-02-08 09:17:18
 1 10      0 5831348  17160 3744136    0    0 123295 10901 26343 33188 10 26 17 47  0 2020-02-08 09:17:21
 7  9      0 5828752  17160 3744276    0    0 125101  9239 25579 31497  9 25 19 48  0 2020-02-08 09:17:24
 4 10      0 5830228  17160 3744272    0    0 125513  9496 25991 32730 11 27 18 44  0 2020-02-08 09:17:27
 1 10      0 5830440  17160 3744292    0    0 126220  6419 26201 32548 10 26 18 45  0 2020-02-08 09:17:30
 2 11      0 5817512  17160 3744440    0    0 126587  5758 26045 32429 10 27 17 46  0 2020-02-08 09:17:33
 4 11      0 5809116  17160 3744412    0    0 123607 11143 27344 34821 14 34 13 40  0 2020-02-08 09:17:36
 0 11      0 5810848  17160 3744424    0    0 125331  8801 25936 31447 14 26 16 44  0 2020-02-08 09:17:39
 2 10      0 5829400  17160 3743968    0    0 126024  6446 26668 32828 17 29 14 40  0 2020-02-08 09:17:42
 3 10      0 5829120  17160 3744444    0    0 126408  6463 26225 32413 11 29 19 41  0 2020-02-08 09:17:45
 2 10      0 5830916  17160 3744440    0    0 125752  6423 26087 32626 11 26 18 45  0 2020-02-08 09:17:48
 2 10      0 5830528  17160 3744464    0    0 126631  5520 25108 31413  9 25 17 49  0 2020-02-08 09:17:51
 2 10      0 5824652  17160 3744600    0    0 126287  6575 26460 33012 10 27 17 46  0 2020-02-08 09:17:54
