Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/20/2020 	_x86_64_	(128 CPU)

02/20/2020 09:31:43 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.20    0.00    2.10    5.28    0.00   91.42

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.03    0.00     0.00     0.00    56.00     0.00    0.16    0.16    0.00   0.14   0.00
sdf               0.00     0.00   14.51    0.00     0.06     0.00     8.05     0.00    0.16    0.16    8.67   0.16   0.22
sde               0.00     0.00   14.51    0.00     0.06     0.00     8.05     0.00    0.16    0.16    5.67   0.16   0.23
sdc               0.02     0.11    3.23   20.72     0.15     0.29    37.31     0.24   10.22    3.33   11.30   1.56   3.73
sdg               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    6.00   0.16   0.23
sdi               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    3.67   0.16   0.23
sdd               0.00     0.00   35.77    2.37     0.14     0.00     7.84     0.01    0.32    0.13    3.25   0.32   1.21
sdh               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    6.67   0.16   0.23
sdk               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    5.33   0.16   0.23
sdl               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    7.00   0.16   0.23
sdm               0.00     0.00   14.56    0.32     0.06     0.00     8.04     0.00    0.22    0.15    3.31   0.22   0.33
sdj               0.00     0.00   14.57    0.00     0.06     0.00     8.04     0.00    0.16    0.16    4.57   0.16   0.23
sdo               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.15    5.00   0.15   0.22
sdp               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    6.00   0.16   0.23
sdn               0.00     0.00   30.67    0.00     0.13     0.00     8.73     0.00    0.13    0.13   10.00   0.13   0.38
sdq               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    6.67   0.16   0.23
sds               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    5.40   0.16   0.23
sdr               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    5.67   0.16   0.23
sdw               0.00     0.00   30.91    0.00     0.13     0.00     8.70     0.00    0.12    0.12    0.33   0.12   0.38
sdt               0.00     0.00   14.51    0.00     0.06     0.00     8.04     0.00    0.16    0.16    4.57   0.16   0.23
sdu               0.00     0.00   14.57    0.32     0.06     0.00     8.04     0.00    0.17    0.16    0.98   0.17   0.26
sdv               0.00     0.00   14.51    0.00     0.06     0.00     8.07     0.00    0.16    0.16    0.20   0.15   0.22
sdx               0.00     0.00   31.98   17.04     0.16     0.09    10.74     0.05    0.94    0.13    2.46   0.75   3.66
sdz               0.00     0.00 3630.36   12.97    29.07     0.13    16.41    24.42    6.70    6.71    3.52   0.11  39.46
sdaa              0.00     0.00 3652.79   12.13    29.23     0.11    16.39    26.39    7.20    7.21    3.61   0.11  39.65
sdab              0.00     0.00 3636.79   13.76    29.12     0.14    16.41    24.99    6.84    6.85    3.66   0.11  40.53
sdy               0.00     0.00 3637.25   12.90    29.12     0.12    16.41    24.91    6.82    6.83    3.59   0.11  39.32
sda               0.00     0.13    5.19    6.94     0.09     0.06    25.34     0.33   27.25    3.93   44.69   2.56   3.11
dm-0              0.00     0.00    3.34   20.83     0.15     0.29    36.97     0.25   10.36    3.38   11.48   1.54   3.72
sdac              0.00     0.00    0.25    0.00     0.00     0.00     8.01     0.00    0.67    0.66    3.62   0.64   0.02
dm-1              0.00     0.00    0.10    0.00     0.00     0.00     8.03     0.00    0.77    0.73    3.75   0.75   0.01
sdad              0.00     0.00    0.77    0.00     0.00     0.00     8.00     0.00    0.58    0.58    0.00   0.57   0.04
dm-2              0.00     0.00    0.62    0.00     0.00     0.00     8.00     0.00    0.63    0.63    0.00   0.62   0.04
sdae              0.00     0.00    2.65    0.97     0.01     0.00     3.25     0.01    1.62    0.70    4.11   1.60   0.58
dm-3              0.00     0.00    2.51    0.97     0.00     0.00     3.05     0.01    1.75    0.80    4.22   1.73   0.60
sdaf              0.00     0.00    0.25    0.00     0.00     0.00     8.01     0.00    0.82    0.81    3.86   0.75   0.02
dm-4              0.00     0.00    0.10    0.00     0.00     0.00     8.03     0.00    0.80    0.76    3.86   0.77   0.01
sdag              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.79    0.78    8.33   0.75   0.02
dm-5              0.00     0.00    0.11    0.00     0.00     0.00     7.99     0.00    0.97    0.93    8.33   0.93   0.01
sdah              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.78    0.76    5.00   0.73   0.02
dm-6              0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.93    0.88    5.14   0.91   0.01
sdai              0.00     0.00    2.66    1.40     0.01     0.00     4.62     0.01    1.91    0.73    4.15   1.88   0.77
dm-7              0.00     0.00    2.52    1.40     0.01     0.00     4.50     0.01    2.07    0.85    4.26   2.03   0.80
sdaj              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.84    0.83    5.33   0.80   0.02
dm-8              0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.15    1.13    5.33   1.13   0.01
sdak              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.88    0.87    5.67   0.84   0.02
dm-9              0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.21    1.19    5.67   1.19   0.01
sdal              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.90    0.88    6.67   0.85   0.02
dm-10             0.00     0.00    0.11    0.00     0.00     0.00     7.99     0.00    1.18    1.16    6.67   1.16   0.01
sdam              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.75    0.73    8.33   0.70   0.02
dm-11             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.88    0.84    8.33   0.85   0.01
sdan              0.00     0.00    0.25    0.32     0.00     0.00     8.00     0.00    2.66    0.92    4.01   2.63   0.15
dm-12             0.00     0.00    0.11    0.32     0.00     0.00     8.00     0.00    3.43    1.26    4.15   3.41   0.15
sdao              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.94    0.93    5.33   0.89   0.02
dm-13             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.26    1.24    5.33   1.23   0.01
sdap              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.79    0.78    6.67   0.75   0.02
dm-14             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.94    0.91    6.67   0.91   0.01
sdaq              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.80    0.79    8.67   0.76   0.02
dm-15             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.94    0.91    8.67   0.92   0.01
sdar              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.86    0.84    9.67   0.80   0.02
dm-16             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.99    0.94    9.67   0.95   0.01
sdas              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    1.00    1.00    3.67   0.95   0.02
dm-17             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.33    1.32    3.67   1.31   0.01
sdat              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.97    0.95    9.00   0.93   0.02
dm-18             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.33    1.29    9.00   1.31   0.01
sdau              0.00     0.00    0.25    0.00     0.00     0.00     8.88     0.00    1.03    1.01    8.40   0.98   0.02
dm-19             0.00     0.00    0.10    0.00     0.00     0.00    10.08     0.00    1.47    1.41    8.40   1.41   0.01
sdav              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    1.19    1.18    8.00   1.16   0.03
dm-20             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.69    1.64    8.00   1.67   0.02
sdaw              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    0.89    0.86    7.80   0.84   0.02
dm-21             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.03    0.97    8.00   1.00   0.01
sdax              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    1.14    1.14    0.67   1.09   0.03
dm-22             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    1.67    1.67    0.67   1.64   0.02
sday              0.00     0.00    0.25    0.00     0.00     0.00     8.00     0.00    1.41    1.42    0.83   1.37   0.03
dm-23             0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    2.18    2.20    0.83   2.16   0.02
sdaz              0.00     0.00    1.01    6.66     0.01     0.07    20.85     0.05    6.13    7.81    5.87   1.67   1.28
dm-24             0.00     0.00    0.87    6.66     0.01     0.07    21.10     0.06    7.69    8.16    7.63   1.62   1.22
sdba              0.00     0.00    1.11    6.89     0.01     0.07    21.25     0.05    6.19    6.32    6.17   1.65   1.32
dm-25             0.00     0.00    0.96    6.89     0.01     0.07    21.50     0.07    8.73    6.45    9.05   1.62   1.28
sdbb              0.00     0.00    0.25    0.32     0.00     0.00     8.00     0.00    1.60    1.59    1.61   1.49   0.09
dm-26             0.00     0.00    0.11    0.32     0.00     0.00     8.00     0.00    1.80    2.12    1.69   1.68   0.07
sdbc              0.00     0.00    0.25    6.64     0.00     0.06    18.10     0.04    6.26    5.09    6.30   0.87   0.60
dm-27             0.00     0.00    0.10    6.64     0.00     0.06    18.31     0.06    9.03    4.76    9.09   0.81   0.55
sdbd              0.00     0.00    0.25    6.77     0.00     0.06    17.61     0.04    5.88    5.72    5.88   1.00   0.70
dm-28             0.00     0.00    0.11    6.77     0.00     0.06    17.81     0.05    7.69    4.76    7.74   0.92   0.63
sdbe              0.00     0.00    0.25    8.56     0.00     0.05    11.49     0.03    3.39    1.78    3.43   2.89   2.55
dm-29             0.00     0.00    0.11    8.56     0.00     0.05    11.55     0.03    3.53    3.18    3.54   3.02   2.62

02/20/2020 09:31:46 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.08    0.00    1.10    0.13    0.00   97.70

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sde               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.50    0.50    0.00   0.50   0.03
sdc               0.00     0.00    0.00   24.67     0.00     0.20    16.65     0.10    4.19    0.00    4.19   0.81   2.00
sdg               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdi               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdd               0.00     0.00   29.33    2.33     0.10     0.00     6.53     0.01    0.34    0.10    3.29   0.34   1.07
sdh               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdk               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdl               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdm               0.00     0.00    0.67    0.33     0.00     0.00     8.00     0.00    1.00    0.00    3.00   1.00   0.10
sdj               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdo               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdp               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdn               0.00     0.00   24.67    0.00     0.10     0.00     8.00     0.00    0.05    0.05    0.00   0.05   0.13
sdq               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sds               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.50    0.50    0.00   0.50   0.03
sdw               0.00     0.00   25.33    0.00     0.10     0.00     7.82     0.00    0.08    0.08    0.00   0.08   0.20
sdt               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.50    0.50    0.00   0.50   0.03
sdu               0.00     0.00    0.67    0.33     0.00     0.00     8.00     0.00    0.33    0.00    1.00   0.33   0.03
sdv               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdx               0.00     0.00   25.33   25.33     0.11     0.04     5.84     0.09    1.81    0.13    3.49   1.38   6.97
sdz               0.00     0.00    6.33    0.67     0.06     0.01    19.14     0.02    3.14    3.16    3.00   3.14   2.20
sdaa              0.00     0.00   21.00    0.33     0.16     0.00    15.28     0.06    2.64    2.63    3.00   2.64   5.63
sdab              0.00     0.00   30.33    1.00     0.17     0.01    11.66     0.08    2.47    2.46    2.67   2.47   7.73
sdy               0.00     0.00    6.67    2.00     0.05     0.02    16.04     0.03    3.69    3.80    3.33   3.58   3.10
sda               0.00     0.00    0.00    6.00     0.00     0.03    10.67     0.05    7.72    0.00    7.72   2.72   1.63
dm-0              0.00     0.00    0.00   24.67     0.00     0.20    16.65     0.10    4.19    0.00    4.19   0.81   2.00
sdac              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdad              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdae              0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    1.67    0.50    4.00   1.67   0.50
dm-3              0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    1.67    0.50    4.00   1.67   0.50
sdaf              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdag              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdah              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdai              0.00     0.00    2.00    1.33     0.00     0.00     1.70     0.01    2.20    0.33    5.00   2.20   0.73
dm-7              0.00     0.00    2.00    1.33     0.00     0.00     1.70     0.01    2.30    0.50    5.00   2.30   0.77
sdaj              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdak              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdal              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdam              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdan              0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    4.00    0.00    4.00   4.00   0.13
dm-12             0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    4.00    0.00    4.00   4.00   0.13
sdao              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-13             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdap              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-14             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaq              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-15             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdar              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
