procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 8 12      0 4036212  28468 6066900    0    0   610   356   50    8  6  7 79  8  0 2020-02-10 16:18:14
 5  0      0 3734380  37624 6068120    0    0  3947   357 4981 21518 25 15 56  4  0 2020-02-10 16:18:17
 6  0      0 3668008  37624 6068696    0    0   182   178 3076 15836 19  8 73  0  0 2020-02-10 16:18:20
 9 19      0 3799132  37624 6069000    0    0 35034  2790 24540 37580 26 36  5 33  0 2020-02-10 16:18:23
19 14      0 3744744  37652 6068972    0    0 39568  2900 28439 40567 20 38  4 38  0 2020-02-10 16:18:26
 6 19      0 3761632  37624 6069112    0    0 45151  2566 28640 42278 21 43  3 32  0 2020-02-10 16:18:29
 2 21      0 3767692  37624 6069132    0    0 38968  4104 29283 41463 17 37  4 43  0 2020-02-10 16:18:32
 9 15      0 3795112  37624 6069156    0    0 38951  2381 29372 41201 17 37  4 42  0 2020-02-10 16:18:35
11 19      0 3759296  33512 6069508    0    0 38311  4471 28579 40664 20 41  4 35  0 2020-02-10 16:18:38
12 15      0 3795832  37624 6069400    0    0 44664  2375 29736 44316 19 42  3 37  0 2020-02-10 16:18:41
10 15      0 3799500  37624 6069572    0    0 37225  6791 28846 40604 20 39  3 38  0 2020-02-10 16:18:44
 8 18      0 3782532  37624 6069512    0    0 39872  2357 29861 43282 20 39  4 37  0 2020-02-10 16:18:47
16 26      0 3756464  30460 6069800    0    0 41647  4733 29402 42720 20 43  4 33  0 2020-02-10 16:18:50
 6 16      0 3774936  37624 6069744    0    0 42712  5978 28663 41900 20 38  3 39  0 2020-02-10 16:18:53
11 16      0 3796732  37624 6069636    0    0 37107  8039 28104 39870 24 39  3 34  0 2020-02-10 16:18:56
10 16      0 3758148  37624 6069884    0    0 39644  2432 28036 40600 20 37  3 41  0 2020-02-10 16:18:59
 6 20      0 3765408  37624 6069908    0    0 39254  4917 28801 41857 16 35  4 45  0 2020-02-10 16:19:02
 8 19      0 3784868  37624 6069948    0    0 46106  2323 28870 44175 19 38  3 40  0 2020-02-10 16:19:05
 3 18      0 3796756  37624 6069972    0    0 37244  7271 27192 39506 20 37  4 40  0 2020-02-10 16:19:08
 6 10      0 3797148  37624 6070000    0    0 39824  2431 27883 41108 17 36  5 43  0 2020-02-10 16:19:11
 8 16      0 3750936  37652 6070200    0    0 39103  5407 27163 40123 19 37  4 40  0 2020-02-10 16:19:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 4 19      0 3774484  37624 6070288    0    0 45816  2403 28479 43444 20 40  2 37  0 2020-02-10 16:19:17
 6 16      0 3796664  37624 6070344    0    0 38420  5477 27141 39377 20 37  3 39  0 2020-02-10 16:19:20
 6 18      0 3790840  37624 6070384    0    0 39499  3892 27788 40803 17 35  3 45  0 2020-02-10 16:19:23
 9 19      0 3740840  37652 6070368    0    0 34008 14746 26557 39018 18 35  5 43  0 2020-02-10 16:19:26
 7 17      0 3757480  37624 6070680    0    0 41480 11576 26904 41860 20 40  3 36  0 2020-02-10 16:19:29
 8 17      0 3760384  37624 6070704    0    0 35354 11983 27202 39915 16 34  4 46  0 2020-02-10 16:19:32
 9 15      0 3788864  37624 6070740    0    0 35598 11493 26823 39594 16 33  4 46  0 2020-02-10 16:19:35
 8 19      0 3761496  26308 6071152    0    0 31235 18089 25448 37973 18 35  4 43  0 2020-02-10 16:19:38
 5 14      0 3791892  37624 6070792    0    0 37652 13959 26410 41192 16 35  4 45  0 2020-02-10 16:19:41
 1 21      0 3793676  37624 6071020    0    0 31551 16023 25308 37408 18 33  4 45  0 2020-02-10 16:19:44
 4 19      0 3778552  37624 6070952    0    0 32232 13975 25548 38587 19 33  5 43  0 2020-02-10 16:19:47
12 29      0 3747820  33956 6070548    0    0 35475 18087 25813 39906 18 36  4 43  0 2020-02-10 16:19:50
 9 14      0 3789216  37624 6071064    0    0 34775 14274 25395 40068 15 32  4 50  0 2020-02-10 16:19:53
10 18      0 3801496  37624 6071224    0    0 31425 15715 25312 37916 19 34  4 42  0 2020-02-10 16:19:56
10 18      0 3764384  37624 6071336    0    0 32008 14531 25284 37477 19 36  3 41  0 2020-02-10 16:19:59
13 15      0 3761892  37624 6071384    0    0 30304 18731 25793 38582 15 32  4 49  0 2020-02-10 16:20:02
 8 18      0 3787756  37624 6071420    0    0 38012 14387 26442 41407 16 35  4 45  0 2020-02-10 16:20:05
 6 17      0 3800684  37624 6071452    0    0 30974 15877 24932 37567 17 35  4 44  0 2020-02-10 16:20:08
 2 21      0 3801148  37624 6071496    0    0 32011 15924 26002 38912 14 32  5 49  0 2020-02-10 16:20:11
 4 21      0 3753472  37652 6071688    0    0 30967 17791 25119 37587 17 33  4 45  0 2020-02-10 16:20:14
 3 18      0 3778468  37624 6071712    0    0 37017 15315 26335 41487 18 36  4 43  0 2020-02-10 16:20:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 6 17      0 3802360  37624 6071716    0    0 31664 15012 25205 37748 18 34  5 43  0 2020-02-10 16:20:20
 5 18      0 3801584  37624 6071840    0    0 31869 14709 25608 38460 14 32  4 50  0 2020-02-10 16:20:23
 1 22      0 3756180  37652 6071840    0    0 33398 18486 25653 38044 17 33  4 46  0 2020-02-10 16:20:26
 4 21      0 3754568  37624 6071940    0    0 40146 14421 25921 40538 19 38  4 39  0 2020-02-10 16:20:29
 2 22      0 3760032  37624 6071996    0    0 34097 16131 25216 38480 14 31  4 50  0 2020-02-10 16:20:32
10 18      0 3791932  37624 6072028    0    0 32893 13480 25532 38268 15 31  5 49  0 2020-02-10 16:20:35
 8 21      0 3767224  23228 6072648    0    0 33135 17458 24994 38238 18 35  5 41  0 2020-02-10 16:20:38
 5 21      0 3792996  37624 6072224    0    0 39299 14833 26358 41461 16 35  5 45  0 2020-02-10 16:20:41
 2 21      0 3796212  37624 6072452    0    0 32908 14861 25023 37424 18 33  4 44  0 2020-02-10 16:20:44
 7 20      0 3778704  37624 6072404    0    0 34165 14392 24785 38230 17 33  5 45  0 2020-02-10 16:20:47
14 32      0 3751012  33784 6072284    0    0 37964 17684 25547 39424 18 37  4 41  0 2020-02-10 16:20:50
 3 21      0 3784200  37624 6072520    0    0 34296 14208 25416 39233 14 33  4 49  0 2020-02-10 16:20:53
 2 21      0 3796736  37624 6072556    0    0 33748 16144 25053 38242 17 33  5 45  0 2020-02-10 16:20:56
 8 18      0 3759408  37624 6072588    0    0 34169 14204 25130 37641 18 34  5 43  0 2020-02-10 16:20:59
17 15      0 3757160  37624 6072760    0    0 31316 17963 25510 38378 14 32  4 50  0 2020-02-10 16:21:02
22 15      0 3783984  37624 6072788    0    0 40440 14131 26480 41162 17 36  4 44  0 2020-02-10 16:21:05
12 16      0 3793952  37624 6072920    0    0 33714 15871 25138 37886 18 35  4 43  0 2020-02-10 16:21:08
 7 19      0 3793524  37624 6072956    0    0 33168 14021 25539 38711 14 32  4 49  0 2020-02-10 16:21:11
 4 21      0 3746256  37652 6073156    0    0 33090 18253 25472 37405 17 33  4 46  0 2020-02-10 16:21:14
 7 17      0 3768672  37624 6073148    0    0 40103 14143 26419 41098 17 36  3 43  0 2020-02-10 16:21:17
 8 18      0 3793336  37624 6073200    0    0 32353 16029 25110 37108 18 34  4 44  0 2020-02-10 16:21:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 6 17      0 3784304  37624 6073324    0    0 34731 13597 25582 38665 15 32  5 49  0 2020-02-10 16:21:23
 5 21      0 3748904  37652 6073316    0    0 33597 17832 25902 38207 17 33  5 46  0 2020-02-10 16:21:26
 5 17      0 3752488  37624 6073436    0    0 38615 14220 25586 39904 18 37  3 41  0 2020-02-10 16:21:29
 4 19      0 3752848  37624 6073460    0    0 33573 16448 25127 38125 14 32  4 49  0 2020-02-10 16:21:32
13 19      0 3784732  37624 6073492    0    0 34831 13866 25578 38210 15 31  5 49  0 2020-02-10 16:21:35
10 18      0 3758052  25280 6073708    0    0 31757 17657 24825 37719 18 35  4 43  0 2020-02-10 16:21:38
 7 18      0 3786876  37624 6073616    0    0 39703 14078 26176 41021 16 35  4 45  0 2020-02-10 16:21:41
12 18      0 3788660  37624 6073828    0    0 34047 15930 25044 37358 18 32  4 46  0 2020-02-10 16:21:44
 6 18      0 3773176  37624 6073808    0    0 32992 13810 25655 38954 18 33  4 45  0 2020-02-10 16:21:47
19 26      0 3750240  31836 6073640    0    0 36983 17779 26144 39368 17 36  4 43  0 2020-02-10 16:21:50
 3 18      0 3776872  37624 6073980    0    0 36382 13810 25681 39277 16 32  4 48  0 2020-02-10 16:21:53
 5 18      0 3791316  37624 6073972    0    0 32375 16173 25153 38096 17 33  5 46  0 2020-02-10 16:21:56
10 15      0 3755788  37624 6074016    0    0 32449 14136 25019 37522 18 34  5 44  0 2020-02-10 16:21:59
 5 19      0 3754496  37624 6074200    0    0 30563 16799 25543 38659 14 31  4 51  0 2020-02-10 16:22:02
12 16      0 3777268  37624 6074244    0    0 40163 15014 26123 41012 17 35  3 45  0 2020-02-10 16:22:05
 6 18      0 3796232  37624 6074296    0    0 31117 14945 25047 37850 17 34  4 45  0 2020-02-10 16:22:08
 4 18      0 3795960  37624 6074332    0    0 31637 14794 25691 38789 15 32  4 50  0 2020-02-10 16:22:11
 3 21      0 3744052  37652 6074528    0    0 33348 17888 25967 39876 20 35  4 41  0 2020-02-10 16:22:14
 5 17      0 3765296  37624 6074568    0    0 37626 14060 25994 40672 18 36  3 44  0 2020-02-10 16:22:17
 8 18      0 3789976  37624 6074788    0    0 30897 15518 25382 37266 18 34  4 44  0 2020-02-10 16:22:20
 5 17      0 3780192  37624 6074788    0    0 34027 14442 25533 38644 14 31  4 51  0 2020-02-10 16:22:23
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 1 23      0 3745736  37652 6074868    0    0 31305 17647 25488 37921 17 33  4 46  0 2020-02-10 16:22:26
 7 16      0 3742628  37624 6074908    0    0 37116 14363 25830 40339 19 37  4 40  0 2020-02-10 16:22:29
13 16      0 3753720  37624 6074940    0    0 34133 14797 25487 38521 14 31  5 49  0 2020-02-10 16:22:32
14 17      0 3783720  37624 6074952    0    0 31872 14392 25776 37949 15 32  4 49  0 2020-02-10 16:22:35
22 17      0 3754856  22204 6075192    0    0 30943 17539 25304 37742 18 35  4 43  0 2020-02-10 16:22:38
 3 19      0 3790104  37624 6075116    0    0 39248 13903 25830 40469 16 35  3 46  0 2020-02-10 16:22:41
 6 18      0 3791256  37624 6075352    0    0 31394 16034 25218 37519 18 33  3 45  0 2020-02-10 16:22:44
 4 19      0 3774912  37624 6075320    0    0 31309 14679 25606 38960 18 34  4 44  0 2020-02-10 16:22:47
22 22      0 3782084  37404 6075272    0    0 39794 16355 25869 40025 18 37  4 41  0 2020-02-10 16:22:50
16 18      0 3781412  37624 6075416    0    0 31814 14629 25300 38409 14 32  4 50  0 2020-02-10 16:22:53
 5 17      0 3795252  37624 6075448    0    0 30306 16485 24708 37234 17 32  4 47  0 2020-02-10 16:22:56
 6 17      0 3755972  37624 6075488    0    0 34592 13869 25443 37617 18 34  4 44  0 2020-02-10 16:22:59
 8 17      0 3749248  37652 6075508    0    0 30797 17402 25861 38939 14 32  4 50  0 2020-02-10 16:23:02
11 19      0 3776596  37624 6075568    0    0 37369 14624 25986 40501 16 35  4 46  0 2020-02-10 16:23:05
 3 17      0 3793216  37624 6075744    0    0 33564 15154 24901 37525 17 34  4 44  0 2020-02-10 16:23:08
 6 17      0 3695196  37624 6075784    0    0 31685 14651 25418 37741 20 34  3 43  0 2020-02-10 16:23:11
 5 22      0 3635128  37652 6076024    0    0 29234 18625 24362 36634 32 39  3 27  0 2020-02-10 16:23:14
 6 21      0 3631208  37624 6076084    0    0 40519 13063 24988 40386 32 42  2 24  0 2020-02-10 16:23:17
 7 19      0 3630264  37624 6076100    0    0 30785 17192 24782 36561 29 38  3 30  0 2020-02-10 16:23:20
