Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/17/2020 	_x86_64_	(64 CPU)

02/17/2020 09:25:22 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.22    0.00    6.49    9.49    0.00   80.80

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.03    0.00     0.00     0.00    53.27     0.00    0.22    0.22    0.00   0.16   0.00
sdd               0.00     0.00   24.18    2.36     0.10     0.00     7.67     0.02    0.83    0.53    3.99   0.81   2.16
sdc               0.01     0.09    2.98   19.69     0.14     0.25    35.19     0.31   13.83    3.37   15.42   1.86   4.22
sde               0.00     0.00 1587.39   66.67    12.35     0.55    15.97     6.00    3.62    3.45    7.82   0.20  33.64
sdg               0.00     0.00 1494.23   64.07    11.62     0.53    15.96     5.78    3.71    3.52    8.00   0.22  33.71
sdf               0.00     0.00 1608.94   70.80    12.52     0.58    15.98     5.90    3.51    3.32    7.97   0.20  33.66
sdi               0.00     0.00 1661.23   71.01    12.94     0.58    15.99     5.71    3.29    3.12    7.35   0.19  33.46
sdh               0.00     0.00 1589.01   68.85    12.36     0.56    15.97     4.95    2.98    2.80    7.18   0.20  32.64
sdj               0.00     0.00 1527.95   64.23    11.89     0.53    15.97     4.57    2.87    2.69    7.06   0.20  32.14
sdk               0.00     0.00 1610.72   68.28    12.53     0.56    15.97     5.20    3.09    2.92    7.21   0.20  32.83
sdl               0.00     0.00 1649.04   70.07    12.83     0.57    15.97     5.08    2.95    2.77    7.13   0.19  32.54
sdn               0.00     0.00 1593.81   70.13    12.39     0.57    15.96     6.30    3.78    3.60    8.04   0.20  33.99
sdp               0.00     0.00 1645.55   71.95    12.80     0.59    15.97     4.76    2.77    2.59    6.93   0.19  32.14
sdo               0.00     0.00 1626.09   62.71    12.67     0.52    15.99     4.45    2.63    2.47    6.86   0.19  31.92
sdr               0.00     0.00 1399.94   60.01    10.88     0.50    15.96     4.80    3.28    3.09    7.68   0.22  32.75
sdq               0.00     0.00 1432.69   62.40    11.15     0.51    15.97     4.76    3.18    2.99    7.49   0.22  32.75
sds               0.00     0.00 1455.67   60.66    11.32     0.50    15.97     5.72    3.77    3.59    8.15   0.22  33.77
sdv               0.00     0.00 1504.67   64.06    11.72     0.53    15.99     5.50    3.51    3.32    7.79   0.21  33.53
sdt               0.00     0.00   14.92   14.45     0.26     0.29    38.30     0.12    3.94    0.61    7.38   2.18   6.39
sdw               0.00     0.00   19.86   14.00     0.29     0.29    34.88     0.11    3.38    0.55    7.39   1.94   6.56
sdm               0.00     0.00 1550.61   66.47    12.06     0.55    15.97     5.44    3.36    3.18    7.64   0.21  33.41
sdu               0.00     0.00   15.15   14.43     0.26     0.30    39.01     0.11    3.85    0.60    7.27   2.19   6.47
sda               0.00     0.06    4.73    4.56     0.08     0.05    27.02     0.22   23.66    3.41   44.68   2.75   2.55
dm-0              0.00     0.00    3.00   19.78     0.14     0.25    35.02     0.32   13.90    3.41   15.49   1.85   4.22
sdx               0.00     0.00    0.24    0.00     0.00     0.00     8.00     0.00    0.60    0.60    0.00   0.57   0.01
dm-1              0.00     0.00    0.10    0.00     0.00     0.00     7.99     0.00    0.71    0.71    0.00   0.71   0.01
sdy               0.00     0.00    0.24   29.80     0.00     0.25    17.00     1.50   49.94    7.97   50.27   2.35   7.05
sdz               0.00     0.00    0.75    0.00     0.00     0.00     8.00     0.00    1.54    1.54    0.00   1.52   0.11
dm-2              0.00     0.00    0.10   29.80     0.00     0.25    17.04     2.43   81.11    6.37   81.36   2.40   7.18
