Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/20/2020 	_x86_64_	(128 CPU)

02/20/2020 09:13:22 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           1.14    0.00    2.05    4.79    0.00   92.02

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdat              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-18             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdau              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-19             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdav              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-20             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaw              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-21             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdax              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-22             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sday              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-23             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaz              0.00     0.00    0.67    0.67     0.01     0.01    24.00     0.01    3.75    3.50    4.00   2.75   0.37
dm-24             0.00     0.00    0.67    0.67     0.01     0.01    24.00     0.01    3.75    3.50    4.00   2.75   0.37
sdba              0.00     0.00    0.33    0.67     0.01     0.01    26.67     0.00    3.67    3.00    4.00   3.67   0.37
dm-25             0.00     0.00    0.33    0.67     0.01     0.01    26.67     0.00    3.67    3.00    4.00   3.67   0.37
sdbb              0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    1.00    0.00    1.00   1.00   0.03
dm-26             0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    1.00    0.00    1.00   1.00   0.03
sdbc              0.00     0.00    0.00    3.33     0.00     0.00     2.80     0.01    3.20    0.00    3.20   3.20   1.07
dm-27             0.00     0.00    0.00    3.33     0.00     0.00     2.80     0.01    3.40    0.00    3.40   3.40   1.13
sdbd              0.00     0.00    0.00    0.67     0.00     0.00    12.00     0.00    4.00    0.00    4.00   4.00   0.27
dm-28             0.00     0.00    0.00    0.67     0.00     0.00    12.00     0.00    4.00    0.00    4.00   4.00   0.27
sdbe              0.00     0.00    0.00   10.67     0.00     0.02     3.38     0.04    4.03    0.00    4.03   2.56   2.73
dm-29             0.00     0.00    0.00   10.67     0.00     0.02     3.38     0.04    4.16    0.00    4.16   2.63   2.80

02/20/2020 09:13:28 PM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           0.72    0.00    0.85    0.03    0.00   98.40

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00   24.33     0.00     0.22    18.19     0.37    9.75    0.00    9.75   1.66   4.03
sdg               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdi               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdd               0.00     0.00    4.00    2.33     0.00     0.00     1.37     0.01    1.26    0.17    3.14   1.26   0.80
sdh               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdk               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdl               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdm               0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    4.00    0.00    4.00   4.00   0.13
sdj               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdo               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdp               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdn               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdq               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sds               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdw               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdt               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    1.00    0.00    1.00   1.00   0.03
sdv               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdx               0.00     0.00    0.00   20.00     0.00     0.04     3.75     0.09    4.65    0.00    4.65   2.95   5.90
sdz               0.00     0.00    1.33    0.00     0.01     0.00    20.25     0.00    2.75    2.75    0.00   2.75   0.37
sdaa              0.00     0.00    1.33    0.00     0.01     0.00    12.25     0.01    3.75    3.75    0.00   3.75   0.50
sdab              0.00     0.00    3.00    1.00     0.03     0.01    22.17     0.01    2.92    2.89    3.00   2.83   1.13
sdy               0.00     0.00    1.00    0.00     0.01     0.00    11.00     0.00    2.67    2.67    0.00   2.67   0.27
sda               0.00     0.00    0.00   14.33     0.00     0.06     8.93     2.78   47.21    0.00   47.21   5.16   7.40
dm-0              0.00     0.00    0.00   28.33     0.00     0.25    18.16     0.38    8.38    0.00    8.38   1.44   4.07
sdac              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdad              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdae              0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.00    1.56    0.50    3.67   1.56   0.47
dm-3              0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.00    1.56    0.50    3.67   1.56   0.47
sdaf              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdag              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdah              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdai              0.00     0.00    2.00    1.33     0.00     0.00     1.70     0.01    2.20    0.50    4.75   2.20   0.73
dm-7              0.00     0.00    2.00    1.33     0.00     0.00     1.70     0.01    2.20    0.50    4.75   2.20   0.73
sdaj              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdak              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdal              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdam              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
