procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 3  0      0 1074781056  58464 3464460    0    0   818    11   61   53  1  2 92  5  0 2020-02-20 21:13:22
 6  0      0 1074004736  58464 3466104    0    0   226   165 5401 24694  1  1 98  0  0 2020-02-20 21:13:25
 3  0      0 1073355072  58464 3468204    0    0    90   484 4816 24670  1  1 98  0  0 2020-02-20 21:13:28
 2  0      0 1072088384  58464 3735752    0    0   122   269 4604 25479  1  1 98  0  0 2020-02-20 21:13:31
 1  0      0 1071430784  58464 3737552    0    0   119   341 4515 23675  1  1 98  0  0 2020-02-20 21:13:34
 1  0      0 1070534848  58464 3742884    0    0 10918   153 9373 36804  1  2 96  1  0 2020-02-20 21:13:37
 3  0      0 1070495616  58464 3743008    0    0   137   425 1443 17248  0  0 100  0  0 2020-02-20 21:13:40
 7  0      0 1070417792  58464 3744060    0    0   262   212 16382 81383  1  3 96  0  0 2020-02-20 21:13:43
 7  2      0 1069972928  58464 3748332    0    0  1611   454 20878 374981  3  3 93  0  0 2020-02-20 21:13:46
 2  0      0 1069679744  58464 4011092    0    0  1086   185 70785 113456  1  5 94  0  0 2020-02-20 21:13:49
16  0      0 1069601408  58464 4012088    0    0  5579   286 46296 178206  1  3 96  0  0 2020-02-20 21:13:52
 9  0      0 1069369152  58492 4012196    0    0 69424   173 48256 346944  2  4 93  0  0 2020-02-20 21:13:55
 7  1      0 1069414016  58464 4012604    0    0 108953   461 66174 453839  3  7 90  1  0 2020-02-20 21:13:58
12  0      0 1069346176  58464 4013180    0    0 127657   497 68914 467068  3  7 90  0  0 2020-02-20 21:14:01
 3  0      0 1069368960  58464 4013840    0    0 184572   253 71406 408803  3  7 89  1  0 2020-02-20 21:14:04
19  3      0 1069481216  58464 4017544    0    0 333911   813 75886 273436  4  6 89  1  0 2020-02-20 21:14:07
15 72      0 1069463744  58464 4017748    0    0 214961   449 59236 267014  2  4 91  3  0 2020-02-20 21:14:10
 5  2      0 1069454528  57404 4018640    0    0 239425   684 65176 247071  2  4 89  4  0 2020-02-20 21:14:13
21 15      0 1069358016  56944 4020664    0    0 419107   207 77873 136453  4  6 81 10  0 2020-02-20 21:14:16
 2  0      0 1069345536  58464 4020724    0    0 414829   341 74071 90854  2  3 85 10  0 2020-02-20 21:14:19
 7  0      0 1069356544  58464 4021304    0    0 342791   225 67026 82862  2  3 89  6  0 2020-02-20 21:14:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
15  2      0 1069274048  58464 4020956    0    0 310223   376 66952 79455  2  3 90  5  0 2020-02-20 21:14:25
11  2      0 1069346816  58464 4021356    0    0 351968   915 68075 91962  2  3 92  4  0 2020-02-20 21:14:28
10 29      0 1069342528  58464 4021320    0    0 363747   934 66689 88227  2  3 89  6  0 2020-02-20 21:14:31
13 103      0 1069341120  58464 4021872    0    0 341359   570 72672 90283  2  3 87  8  0 2020-02-20 21:14:34
 3  0      0 1069328640  58464 4021488    0    0 238556   437 62837 82093  2  4 83 12  0 2020-02-20 21:14:37
 7  0      0 1069333824  58464 4021936    0    0 269031   907 65303 83294  2  3 89  6  0 2020-02-20 21:14:40
 1  0      0 1069333056  58464 4022768    0    0 291297   425 66603 84682  2  3 88  7  0 2020-02-20 21:14:43
 9 83      0 1069329728  58464 4023024    0    0 365145   714 73941 91953  2  4 80 13  0 2020-02-20 21:14:46
 5 94      0 1069321344  58464 4023080    0    0 333331   296 71794 92009  2  3 85 10  0 2020-02-20 21:14:49
 6  0      0 1069315584  58464 4024060    0    0 318220   899 71605 88725  2  4 83 11  0 2020-02-20 21:14:52
14 14      0 1069229376  58464 4024748    0    0 323685   693 70061 85020  2  4 82 13  0 2020-02-20 21:14:55
 1  0      0 1069299712  58464 4025192    0    0 307767   704 68583 88511  2  4 83 12  0 2020-02-20 21:14:58
 4 190      0 1069283648  58464 4025240    0    0 307392  1059 64400 81077  2  3 85 10  0 2020-02-20 21:15:01
 9 187      0 1069291776  58464 4025756    0    0 281912   789 70707 82381  2  4 81 13  0 2020-02-20 21:15:04
 5 201      0 1069289408  58464 4025556    0    0 332177   945 73583 87334  2  3 81 14  0 2020-02-20 21:15:07
 4 106      0 1069285760  58464 4025532    0    0 383043   634 77162 93341  2  4 79 15  0 2020-02-20 21:15:10
 1  0      0 1069278016  58464 4025928    0    0 296993  1387 67567 80155  2  3 81 13  0 2020-02-20 21:15:13
 6 146      0 1069184960  57560 4025928    0    0 297855   983 64065 86591  2  4 84 10  0 2020-02-20 21:15:16
46 161      0 1069265536  58464 4025336    0    0 402999  1024 76668 95790  2  4 75 19  0 2020-02-20 21:15:19
20 100      0 1069270464  58464 4024680    0    0 343672   859 73127 89244  2  4 81 13  0 2020-02-20 21:15:22
