procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 3  0      0 121666320  37624 6561252    0    0   757  1551   15    1  2  3 94  2  0 2020-02-14 09:53:32
 2  0      0 120885296  37624 6562056    0    0   108   553 5052 21814  3  5 92  0  0 2020-02-14 09:53:35
 2  0      0 120136296  37624 6562492    0    0   200   273 4975 22601  6  4 90  0  0 2020-02-14 09:53:38
 0  0      0 119376240  37624 6564148    0    0    79   309 4739 21970  3  4 93  0  0 2020-02-14 09:53:41
 2  0      0 118610736  37624 6565848    0    0   113   309 5030 22353  3  4 93  0  0 2020-02-14 09:53:44
 3  2      0 117735248  31448 6571580    0    0   809   292 5126 23326  5  4 91  0  0 2020-02-14 09:53:47
 2  0      0 117090664  37624 6576276    0    0  6688   179 6356 27772  4  5 90  1  0 2020-02-14 09:53:50
 1  0      0 116276520  37624 6577344    0    0   104   315 4571 23256  3  4 93  0  0 2020-02-14 09:53:53
 0  0      0 115884384  37624 6583216    0    0   140   177 3674 19825  2  3 95  0  0 2020-02-14 09:53:56
 0  0      0 115879824  37624 6583168    0    0   204   234 1392 15908  3  1 96  0  0 2020-02-14 09:53:59
126 29      0 114438104  37624 6852720    0    0 123810  6993 28930 74601 39 26 34  1  0 2020-02-14 09:54:02
176 17      0 114420656  37624 6854124    0    0 417013  6187 63786 138453 41 54  3  2  0 2020-02-14 09:54:05
172 18      0 114284576  37624 6854528    0    0 408443  6462 68848 149800 42 53  3  2  0 2020-02-14 09:54:08
129 38      0 114441952  37624 6855292    0    0 388303  6113 68675 151510 39 54  4  3  0 2020-02-14 09:54:11
124 24      0 114461056  37624 6855156    0    0 414246  5893 70370 161106 37 53  6  4  0 2020-02-14 09:54:14
87 28      0 114396512  37624 6855728    0    0 422449  6418 70293 153842 38 52  6  4  0 2020-02-14 09:54:17
161 35      0 114420096  36744 6855656    0    0 414562  6459 66531 135326 41 53  3  3  0 2020-02-14 09:54:20
93 35      0 114465664  37624 6857256    0    0 431556  5887 69596 142958 38 52  6  4  0 2020-02-14 09:54:23
114 27      0 114481408  37624 6857476    0    0 379913  6335 82744 183771 31 50 12  7  0 2020-02-14 09:54:26
95 37      0 114489728  37624 6857808    0    0 464813  6553 77381 179000 33 51  8  8  0 2020-02-14 09:54:29
38 22      0 114486256  37624 6858064    0    0 409972 50060 73721 154335 31 48 12  8  0 2020-02-14 09:54:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
52  9      0 114486784  37624 6858520    0    0 335753 57022 79033 197453 21 42 28 10  0 2020-02-14 09:54:35
70 66      0 114304336  37652 6858744    0    0 372129 23958 68257 126995 34 46 13  6  0 2020-02-14 09:54:38
 6  0      0 114492288  37624 6859200    0    0 338433 61457 76665 143124 29 45 15 11  0 2020-02-14 09:54:41
180 69      0 114506304  37624 6859616    0    0 366182 33613 71023 126097 28 46 17  9  0 2020-02-14 09:54:44
39 25      0 114390592  37624 6859812    0    0 351265 46073 69526 124671 27 43 18 12  0 2020-02-14 09:54:47
18 19      0 114521536  37624 6860104    0    0 340013 40940 73045 124750 25 42 21 12  0 2020-02-14 09:54:50
61 27      0 114535456  37624 6860536    0    0 343084 46170 69764 117614 20 40 26 14  0 2020-02-14 09:54:53
12 32      0 114548864  37624 6861204    0    0 332153 33431 72947 113809 13 33 36 18  0 2020-02-14 09:54:56
33 15      0 114538704  37624 6861376    0    0 346152 44644 73801 119082 17 35 31 17  0 2020-02-14 09:54:59
108 45      0 114543472  37624 6861652    0    0 299660 36106 70550 107221 12 30 41 17  0 2020-02-14 09:55:02
10  9      0 114544720  37624 6862324    0    0 298833 34263 70128 106657 12 31 42 15  0 2020-02-14 09:55:05
64 29      0 114545688  37624 6862428    0    0 315388 38015 71298 110196 16 31 37 16  0 2020-02-14 09:55:08
37 30      0 114544840  37624 6862524    0    0 313472 38315 67752 106423 12 30 41 16  0 2020-02-14 09:55:11
 3 166      0 114547368  37624 6862672    0    0 290712 35743 69358 103452 12 30 43 15  0 2020-02-14 09:55:14
 6  4      0 114390824  37624 6862900    0    0 328172 38031 68025 105386 16 34 35 15  0 2020-02-14 09:55:17
 4 11      0 114538880  37624 6863408    0    0 299344 46693 74671 114395 13 31 39 17  0 2020-02-14 09:55:20
