procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 2  0      0 125595520  37624 3045232    0    0  1070   494   82  192  3  5 82 10  0 2020-02-12 08:38:48
 1  0      0 124840896  37624 3045776    0    0   138   241 4925 21903  3  4 93  0  0 2020-02-12 08:38:51
 6  1      0 124584080  37624 3046152    0    0   144   495 2329 15909  2  2 96  0  0 2020-02-12 08:38:54
 6 40      0 124529288  37624 3050056    0    0 16010  6672 9889 24321  5  5 85  4  0 2020-02-12 08:38:57
17 22      0 124524280  37624 3050368    0    0 144045 34850 58420 79162  6 19 31 44  0 2020-02-12 08:39:00
18 34      0 124520224  37624 3050468    0    0 153188  9827 44295 65012  5 16 28 51  0 2020-02-12 08:39:03
18 37      0 124509840  37372 3050328    0    0 139192 44640 59654 83455 10 23 20 47  0 2020-02-12 08:39:06
18 32      0 124511072  37624 3050552    0    0 144680 25538 47912 68162  5 16 26 53  0 2020-02-12 08:39:09
18 26      0 124509792  37624 3050668    0    0 147963 27347 53478 75087  6 19 25 51  0 2020-02-12 08:39:12
15 34      0 124512048  37624 3050612    0    0 134798 35708 52000 73399  9 19 31 41  0 2020-02-12 08:39:15
14 23      0 124519552  37624 3050708    0    0 148036 23450 50854 71548  5 17 27 51  0 2020-02-12 08:39:18
12 38      0 124519376  37624 3050760    0    0 143628 31219 53898 75713  5 18 27 49  0 2020-02-12 08:39:21
18 22      0 124466464  37624 3050860    0    0 141553 30522 51415 71627  6 18 28 48  0 2020-02-12 08:39:24
13 18      0 124506736  37624 3051088    0    0 137284 60120 53929 78142  9 21 23 47  0 2020-02-12 08:39:27
13 20      0 124512560  37624 3051156    0    0 115355 84757 51475 71061  5 16 33 46  0 2020-02-12 08:39:30
16 30      0 124510520  37624 3051444    0    0 123249 56637 53626 74942  6 19 32 43  0 2020-02-12 08:39:33
 6 58      0 124514176  37624 3052164    0    0 127803 74160 53901 74559 10 20 23 47  0 2020-02-12 08:39:36
 2 50      0 124515984  37624 3052216    0    0 119642 71359 52767 72356  5 17 28 50  0 2020-02-12 08:39:39
 7 51      0 124508192  37624 3052328    0    0 141910 42407 54963 76190  6 19 25 50  0 2020-02-12 08:39:42
 4 62      0 124311184  37652 3052388    0    0 115462 88404 51783 71305  8 19 23 49  0 2020-02-12 08:39:45
 6 60      0 124509592  37624 3052556    0    0 138127 52586 54059 78957  6 20 25 50  0 2020-02-12 08:39:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 3 54      0 124513760  37624 3052732    0    0 128611 60037 51169 71277  5 17 25 53  0 2020-02-12 08:39:51
10 45      0 124462712  37624 3052868    0    0 121358 74313 52275 70529  5 18 26 51  0 2020-02-12 08:39:54
 8 39      0 124518112  37624 3052948    0    0 133472 57277 53897 73741  8 19 24 48  0 2020-02-12 08:39:57
20 45      0 124516728  37624 3053004    0    0 124919 67064 50875 70212  5 17 28 51  0 2020-02-12 08:40:00
13 11      0 124514960  37624 3053104    0    0 125399 65124 52689 73637  5 18 31 45  0 2020-02-12 08:40:03
17 41      0 124506064  36964 3052036    0    0 134325 62809 55169 78541  9 21 21 48  0 2020-02-12 08:40:06
13 46      0 124497912  37624 3053072    0    0 130336 61935 51304 71985  6 17 23 54  0 2020-02-12 08:40:09
20 34      0 124498888  37624 3053132    0    0 128469 67091 55419 76096  5 19 26 50  0 2020-02-12 08:40:12
18 35      0 124499008  37624 3053232    0    0 126880 64709 51902 72257  9 20 21 50  0 2020-02-12 08:40:15
19 44      0 124548064  37624 3055032    0    0 123232 63186 51816 71714  5 17 30 48  0 2020-02-12 08:40:18
19 23      0 124549408  37624 3055192    0    0 129159 66936 52499 73582  5 17 28 50  0 2020-02-12 08:40:21
 5 59      0 124481088  37624 3055480    0    0 128039 58102 52121 72370  6 18 26 50  0 2020-02-12 08:40:24
14 32      0 124540056  37624 3055672    0    0 135854 67323 55095 79019  9 21 20 50  0 2020-02-12 08:40:27
15 31      0 124540952  37624 3055712    0    0 129747 63278 53595 73179  5 18 26 52  0 2020-02-12 08:40:30
24 37      0 124543040  37624 3055940    0    0 127992 62002 53171 74298  5 18 28 49  0 2020-02-12 08:40:33
12 36      0 124545584  37624 3056036    0    0 126872 69813 53411 73769  9 19 21 50  0 2020-02-12 08:40:36
 7 31      0 124542784  37624 3056140    0    0 129466 60979 53746 74377  5 18 24 53  0 2020-02-12 08:40:39
12 32      0 124531392  37624 3056184    0    0 129953 61701 55149 76340  5 19 24 51  0 2020-02-12 08:40:42
15 42      0 124254432  37652 3056224    0    0 125554 70548 51797 71963 10 19 21 50  0 2020-02-12 08:40:45
 9 36      0 124447248  37624 3056536    0    0 135410 56945 58696 87059 10 22 23 45  0 2020-02-12 08:40:48
15 30      0 124440896  37624 3056620    0    0 124133 70665 57953 83177  9 21 23 48  0 2020-02-12 08:40:51
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
18 35      0 124285376  37624 3056800    0    0 132094 58053 53941 76029  9 21 22 47  0 2020-02-12 08:40:54
14 24      0 124326048  37624 3057096    0    0 124067 72711 56011 80684 12 22 18 48  0 2020-02-12 08:40:57
 4 59      0 124308784  37624 3057136    0    0 139251 56015 55572 81729  9 21 20 50  0 2020-02-12 08:41:00
22 36      0 124529400  37624 3057728    0    0 119760 71545 53313 74748  6 20 24 50  0 2020-02-12 08:41:03
 2 58      0 124534416  37624 3057728    0    0 133216 61532 54118 74462  9 20 21 50  0 2020-02-12 08:41:06
 5  1      0 124533888  37624 3057772    0    0 123440 59985 50552 69405  5 17 28 51  0 2020-02-12 08:41:09
19 39      0 124527280  37624 3058380    0    0 127418 64258 52779 73260  5 18 29 48  0 2020-02-12 08:41:12
 7 59      0 124328256  37652 3058152    0    0 126506 69009 52401 72533  8 20 21 51  0 2020-02-12 08:41:15
 3 60      0 124524224  37624 3058264    0    0 138077 56226 54512 77949  6 20 24 51  0 2020-02-12 08:41:18
 2 47      0 124529144  37624 3058256    0    0 127260 69164 53467 73409  5 19 22 55  0 2020-02-12 08:41:21
11 54      0 124472512  37624 3058244    0    0 127772 62517 53004 71338  6 18 26 50  0 2020-02-12 08:41:24
 6 53      0 124535888  37624 3058512    0    0 124485 66859 53266 72270  8 19 25 48  0 2020-02-12 08:41:27
 1 46      0 124533984  37624 3058688    0    0 129579 62802 52018 70401  5 17 24 53  0 2020-02-12 08:41:30
 4 48      0 124533376  37624 3058536    0    0 126549 60952 53175 72001  5 18 27 50  0 2020-02-12 08:41:33
 4 40      0 124522928  37152 3056644    0    0 130824 67003 53781 75876 10 21 25 45  0 2020-02-12 08:41:36
 4 57      0 124528144  37624 3058660    0    0 125433 62221 51566 70756  5 16 29 50  0 2020-02-12 08:41:39
 5 48      0 124524888  37624 3058716    0    0 129591 63692 54174 74962  5 18 25 52  0 2020-02-12 08:41:42
 7 60      0 124524456  37624 3058800    0    0 126637 63419 51628 71931  8 19 25 47  0 2020-02-12 08:41:45
 4 57      0 124531696  37624 3059040    0    0 127903 62723 52504 73475  5 17 26 51  0 2020-02-12 08:41:48
 4 50      0 124530928  37624 3059060    0    0 126566 68875 53546 74134  5 18 24 52  0 2020-02-12 08:41:51
 7 54      0 124463200  37624 3059072    0    0 131313 60818 52982 71185  6 18 26 50  0 2020-02-12 08:41:54
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
