procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 3  0      0 125047312  37624 3319144    0    0  2424  1359   11  104  3  6 80 11  0 2020-02-11 11:30:41
 1  1      0 124252352  37624 3319364    0    0    99   313 5233 22246  3  4 93  0  0 2020-02-11 11:30:44
 3  0      0 124062256  37624 3322792    0    0    88   267 2273 16288  1  2 97  0  0 2020-02-11 11:30:47
40 35      0 123812144  37624 3323844    0    0 18726  1513 5384 22710  6  4 87  2  0 2020-02-11 11:30:50
 7 52      0 123886664  37624 3326872    0    0 226640 23405 56093 99930 10 19 24 47  0 2020-02-11 11:30:53
 4 22      0 123880512  37624 3326788    0    0 305866 19313 50446 84932  6 16 24 54  0 2020-02-11 11:30:56
 6 27      0 123892656  37624 3326760    0    0 292896 14129 44749 78198  5 14 43 38  0 2020-02-11 11:30:59
11 14      0 123886360  37624 3326920    0    0 305368 17733 42174 78894  9 15 45 31  0 2020-02-11 11:31:02
 7 48      0 123887168  37624 3327180    0    0 292648 67159 41514 78688  5 14 41 40  0 2020-02-11 11:31:05
14 27      0 123879568  37624 3327260    0    0 175876 197911 48837 79045  5 15 40 40  0 2020-02-11 11:31:08
11 20      0 123675120  37652 3327548    0    0 202315 145456 54567 91514  8 16 44 32  0 2020-02-11 11:31:11
 8 25      0 123872016  36644 3324692    0    0 224691 99344 57485 92638  5 17 41 36  0 2020-02-11 11:31:14
 6 21      0 123874000  37624 3327720    0    0 175824 111111 49372 79743  4 13 48 34  0 2020-02-11 11:31:17
 9 29      0 123768288  37624 3327744    0    0 263616 97160 50198 86138  6 16 40 38  0 2020-02-11 11:31:20
15 21      0 123875160  37624 3328016    0    0 248244 50086 47017 82952  7 16 44 33  0 2020-02-11 11:31:23
 2 30      0 123871856  37624 3328232    0    0 235383 110061 46330 81548  4 14 51 31  0 2020-02-11 11:31:26
 8 20      0 123855184  37624 3328240    0    0 214180 173499 54518 91334  5 16 44 36  0 2020-02-11 11:31:29
23 29      0 123843320  37624 3329036    0    0 197803 101162 51659 91582  8 16 46 30  0 2020-02-11 11:31:32
 9 18      0 123850656  37624 3328972    0    0 233649 164420 54761 90758  5 17 43 35  0 2020-02-11 11:31:35
