procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 5  0      0 125501024  37624 3114964    0    0  1240   513  610 1088  3  5 81 10  0 2020-02-11 20:51:09
 2  0      0 124827888  37624 3115484    0    0  1264   185 4798 21827  3  4 93  0  0 2020-02-11 20:51:12
 1  0      0 124551976  37624 3118208    0    0   547   355 3503 19117  3  4 93  0  0 2020-02-11 20:51:15
 5 36      0 124465264  37624 3120456    0    0 18424  3088 11093 24994  4  5 86  5  0 2020-02-11 20:51:18
 7 12      0 124466112  37624 3123200    0    0 126449 35875 63128 84662  4 14 45 37  0 2020-02-11 20:51:21
 3 28      0 124460112  37624 3123208    0    0 126999 38330 58049 78931  4 12 47 37  0 2020-02-11 20:51:24
10 40      0 124455296  37104 3120212    0    0 168468 14702 67273 91839  9 18 26 48  0 2020-02-11 20:51:27
 4 22      0 124452552  37624 3123440    0    0 122189 42608 59799 80954  4 13 49 34  0 2020-02-11 20:51:30
 9 35      0 124455368  37624 3123520    0    0 155571 21241 62082 84496  5 14 33 47  0 2020-02-11 20:51:33
17 23      0 124453584  37624 3123612    0    0 122976 33510 58090 77631  7 13 43 36  0 2020-02-11 20:51:36
 4 24      0 124455648  37624 3123452    0    0 143772 30495 61183 81271  5 14 37 45  0 2020-02-11 20:51:39
11 16      0 124451016  37624 3123764    0    0 143468 24873 63158 83516  5 14 43 39  0 2020-02-11 20:51:42
 4 22      0 124450656  37624 3123712    0    0 132967 40392 64686 84746  4 14 42 40  0 2020-02-11 20:51:45
 7 27      0 124432432  37624 3123836    0    0 152295 20184 65088 87755  8 17 38 37  0 2020-02-11 20:51:48
 6 12      0 124435672  37624 3123896    0    0 127651 40995 62331 82392  4 13 48 35  0 2020-02-11 20:51:51
14 20      0 124431264  37624 3123972    0    0 120615 72440 62731 81459  4 13 41 42  0 2020-02-11 20:51:54
 4 32      0 124411040  37624 3124252    0    0 127132 71068 61311 81947  8 16 34 42  0 2020-02-11 20:51:57
 5 22      0 124431128  37624 3124256    0    0 124192 66092 60427 81593  4 15 39 42  0 2020-02-11 20:52:00
15 18      0 124433360  37624 3124368    0    0 127407 63577 59459 80418  4 13 41 42  0 2020-02-11 20:52:03
 9 32      0 124239840  37652 3124600    0    0 125731 61247 59190 80040  7 15 34 45  0 2020-02-11 20:52:06
 1 35      0 124421064  37624 3124828    0    0 133264 63305 62637 85998  6 16 30 48  0 2020-02-11 20:52:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CST
 4 25      0 124422752  37624 3125244    0    0 129773 69276 61735 82481  6 14 40 40  0 2020-02-11 20:52:12
 0 53      0 124426096  37624 3125424    0    0 120844 60093 61177 80420  5 14 41 40  0 2020-02-11 20:52:15
 0 45      0 124419648  37624 3126080    0    0 111957 58722 57718 75922  8 14 44 34  0 2020-02-11 20:52:18
13 23      0 124422528  37624 3126208    0    0 127148 64146 61242 82625  4 14 40 42  0 2020-02-11 20:52:21
 1 35      0 124420760  37624 3126264    0    0 129865 64763 58126 77773  4 13 37 46  0 2020-02-11 20:52:24
 1 48      0 124411664  37300 3121440    0    0 133194 64012 60578 84231  8 16 33 43  0 2020-02-11 20:52:27
 0 58      0 124410752  37624 3126396    0    0 128627 65635 60089 80835  4 15 36 45  0 2020-02-11 20:52:30
 0 37      0 124420264  37624 3126476    0    0 127011 67396 58899 80259  4 14 36 46  0 2020-02-11 20:52:33
 4 34      0 124343248  37624 3126560    0    0 128431 61889 60754 82532  7 15 38 40  0 2020-02-11 20:52:36
 0 46      0 124420528  37624 3126584    0    0 128900 62756 59548 79920  4 13 41 41  0 2020-02-11 20:52:39
 6 39      0 124323928  37624 3126944    0    0 123874 64861 62245 82818  5 14 39 41  0 2020-02-11 20:52:42
 7 21      0 124283504  37624 3126884    0    0 123863 64993 68120 94589  8 16 38 37  0 2020-02-11 20:52:45
18 17      0 124278848  37624 3127236    0    0 130843 57899 68381 95439 11 19 36 34  0 2020-02-11 20:52:48
