Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/11/2020 	_x86_64_	(32 CPU)

02/11/2020 11:54:06 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.21    0.00    6.44   11.72    0.00   78.63

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdw               0.00     0.00    2.45    0.99     0.00     0.00     2.40     0.01    2.15    1.22    4.44   2.13   0.73
dm-5              0.00     0.00    2.32    0.99     0.00     0.00     2.19     0.01    2.33    1.37    4.60   2.30   0.76
sdx               0.00     0.00    0.20  176.86     0.00     1.47    16.96     2.92   16.50    7.75   16.51   0.77  13.64
dm-6              0.00     0.00    0.08  176.86     0.00     1.47    16.96     4.59   25.92    7.82   25.93   0.81  14.25
sdy               0.00     0.00    0.20    0.00     0.00     0.00     8.00     0.00    1.28    1.28    0.00   1.24   0.02
dm-7              0.00     0.00    0.08    0.00     0.00     0.00     8.00     0.00    1.38    1.38    0.00   1.38   0.01
sdz               0.00     0.00    0.20  177.37     0.00     1.47    16.92     2.78   15.65    7.65   15.66   0.76  13.41
dm-8              0.00     0.00    0.08  177.37     0.00     1.47    16.92     4.39   24.76    7.30   24.77   0.79  14.08
sdaa              0.00     0.00    0.20  176.48     0.00     1.46    16.93     2.99   16.92    7.44   16.93   0.78  13.81
dm-9              0.00     0.00    0.08  176.48     0.00     1.46    16.93     4.72   26.72    7.61   26.73   0.82  14.48
sdab              0.00     0.00    0.20  177.57     0.00     1.47    16.92     2.84   15.98   12.73   15.99   0.78  13.90
dm-10             0.00     0.00    0.08  177.57     0.00     1.47    16.92     4.37   24.58   25.40   24.58   0.81  14.35
sdac              0.00     0.00    0.20  177.54     0.00     1.47    16.96     2.89   16.27    6.92   16.28   0.77  13.67
dm-11             0.00     0.00    0.08  177.54     0.00     1.47    16.97     4.42   24.89    7.20   24.89   0.79  14.11
sdad              0.00     0.00    0.20  178.28     0.00     1.47    16.93     2.91   16.33    7.81   16.34   0.77  13.67
dm-12             0.00     0.00    0.08  178.28     0.00     1.47    16.94     4.44   24.90    8.91   24.91   0.79  14.02
sdae              0.00     0.00    0.23  177.39     0.00     1.47    16.99     2.87   16.13    8.15   16.14   0.79  14.02
dm-13             0.00     0.00    0.11  177.39     0.00     1.47    17.00     4.24   23.91   10.13   23.92   0.81  14.35
sdaf              0.00     0.00    0.20    0.00     0.00     0.00     8.00     0.00    6.74    6.74    4.00   6.40   0.13
dm-14             0.00     0.00    0.08    0.00     0.00     0.00     8.00     0.00    7.92    7.93    4.00   7.92   0.06
sdag              0.00     0.00    2.43    0.98     0.00     0.00     2.84     0.01    3.06    2.09    5.46   2.96   1.01
dm-15             0.00     0.00    2.31    0.98     0.00     0.00     2.65     0.01    3.25    2.24    5.62   3.15   1.04
sdah              0.00     0.00    0.20   19.82     0.00     0.40    41.28     0.17    8.41    2.66    8.47   4.21   8.44
dm-16             0.00     0.00    0.08   19.82     0.00     0.40    41.49     0.17    8.62    3.01    8.65   4.29   8.53
sdai              0.00     0.00    0.20   19.66     0.00     0.40    41.45     0.17    8.35    4.22    8.39   4.14   8.21
dm-17             0.00     0.00    0.08   19.66     0.00     0.40    41.66     0.17    8.57    7.10    8.58   4.22   8.32
sdaj              0.00     0.00    0.20  175.88     0.00     1.45    16.93     2.95   16.78   14.24   16.78   0.80  14.11
dm-18             0.00     0.00    0.08  175.88     0.00     1.45    16.94     4.67   26.55   26.53   26.55   0.83  14.59
sdak              0.00     0.00    0.20   19.50     0.00     0.40    41.40     0.17    8.63    2.99    8.69   4.23   8.33
dm-19             0.00     0.00    0.08   19.50     0.00     0.40    41.61     0.17    8.86    3.27    8.88   4.30   8.42

02/11/2020 11:54:09 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           2.90    0.00    3.54    0.12    0.00   93.44

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00    5.33     0.00     0.02     9.50     0.02    3.19    0.00    3.19   2.56   1.37
sde               0.00     0.00    2.67   12.67     1.01     0.02   137.54     0.06    3.70    0.75    4.32   2.59   3.97
sdd               0.00     0.00    4.33    2.33     0.00     0.00     1.70     0.01    1.35    0.31    3.29   1.35   0.90
sdf               0.00     0.00    1.33    0.33     0.34     0.00   414.40     0.00    0.80    0.00    4.00   0.80   0.13
sdh               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdg               0.00     0.00    0.33   13.00     0.00     0.02     2.60     0.06    4.35    0.00    4.46   3.07   4.10
sdi               0.00     0.00    0.33    0.33     0.00     0.00     8.00     0.00    3.00    2.00    4.00   3.00   0.20
sdj               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.13
sdl               0.00     0.00    0.33    0.33     0.00     0.00     8.00     0.00    3.50    3.00    4.00   3.50   0.23
sdk               0.00     0.00    3.67    1.00     0.05     0.01    28.57     0.02    3.50    3.64    3.00   3.50   1.63
sdm               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdq               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdn               0.00     0.00    0.33    0.33     0.00     0.00     8.00     0.00    3.00    3.00    3.00   3.00   0.20
sdp               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdo               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdr               0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sda               0.00     0.00    0.00    4.33     0.00     0.03    12.31     0.01    3.38    0.00    3.38   2.38   1.03
dm-0              0.00     0.00    0.00    5.33     0.00     0.02     9.50     0.02    3.19    0.00    3.19   2.56   1.37
sds               0.00     0.00    1.33    0.33     0.02     0.01    32.00     0.01    8.00    9.00    4.00   8.00   1.33
dm-1              0.00     0.00    1.33    0.33     0.02     0.01    32.00     0.01    8.00    9.00    4.00   8.00   1.33
sdt               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdv               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdw               0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    2.33    1.17    4.67   2.33   0.70
dm-5              0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    2.44    1.33    4.67   2.44   0.73
sdx               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdy               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-7              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdab              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdac              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdad              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-12             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdae              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-13             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaf              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-14             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdag              0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    2.11    1.00    4.33   2.11   0.63
dm-15             0.00     0.00    2.00    1.00     0.00     0.00     1.00     0.01    2.44    1.17    5.00   2.44   0.73
sdah              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-16             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdai              0.00     0.00    0.00   12.00     0.00     0.01     2.42     0.05    3.94    0.00    3.94   2.72   3.27
dm-17             0.00     0.00    0.00   12.00     0.00     0.01     2.42     0.05    4.08    0.00    4.08   2.78   3.33
sdaj              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-18             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdak              0.00     0.00    0.00    0.33     0.00     0.01    32.00     0.00    4.00    0.00    4.00   4.00   0.13
dm-19             0.00     0.00    0.00    0.33     0.00     0.01    32.00     0.00    4.00    0.00    4.00   4.00   0.13

02/11/2020 11:54:12 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           3.95    0.00    3.12    3.11    0.00   89.82

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.67   29.00     0.04     0.23    18.70     1.03   34.84    5.00   35.53   1.71   5.07
sde               0.00     0.00   91.33    4.00     1.35     0.02    29.42     0.03    0.30    0.13    4.17   0.24   2.30
sdd               0.00     0.00  191.00    2.33     0.80     0.00     8.53     0.02    0.13    0.09    3.00   0.13   2.47
sdf               0.00     0.00   92.67    0.33     2.01     0.00    44.39     0.01    0.13    0.12    3.00   0.11   1.00
sdh               0.00     0.00   88.67    0.00     0.35     0.00     8.00     0.20    2.21    2.21    0.00   2.16  19.13
sdg               0.00     0.00  187.00    3.33     0.80     0.02     8.82     0.03    0.16    0.08    4.40   0.14   2.60
sdi               0.00     0.00  100.67    0.33     0.46     0.00     9.43     0.23    2.27    2.27    3.00   2.22  22.47
sdj               0.00     0.00  100.67    0.00     0.46     0.00     9.43     0.23    2.31    2.31    0.00   2.21  22.20
sdl               0.00     0.00  100.67    0.33     0.46     0.00     9.43     0.24    2.36    2.36    3.00   2.16  21.77
sdk               0.00     0.00  104.00    5.00     0.51     0.05    10.62     0.26    2.38    2.34    3.27   2.09  22.77
sdm               0.00     0.00   88.67    0.00     0.35     0.00     8.00     0.19    2.20    2.20    0.00   2.15  19.07
sdq               0.00     0.00   88.67    0.00     0.35     0.00     8.00     0.20    2.26    2.26    0.00   2.20  19.53
sdn               0.00     0.00   88.67    0.33     0.35     0.00     8.00     0.20    2.25    2.24    4.00   2.20  19.57
sdp               0.00     0.00   88.67    0.00     0.35     0.00     8.00     0.20    2.24    2.24    0.00   2.20  19.53
sdo               0.00     0.00   88.67    0.00     0.35     0.00     8.00     0.20    2.24    2.24    0.00   2.19  19.43
sdr               0.00     0.00   88.67    0.00     0.35     0.00     8.00     0.20    2.23    2.23    0.00   2.19  19.43
sda               0.00     0.00    0.00   10.33     0.00     0.08    16.52     0.19   17.94    0.00   17.94   3.55   3.67
dm-0              0.00     0.00    0.67   29.00     0.04     0.23    18.70     1.03   34.84    5.00   35.53   1.71   5.07
sds               0.00     0.00    1.67    0.33     0.02     0.01    24.00     0.01    3.83    3.60    5.00   3.83   0.77
dm-1              0.00     0.00    1.33    0.33     0.02     0.01    27.20     0.01    4.00    3.75    5.00   4.00   0.67
sdt               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    1.00    1.00    0.00   1.00   0.07
dm-2              0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    1.00    1.00    0.00   1.00   0.03
sdu               0.00     0.00    4.00    0.00     0.02     0.00     8.00     0.00    0.67    0.67    0.00   0.67   0.27
dm-3              0.00     0.00    3.67    0.00     0.01     0.00     8.00     0.00    0.82    0.82    0.00   0.82   0.30
sdv               0.00     0.00    1.00    0.00     0.00     0.00     5.67     0.00    3.00    3.00    0.00   3.00   0.30
dm-4              0.00     0.00    0.67    0.00     0.00     0.00     4.50     0.00    3.00    3.00    0.00   3.00   0.20
sdw               0.00     0.00    2.67    1.00     0.00     0.00     2.27     0.01    1.91    1.12    4.00   1.91   0.70
dm-5              0.00     0.00    2.33    1.00     0.00     0.00     1.70     0.01    2.30    1.43    4.33   2.30   0.77
sdx               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.27
dm-6              0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdy               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    1.00    1.00    0.00   1.00   0.07
dm-7              0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    1.00    1.00    0.00   1.00   0.03
sdz               0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    3.50    3.50    0.00   3.50   0.23
dm-8              0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdaa              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    3.50    3.50    0.00   3.50   0.23
dm-9              0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.13
sdab              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.27
dm-10             0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.13
sdac              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.27
dm-11             0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.13
sdad              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    3.50    3.50    0.00   3.50   0.23
dm-12             0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.13
sdae              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.27
dm-13             0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.13
sdaf              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.27
dm-14             0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    4.00    4.00    0.00   4.00   0.13
sdag              0.00     0.00    2.67    1.00     0.00     0.00     2.27     0.01    2.09    1.12    4.67   2.09   0.77
dm-15             0.00     0.00    2.33    1.00     0.00     0.00     1.70     0.01    2.20    1.00    5.00   2.20   0.73
sdah              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    1.50    1.50    0.00   1.50   0.10
dm-16             0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    1.00    1.00    0.00   1.00   0.03
sdai              0.00     0.00    0.67    3.00     0.00     0.00     3.45     0.08   21.27    1.50   25.67  11.73   4.30
dm-17             0.00     0.00    0.33    3.00     0.00     0.00     3.00     0.08   23.30    1.00   25.78  12.70   4.23
sdaj              0.00     0.00    0.67    0.00     0.00     0.00     8.00     0.00    3.50    3.50    0.00   3.50   0.23
dm-18             0.00     0.00    0.33    0.00     0.00     0.00     8.00     0.00    3.00    3.00    0.00   3.00   0.10
sdak              0.00     0.00    0.67    0.33     0.00     0.01    16.00     0.00    2.33    1.50    4.00   2.33   0.23
dm-19             0.00     0.00    0.33    0.33     0.00     0.01    20.00     0.00    2.50    1.00    4.00   2.50   0.17

02/11/2020 11:54:15 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           4.07    0.00    4.32    3.18    0.00   88.43

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00    7.31     0.00     0.03     9.09     0.02    3.23    0.00    3.23   2.00   1.46
sde               0.00     0.00    0.66   23.59     0.01     0.38    32.38     0.16    6.52    0.50    6.69   2.86   6.94
sdd               0.00     0.00    3.99    2.33     0.00     0.00     1.37     0.01    1.21    0.08    3.14   1.21   0.76
sdf               0.00     0.00    4.98   22.92     2.32     0.38   198.57     0.29   10.07    0.93   12.06   3.87  10.80
sdh               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdg               0.00     0.00    1.00    4.32     0.33     0.03   138.00     0.02    4.12    1.00    4.85   2.62   1.40
sdi               0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    3.00    0.00    3.00   3.00   0.10
sdj               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdl               0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    3.00    0.00    3.00   3.00   0.10
sdk               0.00     0.00  967.44    1.00     7.49     0.01    15.86     3.18    3.26    3.26    3.00   0.17  16.01
sdm               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdq               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdn               0.00     0.00    0.00    0.33     0.00     0.00     8.00     0.00    2.00    0.00    2.00   2.00   0.07
sdp               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdo               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdr               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sda               0.00     0.33    0.00    9.30     0.00     0.10    22.64     0.18   19.82    0.00   19.82   3.46   3.22
dm-0              0.00     0.00    0.00    7.31     0.00     0.03     9.09     0.02    3.23    0.00    3.23   2.00   1.46
sds               0.00     0.00    2.33    0.33     0.04     0.01    32.00     0.01    3.62    3.57    4.00   3.63   0.96
dm-1              0.00     0.00    2.33    0.33     0.04     0.01    32.00     0.01    4.00    4.00    4.00   4.00   1.06
sdt               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdv               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdw               0.00     0.00    1.99    1.00     0.00     0.00     1.00     0.01    2.22    1.17    4.33   2.22   0.66
dm-5              0.00     0.00    1.99    1.00     0.00     0.00     1.00     0.01    2.44    1.17    5.00   2.44   0.73
sdx               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdy               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-7              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdab              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdac              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-11             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdad              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-12             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdae              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-13             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaf              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-14             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdag              0.00     0.00    1.99    1.00     0.00     0.00     1.00     0.01    1.89    1.00    3.67   1.89   0.56
dm-15             0.00     0.00    1.99    1.00     0.00     0.00     1.00     0.01    2.00    1.17    3.67   2.00   0.60
sdah              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-16             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdai              0.00     0.00    0.00   23.59     0.00     0.37    32.27     0.25   10.61    0.00   10.61   5.15  12.16
dm-17             0.00     0.00    0.00   23.59     0.00     0.37    32.27     0.25   10.75    0.00   10.75   5.18  12.23
sdaj              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
dm-18             0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdak              0.00     0.00    0.00    0.33     0.00     0.01    32.00     0.00    4.00    0.00    4.00   4.00   0.13
dm-19             0.00     0.00    0.00    0.33     0.00     0.01    32.00     0.00    4.00    0.00    4.00   4.00   0.13

02/11/2020 11:54:18 AM
avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           6.18    0.00   16.89   45.88    0.00   31.05

Device:         rrqm/s   wrqm/s     r/s     w/s    rMB/s    wMB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdc               0.00     0.00    0.00   28.67     0.00     0.20    14.14     0.57   20.01    0.00   20.01   1.50   4.30
sde               0.00     0.00    1.67  196.33     0.34     0.93    13.09     1.00    5.06    0.00    5.11   2.84  56.13
