Linux 3.10.0-1062.7.1.el7.x86_64 (mcracpoc1.example.com) 	02/11/2020 	_x86_64_	(32 CPU)

11:54:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:54:09 AM  all    2.90    0.00    3.24    0.12    0.00    0.30    0.00    0.00    0.00   93.44
11:54:09 AM    0    2.41    0.00    1.72    0.00    0.00    0.69    0.00    0.00    0.00   95.19
11:54:09 AM    1    2.71    0.00    3.73    0.00    0.00    0.00    0.00    0.00    0.00   93.56
11:54:09 AM    2    2.77    0.00    3.46    0.00    0.00    0.35    0.00    0.00    0.00   93.43
11:54:09 AM    3    2.43    0.00    4.17    0.00    0.00    0.00    0.00    0.00    0.00   93.40
11:54:09 AM    4    2.76    0.00    3.10    0.34    0.00    0.00    0.00    0.00    0.00   93.79
11:54:09 AM    5    2.03    0.00    3.05    0.00    0.00    0.34    0.00    0.00    0.00   94.58
11:54:09 AM    6    2.76    0.00    2.76    0.00    0.00    0.69    0.00    0.00    0.00   93.79
11:54:09 AM    7    3.38    0.00    3.72    0.00    0.00    0.34    0.00    0.00    0.00   92.57
11:54:09 AM    8    2.73    0.00    2.05    0.00    0.00    0.68    0.00    0.00    0.00   94.54
11:54:09 AM    9    2.69    0.00    4.38    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:54:09 AM   10    1.73    0.00    1.73    0.00    0.00    0.35    0.00    0.00    0.00   96.19
11:54:09 AM   11    3.04    0.00    4.73    0.00    0.00    0.34    0.00    0.00    0.00   91.89
11:54:09 AM   12    4.48    0.00    3.45    0.00    0.00    0.69    0.00    0.00    0.00   91.38
11:54:09 AM   13    2.68    0.00    4.70    0.00    0.00    0.67    0.00    0.00    0.00   91.95
11:54:09 AM   14    2.41    0.00    2.75    0.34    0.00    0.34    0.00    0.00    0.00   94.16
11:54:09 AM   15    3.04    0.00    3.38    0.00    0.00    0.00    0.00    0.00    0.00   93.58
11:54:09 AM   16    2.14    0.00    2.85    0.36    0.00    0.36    0.00    0.00    0.00   94.31
11:54:09 AM   17    3.69    0.00    4.03    0.00    0.00    0.34    0.00    0.00    0.00   91.95
11:54:09 AM   18    2.42    0.00    2.08    0.00    0.00    0.35    0.00    0.00    0.00   95.16
11:54:09 AM   19    4.36    0.00    4.36    0.00    0.00    0.67    0.00    0.00    0.00   90.60
11:54:09 AM   20    3.09    0.00    3.09    0.34    0.00    0.00    0.00    0.00    0.00   93.47
11:54:09 AM   21    4.73    0.00    4.39    0.00    0.00    0.34    0.00    0.00    0.00   90.54
11:54:09 AM   22    3.10    0.00    2.07    0.69    0.00    0.00    0.00    0.00    0.00   94.14
11:54:09 AM   23    3.38    0.00    3.72    0.00    0.00    0.00    0.00    0.00    0.00   92.91
11:54:09 AM   24    2.40    0.00    2.74    0.00    0.00    0.34    0.00    0.00    0.00   94.52
11:54:09 AM   25    3.02    0.00    4.70    0.00    0.00    0.34    0.00    0.00    0.00   91.95
11:54:09 AM   26    2.41    0.00    1.72    0.00    0.00    0.34    0.00    0.00    0.00   95.53
11:54:09 AM   27    3.37    0.00    4.04    0.00    0.00    0.34    0.00    0.00    0.00   92.26
11:54:09 AM   28    2.03    0.00    2.03    1.02    0.00    0.34    0.00    0.00    0.00   94.58
11:54:09 AM   29    3.04    0.00    3.38    0.34    0.00    0.00    0.00    0.00    0.00   93.24
11:54:09 AM   30    1.73    0.00    1.38    0.69    0.00    0.00    0.00    0.00    0.00   96.19
11:54:09 AM   31    3.36    0.00    4.03    0.34    0.00    0.34    0.00    0.00    0.00   91.95

11:54:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:54:12 AM  all    3.95    0.00    2.95    3.11    0.00    0.17    0.00    0.00    0.00   89.82
11:54:12 AM    0    2.09    0.00    6.62    0.00    0.00    0.00    0.00    0.00    0.00   91.29
11:54:12 AM    1   11.60    0.00    2.73    0.00    0.00    0.00    0.00    0.00    0.00   85.67
11:54:12 AM    2    1.38    0.00    3.11    1.04    0.00    0.35    0.00    0.00    0.00   94.12
11:54:12 AM    3    8.14    0.00    3.39    0.00    0.00    0.00    0.00    0.00    0.00   88.47
11:54:12 AM    4    2.40    0.00    3.08   10.62    0.00    0.68    0.00    0.00    0.00   83.22
11:54:12 AM    5    1.34    0.00    1.01    0.00    0.00    0.34    0.00    0.00    0.00   97.32
11:54:12 AM    6    8.56    0.00    3.77    0.34    0.00    0.00    0.00    0.00    0.00   87.33
11:54:12 AM    7    6.76    0.00    2.03    0.00    0.00    0.34    0.00    0.00    0.00   90.88
11:54:12 AM    8    1.72    0.00    1.37    0.34    0.00    0.00    0.00    0.00    0.00   96.56
11:54:12 AM    9   13.90    0.00    3.73    0.00    0.00    0.00    0.00    0.00    0.00   82.37
11:54:12 AM   10    8.87    0.00    2.73    0.34    0.00    0.34    0.00    0.00    0.00   87.71
